Groupe	category	title	path	silence_duration	total_duration	onset
U	Synthetic	Space_Harrier_Music_MAIN_THEME_silenced.wav	data/mutemusic/stimuli/Synthetic/Space_Harrier_Music_MAIN_THEME_silenced.wav	12	48.0	
F	Orchestral	2001_l_odyssée_de_l_espace_silenced.wav	data/mutemusic/stimuli/Orchestral/2001_l_odyssée_de_l_espace_silenced.wav	15	61.0	
U	Synthetic	Populous_(SNES_SFC)_BGM_01_Title_Theme_silenced.wav	data/mutemusic/stimuli/Synthetic/Populous_(SNES_SFC)_BGM_01_Title_Theme_silenced.wav	12	49.0	
F	Synthetic	Super_Mario_Bros_3_Underwater_Theme_silenced.wav	data/mutemusic/stimuli/Synthetic/Super_Mario_Bros_3_Underwater_Theme_silenced.wav	12	46.0	
F	Lyrics	Gangstas_Paradise_silenced.wav	data/mutemusic/stimuli/Lyrics/Gangstas_Paradise_silenced.wav	15	61.0	
U	Orchestral	Seinfeld_Official_Soundtrack_(Seinfeld_Theme)_silenced.wav	data/mutemusic/stimuli/Orchestral/Seinfeld_Official_Soundtrack_(Seinfeld_Theme)_silenced.wav	13	52.0	
U	Synthetic	Streets_Of_Rage_1_OST_Stage_1_silenced.wav	data/mutemusic/stimuli/Synthetic/Streets_Of_Rage_1_OST_Stage_1_silenced.wav	11	45.0	
F	Synthetic	Legend_of_Zelda_The_(NES)_Music_Overworld_Theme_silenced.wav	data/mutemusic/stimuli/Synthetic/Legend_of_Zelda_The_(NES)_Music_Overworld_Theme_silenced.wav	12	50.0	
F	Lyrics	Mister_Sandman_silenced.wav	data/mutemusic/stimuli/Lyrics/Mister_Sandman_silenced.wav	12	46.0	
U	Orchestral	Suite_bergamasque_CD_82_L_75_III_Clair_de_lune_silenced.wav	data/mutemusic/stimuli/Orchestral/Suite_bergamasque_CD_82_L_75_III_Clair_de_lune_silenced.wav	12	50.0	
