	cluster	avg_dist	std_dist	sum_dist	condition	duration	pause	onset	run	type	image_path	category_nr	exemplar_nr	things_category_nr	things_image_nr	things_exemplar_nr	category_name
0	52	0.5139340994996698	0.1651477857161591	5.653275094496368	shown	2.98	1.4899999999999998	2.98	1	fmri	images_fmri/bottle/bottle_01b.jpg	73	1	171.0	2596.0	1.0	bottle
1	25	0.5321439845478819	0.12025753678086867	5.853583830026701	shown	2.98	1.4899999999999998	7.449999999999999	1	fmri	images_fmri/hovercraft/hovercraft_01b.jpg	324	1	809.0	11563.0	1.0	hovercraft
2	15	0.40949885265882063	0.09650233828579953	4.504487379247027	shown	2.98	1.4899999999999998	11.92	1	fmri	images_fmri/racket/racket_01b.jpg	507	1	1271.0	18103.0	1.0	racket
3	21	0.49699411650625075	0.15995075407803666	5.466935281568758	shown	2.98	1.4899999999999998	16.39	1	fmri	images_fmri/revolver/revolver_01s.jpg	520	1	1305.0	18574.0	1.0	revolver
4	31	0.7488325696280335	0.11798472428994229	8.237158265908368	shown	2.98	1.4899999999999998	20.86	1	fmri	images_fmri/kale/kale_01b.jpg	339	1	861.0	12306.0	1.0	kale
5	2	0.2312860246723534	0.1277000992283546	2.5441462713958876	shown	2.98	1.4899999999999998	25.33	1	fmri	images_fmri/filing_cabinet/filing_cabinet_01b.jpg	244	1	586.0	8467.0	1.0	filing_cabinet
6	27	0.547712086608505	0.15792643025845254	6.024832952693555	shown	2.98	1.4899999999999998	29.8	1	fmri	images_fmri/tree_trunk/tree_trunk_01b.jpg	667	1	1710.0	24114.0	1.0	tree_trunk
7	39	0.5853717162857053	0.12259152700720255	6.439088879142758	shown	2.98	1.4899999999999998	34.269999999999996	1	fmri	images_fmri/walrus/walrus_01b.jpg	693	1	1780.0	25090.0	1.0	walrus
8	4	0.5758814828376426	0.1294933594927729	40.887585281472624	shown	2.98	1.4899999999999998	38.739999999999995	1	fmri	images_fmri/napkin_ring/napkin_ring_01b.jpg	419	1	1052.0	14974.0	1.0	napkin_ring
9	43	0.6712336976818046	0.07798324194076782	7.383570674499851	shown	2.98	1.4899999999999998	43.209999999999994	1	fmri	images_fmri/tomato/tomato_01b.jpg	650	1	1673.0	23614.0	1.0	tomato
10	28	0.6077585950921086	0.15508061046207297	6.685344546013195	shown	2.98	1.4899999999999998	47.67999999999999	1	fmri	images_fmri/cockroach/cockroach_01b.jpg	156	1	374.0	5389.0	1.0	cockroach
11	8	0.5230966219828422	0.10341483313352091	5.7540628418112645	shown	2.98	1.4899999999999998	52.14999999999999	1	fmri	images_fmri/joystick/joystick_01b.jpg	337	1	853.0	12200.0	1.0	joystick
12	40	0.5011534625532037	0.29824371835145097	5.51268808808524	shown	2.98	1.4899999999999998	56.62	1	fmri	images_fmri/gargoyle/gargoyle_01b.jpg	265	1	658.0	9446.0	1.0	gargoyle
