	cluster	avg_dist	std_dist	sum_dist	condition	duration	pause	onset	run	type	image_path	category_nr	exemplar_nr	things_category_nr	things_image_nr	things_exemplar_nr	category_name
0	53	0.6015837734324316	0.1432116004284998	6.617421507756748	shown	2.98	1.4899999999999998	2.98	1	fmri	images_fmri/shrimp/shrimp_09n.jpg	563	9	1439.0	20409.0	9.0	shrimp
1	6	0.5712828661365768	0.10985081634643531	6.284111527502344	shown	2.98	1.4899999999999998	7.449999999999999	1	fmri	images_fmri/waffle_iron/waffle_iron_09s.jpg	687	9	1772.0	24987.0	9.0	waffle_iron
2	13	0.3903974571914857	0.13487355822446215	4.294372029106343	shown	2.98	1.4899999999999998	11.92	1	fmri	images_fmri/bracket/bracket_09s.jpg	81	9	190.0	2885.0	9.0	bracket
3	3	0.594548606827001	0.11610883003976424	6.540034675097011	shown	2.98	1.4899999999999998	16.39	1	fmri	images_fmri/crystal1/crystal1_09s.jpg	189	9	455.0	6577.0	9.0	crystal1
4	24	0.3648614203680405	0.1351124150547979	4.0134756240484455	shown	2.98	1.4899999999999998	20.86	1	fmri	images_fmri/defibrillator/defibrillator_09s.jpg	198	9	478.0	6919.0	9.0	defibrillator
5	22	0.6216787638527005	0.17635024695239404	6.838466402379705	shown	2.98	1.4899999999999998	25.33	1	fmri	images_fmri/pencil_sharpener/pencil_sharpener_09n.jpg	457	9	1144.0	16277.0	9.0	pencil_sharpener
6	23	0.4036896587532167	0.08071199064490288	4.440586246285384	shown	2.98	1.4899999999999998	29.8	1	fmri	images_fmri/coin/coin_09s.jpg	160	9	386.0	5559.0	9.0	coin
7	26	0.5482965059424534	0.17258802407680424	6.031261565366988	shown	2.98	1.4899999999999998	34.269999999999996	1	fmri	images_fmri/bib/bib_09s.jpg	51	9	123.0	1879.0	9.0	bib
8	28	0.549580045263352	0.23015417256726403	6.045380497896872	shown	2.98	1.4899999999999998	38.739999999999995	1	fmri	images_fmri/computer_screen/computer_screen_09s.jpg	165	9	396.0	5698.0	9.0	computer_screen
9	2	0.6237828543581344	0.12332715570624951	44.28858265942754	shown	2.98	1.4899999999999998	43.209999999999994	1	fmri	images_fmri/earwig/earwig_09s.jpg	224	9	542.0	7872.0	9.0	earwig
10	2	0.4745246590071357	0.14505046614839961	5.219771249078493	shown	2.98	1.4899999999999998	47.67999999999999	1	fmri	images_fmri/sea_urchin/sea_urchin_09s.jpg	548	9	1394.0	19791.0	9.0	sea_urchin
11	39	0.44452140603983215	0.17953696493706195	4.889735466438154	shown	2.98	1.4899999999999998	52.14999999999999	1	fmri	images_fmri/squeegee/squeegee_09s.jpg	594	9	1528.0	21602.0	9.0	squeegee
12	10	0.5835546921040797	0.1070404616807648	6.4191016131448775	shown	2.98	1.4899999999999998	56.62	1	fmri	images_fmri/dishwasher/dishwasher_09s.jpg	204	9	492.0	7121.0	9.0	dishwasher
13	31	0.5400144316578069	0.15656273056514977	5.940158748235876	shown	2.98	1.4899999999999998	61.089999999999996	1	fmri	images_fmri/jack/jack_09s.jpg	331	9	836.0	11957.0	9.0	jack
14	1	0.23681403509934926	0.0694333062577901	2.604954386092842	shown	2.98	1.4899999999999998	65.56	1	fmri	images_fmri/filing_cabinet/filing_cabinet_09s.jpg	244	9	586.0	8475.0	9.0	filing_cabinet
15	27	0.423054356789378	0.10089610528118947	4.653597924683158	shown	2.98	1.4899999999999998	70.03	1	fmri	images_fmri/coffin/coffin_09s.jpg	159	9	384.0	5534.0	9.0	coffin
16	42	0.7111141552950925	0.16827972566487037	7.822255708246017	shown	2.98	1.4899999999999998	74.5	1	fmri	images_fmri/kale/kale_09s.jpg	339	9	861.0	12314.0	9.0	kale
17	51	0.7049983333406608	0.11213041072420298	7.754981666747268	shown	2.98	1.4899999999999998	78.97	1	fmri	images_fmri/peach/peach_09n.jpg	451	9	1130.0	16096.0	9.0	peach
18	37	0.5447390384693208	0.126480384534554	5.992129423162529	shown	2.98	1.4899999999999998	83.44	1	fmri	images_fmri/pocket/pocket_09s.jpg	480	9	1206.0	17139.0	9.0	pocket
19	5	0.5797785043240663	0.14636714650910848	6.377563547564729	shown	2.98	1.4899999999999998	87.91	1	fmri	images_fmri/lingerie/lingerie_09s.jpg	369	9	933.0	13328.0	9.0	lingerie
20	5	0.5605416085351339	0.14142863205329329	39.79845420599451	shown	2.98	1.4899999999999998	92.38	1	fmri	images_fmri/pinwheel/pinwheel_09n.jpg	471	9	1186.0	16874.0	9.0	pinwheel
21	36	0.5177744430498783	0.08075998203118501	5.695518873548661	shown	2.98	1.4899999999999998	96.85	1	fmri	images_fmri/paperclip/paperclip_09s.jpg	446	9	1117.0	15891.0	9.0	paperclip
22	7	0.5485139372558769	0.09264699656292802	6.033653309814646	shown	2.98	1.4899999999999998	101.32	1	fmri	images_fmri/whisk/whisk_09s.jpg	706	9	1812.0	25523.0	9.0	whisk
23	17	0.5845633886534004	0.1178447233255047	6.430197275187405	shown	2.98	1.4899999999999998	105.78999999999999	1	fmri	images_fmri/iceskate/iceskate_09s.jpg	326	9	824.0	11784.0	9.0	iceskate
24	9	0.6276220267224316	0.13369036188824995	6.903842293946748	shown	2.98	1.4899999999999998	110.26	1	fmri	images_fmri/muffin/muffin_09n.jpg	415	9	1036.0	14768.0	9.0	muffin
25	8	0.5642040779249818	0.1475381485488463	6.2062448571748	shown	2.98	1.4899999999999998	114.73	1	fmri	images_fmri/pecan/pecan_09s.jpg	454	9	1136.0	16175.0	9.0	pecan
26	49	0.7306496823421018	0.09694426432082495	8.03714650576312	shown	2.98	1.4899999999999998	119.2	1	fmri	images_fmri/asparagus/asparagus_09s.jpg	20	9	43.0	600.0	9.0	asparagus
27	19	0.4767731614359371	0.11661081372084416	5.244504775795308	shown	2.98	1.4899999999999998	123.67	1	fmri	images_fmri/nose/nose_09s.jpg	425	9	1064.0	15141.0	9.0	nose
28	11	0.5709371135495588	0.12991760651489886	6.280308249045146	shown	2.98	1.4899999999999998	128.14	1	fmri	images_fmri/hovercraft/hovercraft_09s.jpg	324	9	809.0	11571.0	9.0	hovercraft
29	50	0.5153690627694094	0.11708751353706258	5.669059690463503	shown	2.98	1.4899999999999998	132.60999999999999	1	fmri	images_fmri/boa/boa_09s.jpg	66	9	151.0	2308.0	9.0	boa
30	45	0.6309525829682946	0.06245632980804909	6.940478412651241	shown	2.98	1.4899999999999998	137.07999999999998	1	fmri	images_fmri/giraffe/giraffe_09s.jpg	271	9	676.0	9679.0	9.0	giraffe
31	7	0.6860828072385712	0.09588129385811706	48.71187931393855	shown	2.98	1.4899999999999998	141.54999999999998	1	fmri	images_fmri/oatmeal/oatmeal_09s.jpg	427	9	1070.0	15216.0	9.0	oatmeal
32	4	0.5433266510102833	0.1987955165816948	5.976593161113116	shown	2.98	1.4899999999999998	146.01999999999998	1	fmri	images_fmri/train/train_09s.jpg	661	9	1699.0	23976.0	9.0	train
33	29	0.3884939946114528	0.12309500507102189	4.2734339407259805	shown	2.98	1.4899999999999998	150.48999999999998	1	fmri	images_fmri/ruler/ruler_09s.jpg	534	9	1342.0	19090.0	9.0	ruler
34	41	0.6765274824958786	0.16779013163506248	7.441802307454664	shown	2.98	1.4899999999999998	154.95999999999998	1	fmri	images_fmri/penguin/penguin_09s.jpg	458	9	1146.0	16302.0	9.0	penguin
35	44	0.6588802242953691	0.0631730504432516	7.24768246724906	shown	2.98	1.4899999999999998	159.42999999999998	1	fmri	images_fmri/rat/rat_09s.jpg	513	9	1286.0	18309.0	9.0	rat
36	16	0.5183282838373944	0.12025359716301527	5.701611122211339	shown	2.98	1.4899999999999998	163.89999999999998	1	fmri	images_fmri/birdcage/birdcage_09s.jpg	55	9	131.0	2017.0	9.0	birdcage
37	12	0.5204124593820865	0.14246106387854307	5.724537053202951	shown	2.98	1.4899999999999998	168.36999999999998	1	fmri	images_fmri/nail_polish/nail_polish_09s.jpg	418	9	1050.0	14955.0	9.0	nail_polish
38	15	0.4400001123286575	0.1408067645932589	4.840001235615232	shown	2.98	1.4899999999999998	172.83999999999997	1	fmri	images_fmri/solar_panel/solar_panel_09s.jpg	581	9	1494.0	21147.0	9.0	solar_panel
39	21	0.6168696934628208	0.14221314799423468	6.785566628091029	shown	2.98	1.4899999999999998	177.30999999999997	1	fmri	images_fmri/coat/coat_09s.jpg	154	9	370.0	5344.0	9.0	coat
40	34	0.4199934094495592	0.13682992700502383	4.619927503945151	shown	2.98	1.4899999999999998	181.77999999999997	1	fmri	images_fmri/stiletto/stiletto_09s.jpg	604	9	1555.0	21968.0	9.0	stiletto
41	30	0.45327193342971783	0.18861158782292145	4.985991267726896	shown	2.98	1.4899999999999998	186.24999999999997	1	fmri	images_fmri/thermometer/thermometer_09s.jpg	637	9	1647.0	23261.0	9.0	thermometer
42	3	0.5878390442771181	0.16265642795532825	41.73657214367538	shown	2.98	1.4899999999999998	190.71999999999997	1	fmri	images_fmri/slingshot/slingshot_09s.jpg	571	9	1468.0	20807.0	9.0	slingshot
43	25	0.5797536544348751	0.12124267604147963	6.377290198783626	shown	2.98	1.4899999999999998	195.18999999999997	1	fmri	images_fmri/magnifying_glass/magnifying_glass_09s.jpg	379	9	959.0	13670.0	9.0	magnifying_glass
44	0	0.6474718570909224	0.17686066438968165	6.474718570909223	shown	2.98	1.4899999999999998	199.65999999999997	1	fmri	images_fmri/guitar/guitar_09n.jpg	295	9	724.0	10390.0	9.0	guitar
45	38	0.5117438853107213	0.1586731835229848	5.629182738417935	shown	2.98	1.4899999999999998	204.12999999999997	1	fmri	images_fmri/rocking_chair/rocking_chair_09s.jpg	529	9	1322.0	18816.0	9.0	rocking_chair
46	18	0.5049135304666706	0.13162806015127476	5.554048835133377	shown	2.98	1.4899999999999998	208.59999999999997	1	fmri	images_fmri/glass/glass_09s.jpg	273	9	678.0	9716.0	9.0	glass
47	46	0.6847087558284556	0.09054320145478295	7.531796314113011	shown	2.98	1.4899999999999998	213.06999999999996	1	fmri	images_fmri/frog/frog_09s.jpg	261	9	645.0	9290.0	9.0	frog
48	48	0.65819386806808	0.08869339756729627	7.24013254874888	shown	2.98	1.4899999999999998	217.54	1	fmri	images_fmri/squirrel/squirrel_09s.jpg	595	9	1530.0	21627.0	9.0	squirrel
49	40	0.428492594229364	0.1705765669169307	4.713418536523004	shown	2.98	1.4899999999999998	222.01	1	fmri	images_fmri/milkshake/milkshake_09s.jpg	400	9	1003.0	14289.0	9.0	milkshake
50	32	0.4610678917081968	0.2015970808121138	5.071746808790165	shown	2.98	1.4899999999999998	226.48	1	fmri	images_fmri/rollerblade/rollerblade_09s.jpg	531	9	1327.0	18884.0	9.0	rollerblade
51	47	0.6747632166483813	0.13410438423504278	7.422395383132194	shown	2.98	1.4899999999999998	230.95	1	fmri	images_fmri/chili/chili_09s.jpg	141	9	328.0	4752.0	9.0	chili
52	35	0.4484671761758543	0.17983798122398403	4.933138937934397	shown	2.98	1.4899999999999998	235.42	1	fmri	images_fmri/graffiti/graffiti_09s.jpg	279	9	698.0	9997.0	9.0	graffiti
53	4	0.5758814828376426	0.1294933594927729	40.887585281472624	shown	2.98	1.4899999999999998	239.89	1	fmri	images_fmri/coat_rack/coat_rack_09s.jpg	155	9	371.0	5356.0	9.0	coat_rack
54	20	0.5528687905249107	0.1299069066499583	6.081556695774018	shown	2.98	1.4899999999999998	244.35999999999999	1	fmri	images_fmri/velcro/velcro_09s.jpg	683	9	1757.0	24770.0	9.0	velcro
55	52	0.6506392671688945	0.04491899379004202	7.15703193885784	shown	2.98	1.4899999999999998	248.82999999999998	1	fmri	images_fmri/tiramisu/tiramisu_09s.jpg	645	9	1664.0	23488.0	9.0	tiramisu
56	43	0.6048614883130022	0.15857031257088192	6.653476371443025	shown	2.98	1.4899999999999998	253.29999999999998	1	fmri	images_fmri/lion/lion_09s.jpg	370	9	934.0	13340.0	9.0	lion
57	54	0.58007533283453	0.1647953422506702	6.38082866117983	shown	2.98	1.4899999999999998	257.77	1	fmri	images_fmri/cherry/cherry_09s.jpg	136	9	317.0	4612.0	9.0	cherry
58	2	0.6237828543581344	0.12332715570624951	44.28858265942754	pos	4.0	1.0	0.0	1	fmri	images_fmri/earwig/earwig_09s.jpg	224	9	542.0	7872.0	9.0	earwig
59	8	0.4728314749884115	0.16645075926343308	33.57103472417722	neg	4.0	1.0	5.0	1	fmri	images_fmri/shower_cap/shower_cap_09s.jpg	561	9	1435.0	20348.0	9.0	shower_cap
60	5	0.5605416085351339	0.14142863205329329	39.79845420599451	pos	4.0	1.0	10.0	1	fmri	images_fmri/pinwheel/pinwheel_09n.jpg	471	9	1186.0	16874.0	9.0	pinwheel
61	9	0.6351449187249016	0.15977335919467697	45.095289229468015	neg	4.0	1.0	15.0	1	fmri	images_fmri/grapefruit/grapefruit_09s.jpg	284	9	704.0	10096.0	9.0	grapefruit
62	7	0.6860828072385712	0.09588129385811706	48.71187931393855	pos	4.0	1.0	20.0	1	fmri	images_fmri/oatmeal/oatmeal_09s.jpg	427	9	1070.0	15216.0	9.0	oatmeal
63	1	0.44660411921964216	0.12547957730616027	31.708892464594594	neg	4.0	1.0	25.0	1	fmri	images_fmri/desk/desk_09s.jpg	199	9	481.0	6959.0	9.0	desk
64	6	0.568179933654498	0.13907939156208182	40.34077528946936	neg	4.0	1.0	30.0	1	fmri	images_fmri/acorn/acorn_09s.jpg	1	9	4.0	51.0	9.0	acorn
65	3	0.5878390442771181	0.16265642795532825	41.73657214367538	pos	4.0	1.0	35.0	1	fmri	images_fmri/slingshot/slingshot_09s.jpg	571	9	1468.0	20807.0	9.0	slingshot
66	4	0.5758814828376426	0.1294933594927729	40.887585281472624	pos	4.0	1.0	40.0	1	fmri	images_fmri/coat_rack/coat_rack_09s.jpg	155	9	371.0	5356.0	9.0	coat_rack
67	0	0.5049493118202912	0.19720257732690513	35.34645182742039	neg	4.0	1.0	45.0	1	fmri	images_fmri/headlamp/headlamp_09s.jpg	308	9	765.0	10960.0	9.0	headlamp
