	cluster	avg_dist	std_dist	sum_dist	condition	duration	onset	run	type	image_path	category_nr	exemplar_nr	things_category_nr	things_image_nr	things_exemplar_nr	category_name
281	43.0	0.6594478762745306	0.13049912248585213	7.913374515294367	shown	2.98	40.23	5	fmri	images_fmri/candy/candy_01b.jpg	112	1	256.0	3769.0	1.0	candy
282	38.0	0.6539964019431622	0.08333054681526915	7.847956823317946	shown	2.98	44.699999999999996	5	fmri	images_fmri/caterpillar/caterpillar_01b.jpg	125	1	287.0	4186.0	1.0	caterpillar
283	25.0	0.5016148038027333	0.22317463021837056	6.019377645632799	shown	2.98	49.169999999999995	5	fmri	images_fmri/chalk/chalk_01b.jpg	131	1	303.0	4411.0	1.0	chalk
284	23.0	0.46239662052686253	0.19780677681094433	5.54875944632235	shown	2.98	53.64	5	fmri	images_fmri/bracket/bracket_01b.jpg	81	1	190.0	2877.0	1.0	bracket
285	12.0	0.4122312728542563	0.14268315252925187	4.946775274251076	shown	2.98	58.11	5	fmri	images_fmri/boxing_gloves/boxing_gloves_01b.jpg	77	1	184.0	2784.0	1.0	boxing_gloves
286	11.0	0.5290919848795962	0.17892039211153687	6.349103818555155	shown	2.98	62.58	5	fmri	images_fmri/necklace/necklace_01b.jpg	420	1	1055.0	15014.0	1.0	necklace
287	28.0	0.5743987114449373	0.09937310104508358	6.892784537339247	shown	2.98	67.05	5	fmri	images_fmri/aluminum_foil/aluminum_foil_01b.jpg	8	1	18.0	250.0	1.0	aluminum_foil
288	6.0	0.6892828344991834	0.18178180119444726	8.2713940139902	shown	2.98	71.52	5	fmri	images_fmri/cucumber/cucumber_01b.jpg	190	1	458.0	6622.0	1.0	cucumber
289	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	shown	2.98	75.99	5	fmri	images_fmri/lingerie/lingerie_01b.jpg	369	1	933.0	13320.0	1.0	lingerie
290	21.0	0.4256796170485336	0.14656911573787298	5.108155404582403	shown	2.98	80.46	5	fmri	images_fmri/bobsled/bobsled_01s.jpg	69	1	156.0	2380.0	1.0	bobsled
291	22.0	0.37729303736220027	0.08832711194451781	4.527516448346403	shown	2.98	84.92999999999999	5	fmri	images_fmri/ruler/ruler_01b.jpg	534	1	1342.0	19082.0	1.0	ruler
292	3.0	0.6992357879908061	0.11962189172369775	8.390829455889673	shown	2.98	89.39999999999999	5	fmri	images_fmri/muffin/muffin_01b.jpg	415	1	1036.0	14760.0	1.0	muffin
293	7.0	0.5646817197989268	0.22357104935762062	6.776180637587121	shown	2.98	93.86999999999999	5	fmri	images_fmri/bullet/bullet_01s.jpg	93	1	217.0	3256.0	1.0	bullet
294	2.0	0.5876414826085018	0.15883752574256682	7.051697791302022	shown	2.98	98.33999999999999	5	fmri	images_fmri/pantyhose/pantyhose_01b.jpg	443	1	1111.0	15803.0	1.0	pantyhose
295	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	shown	2.98	102.80999999999999	5	fmri	images_fmri/syrup/syrup_01s.jpg	621	1	1606.0	22684.0	1.0	syrup
296	15.0	0.5853098541470468	0.11758892934983467	7.023718249764562	shown	2.98	107.28	5	fmri	images_fmri/crib/crib_01b.jpg	183	1	442.0	6389.0	1.0	crib
297	47.0	0.4973153002917774	0.10709714331539866	5.967783603501329	shown	2.98	111.75	5	fmri	images_fmri/roll/roll_01b.jpg	530	1	1324.0	18834.0	1.0	roll
298	16.0	0.41541327161730807	0.19894067796624793	4.984959259407697	shown	2.98	116.22	5	fmri	images_fmri/hay/hay_01b.jpg	307	1	762.0	10909.0	1.0	hay
299	1.0	0.5424142833595755	0.20395048425691362	6.508971400314906	shown	2.98	120.69	5	fmri	images_fmri/cashew/cashew_01b.jpg	122	1	282.0	4123.0	1.0	cashew
300	46.0	0.623899079775603	0.09273830678769171	7.486788957307236	shown	2.98	125.16	5	fmri	images_fmri/pigeon/pigeon_01b.jpg	466	1	1172.0	16673.0	1.0	pigeon
301	13.0	0.5124369549591973	0.19167438926798355	6.149243459510368	shown	2.98	129.63	5	fmri	images_fmri/scanner/scanner_01b.jpg	541	1	1376.0	19542.0	1.0	scanner
302	42.0	0.5780347074553719	0.12379100953412937	6.936416489464463	shown	2.98	134.1	5	fmri	images_fmri/strainer/strainer_01b.jpg	607	1	1567.0	22121.0	1.0	strainer
303	5.0	0.5007872474213785	0.13157539167810078	6.009446969056542	shown	2.98	138.57	5	fmri	images_fmri/sword/sword_01b.jpg	619	1	1603.0	22644.0	1.0	sword
304	44.0	0.6002947637502305	0.24145785018888788	7.203537165002766	shown	2.98	143.04	5	fmri	images_fmri/car/car_01b.jpg	118	1	268.0	3940.0	1.0	car
305	9.0	0.4127872635129899	0.10635467440709184	4.953447162155879	shown	2.98	147.51	5	fmri	images_fmri/face/face_01b.jpg	237	1	570.0	8244.0	1.0	face
306	39.0	0.7016210698202645	0.10308292377167788	8.419452837843174	shown	2.98	151.98	5	fmri	images_fmri/kangaroo/kangaroo_01b.jpg	340	1	863.0	12333.0	1.0	kangaroo
307	37.0	0.7169261525793242	0.17616835773418033	8.60311383095189	shown	2.98	156.45	5	fmri	images_fmri/leek/leek_01b.jpg	358	1	911.0	13023.0	1.0	leek
308	10.0	0.46593515280106207	0.12534097785515885	5.591221833612745	shown	2.98	160.92	5	fmri	images_fmri/odometer/odometer_01b.jpg	429	1	1072.0	15236.0	1.0	odometer
309	0.0	0.2296579735600617	0.0732262310151366	2.5262377091606787	shown	2.98	165.39	5	fmri	images_fmri/map/map_01s.jpg	386	1	971.0	13839.0	1.0	map
310	14.0	0.4627759323790282	0.142278655043494	5.553311188548339	shown	2.98	169.85999999999999	5	fmri	images_fmri/stair/stair_01b.jpg	596	1	1533.0	21660.0	1.0	stair
311	4.0	0.5758814828376426	0.1294933594927729	40.887585281472624	shown	2.98	174.32999999999998	5	fmri	images_fmri/hood/hood_01b.jpg	318	1	792.0	11327.0	1.0	hood
312	4.0	0.48927006160356035	0.23792683713440463	5.871240739242724	shown	2.98	178.79999999999998	5	fmri	images_fmri/man/man_01b.jpg	381	1	964.0	13738.0	1.0	man
313	36.0	0.5135506038191037	0.15647040255338995	6.162607245829244	shown	2.98	183.26999999999998	5	fmri	images_fmri/dice/dice_01s.jpg	201	1	487.0	7039.0	1.0	dice
314	52.0	0.5728738968279036	0.09775266648686713	6.874486761934842	shown	2.98	187.73999999999998	5	fmri	images_fmri/mosquito/mosquito_01b.jpg	408	1	1021.0	14541.0	1.0	mosquito
315	17.0	0.46947495350648655	0.15802952663461942	5.633699442077838	shown	2.98	192.20999999999998	5	fmri	images_fmri/lip_balm/lip_balm_01b.jpg	371	1	935.0	13357.0	1.0	lip_balm
316	50.0	0.5943753333920296	0.15443544681335314	7.132504000704356	shown	2.98	196.67999999999998	5	fmri	images_fmri/cinnamon/cinnamon_01b.jpg	148	1	349.0	5047.0	1.0	cinnamon
317	19.0	0.5656830510948502	0.07977069037108776	6.7881966131382026	shown	2.98	201.14999999999998	5	fmri	images_fmri/treadmill/treadmill_01b.jpg	665	1	1707.0	24072.0	1.0	treadmill
318	8.0	0.49011426260188257	0.1439613223371201	5.881371151222591	shown	2.98	205.61999999999998	5	fmri	images_fmri/squeegee/squeegee_01b.jpg	594	1	1528.0	21594.0	1.0	squeegee
319	49.0	0.6202425187609965	0.14102313239130468	7.442910225131958	shown	2.98	210.08999999999997	5	fmri	images_fmri/rat/rat_01b.jpg	513	1	1286.0	18301.0	1.0	rat
320	1.0	0.44660411921964216	0.12547957730616027	31.708892464594594	shown	2.98	214.56	5	fmri	images_fmri/chalice/chalice_01s.jpg	130	1	302.0	4395.0	1.0	chalice
321	18.0	0.5179271042348977	0.1564443524802986	6.215125250818773	shown	2.98	219.03	5	fmri	images_fmri/bulldozer/bulldozer_01b.jpg	92	1	216.0	3234.0	1.0	bulldozer
322	41.0	0.5269922005181052	0.17136534418896524	6.323906406217263	shown	2.98	223.5	5	fmri	images_fmri/punch1/punch1_01s.jpg	502	1	1255.0	17874.0	1.0	punch1
323	31.0	0.6700055706020253	0.15357882963974434	8.040066847224303	shown	2.98	227.97	5	fmri	images_fmri/burrito/burrito_01b.jpg	98	1	226.0	3368.0	1.0	burrito
324	20.0	0.6044143462267633	0.15190919815951032	7.252972154721159	shown	2.98	232.44	5	fmri	images_fmri/antenna/antenna_01b.jpg	14	1	28.0	380.0	1.0	antenna
325	27.0	0.47295963658398477	0.216779235331991	5.675515639007817	shown	2.98	236.91	5	fmri	images_fmri/stethoscope/stethoscope_01b.jpg	603	1	1551.0	21904.0	1.0	stethoscope
326	40.0	0.6085700818529894	0.13733310968403356	7.302840982235873	shown	2.98	241.38	5	fmri	images_fmri/plate/plate_01b.jpg	475	1	1198.0	17025.0	1.0	plate
327	26.0	0.5580478614241956	0.16929721761438676	6.696574337090348	shown	2.98	245.85	5	fmri	images_fmri/dress/dress_01b.jpg	217	1	519.0	7527.0	1.0	dress
328	24.0	0.4369726330658879	0.10209114402872807	5.243671596790655	shown	2.98	250.32	5	fmri	images_fmri/lectern/lectern_01b.jpg	357	1	909.0	12998.0	1.0	lectern
329	51.0	0.604498016612597	0.11775333564415125	7.253976199351163	shown	2.98	254.79	5	fmri	images_fmri/tree_trunk/tree_trunk_01b.jpg	667	1	1710.0	24114.0	1.0	tree_trunk
330	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	pos	4.0	0.0	5	fmri	images_fmri/syrup/syrup_01s.jpg	621	1	1606.0	22684.0	1.0	syrup
331	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	pos	4.0	5.0	5	fmri	images_fmri/lingerie/lingerie_01b.jpg	369	1	933.0	13320.0	1.0	lingerie
332	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	neg	4.0	10.0	5	fmri	images_fmri/penguin/penguin_01b.jpg	458	1	1146.0	16294.0	1.0	penguin
333	8.0	0.4728314749884115	0.16645075926343308	33.57103472417722	neg	4.0	15.0	5	fmri	images_fmri/scoreboard/scoreboard_01b.jpg	545	1	1384.0	19651.0	1.0	scoreboard
334	7.0	0.6860828072385712	0.09588129385811706	48.71187931393855	pos	4.0	20.0	5	fmri	images_fmri/bread/bread_01b.jpg	82	1	195.0	2944.0	1.0	bread
335	1.0	0.44660411921964216	0.12547957730616027	31.708892464594594	pos	4.0	25.0	5	fmri	images_fmri/chalice/chalice_01s.jpg	130	1	302.0	4395.0	1.0	chalice
336	4.0	0.5758814828376426	0.1294933594927729	40.887585281472624	pos	4.0	30.0	5	fmri	images_fmri/hood/hood_01b.jpg	318	1	792.0	11327.0	1.0	hood
337	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	neg	4.0	35.0	5	fmri	images_fmri/slingshot/slingshot_01b.jpg	571	1	1468.0	20799.0	1.0	slingshot
338	0.0	0.5049493118202912	0.19720257732690513	35.34645182742039	neg	4.0	40.0	5	fmri	images_fmri/thermostat/thermostat_01b.jpg	639	1	1649.0	23282.0	1.0	thermostat
339	6.0	0.568179933654498	0.13907939156208182	40.34077528946936	neg	4.0	45.0	5	fmri	images_fmri/gravel/gravel_01b.jpg	287	1	710.0	10183.0	1.0	gravel
340	7.0	0.5633479519559617	0.1729613995860465	6.76017542347154	shown	2.98	0.0	6	fmri	images_fmri/snowplow/snowplow_01b.jpg	578	1	1485.0	21026.0	1.0	snowplow
341	8.0	0.45983675755168235	0.11501432051724843	5.518041090620188	shown	2.98	4.47	6	fmri	images_fmri/brush/brush_01s.jpg	88	1	206.0	3104.0	1.0	brush
342	2.0	0.3808638858144366	0.12010365857878773	4.570366629773239	shown	2.98	8.94	6	fmri	images_fmri/drain/drain_01b.jpg	215	1	516.0	7484.0	1.0	drain
343	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	shown	2.98	13.41	6	fmri	images_fmri/cannon/cannon_01b.jpg	115	1	261.0	3833.0	1.0	cannon
344	38.0	0.5681931716453855	0.17418101301558814	6.818318059744626	shown	2.98	17.88	6	fmri	images_fmri/ring/ring_01b.jpg	526	1	1314.0	18697.0	1.0	ring
345	40.0	0.5901972555207214	0.13431913123989953	7.082367066248657	shown	2.98	22.349999999999998	6	fmri	images_fmri/camel/camel_01b.jpg	107	1	246.0	3639.0	1.0	camel
346	5.0	0.4486670337878007	0.1580766109327511	5.3840044054536085	shown	2.98	26.82	6	fmri	images_fmri/sundial/sundial_01b.jpg	614	1	1584.0	22361.0	1.0	sundial
347	0.0	0.2296579735600618	0.07322623101513659	2.5262377091606796	shown	2.98	31.29	6	fmri	images_fmri/record/record_01b.jpg	517	1	1296.0	18431.0	1.0	record
348	25.0	0.5797759483666721	0.1288242313172794	6.957311380400066	shown	2.98	35.76	6	fmri	images_fmri/tweezers/tweezers_01b.jpg	674	1	1740.0	24522.0	1.0	tweezers
349	32.0	0.6453804282431813	0.14012778834414993	7.744565138918175	shown	2.98	40.23	6	fmri	images_fmri/grasshopper/grasshopper_01b.jpg	285	1	707.0	10134.0	1.0	grasshopper
350	39.0	0.5254964782957906	0.1350764853302869	6.305957739549487	shown	2.98	44.699999999999996	6	fmri	images_fmri/chin/chin_01b.jpg	142	1	331.0	4782.0	1.0	chin
351	43.0	0.5617160761568045	0.1049911694035302	6.740592913881654	shown	2.98	49.169999999999995	6	fmri	images_fmri/t-shirt/t-shirt_01b.jpg	622	1	1607.0	22696.0	1.0	t-shirt
352	51.0	0.5348146375449172	0.12329805098240638	6.4177756505390064	shown	2.98	53.64	6	fmri	images_fmri/tree_trunk/tree_trunk_01b.jpg	667	1	1710.0	24114.0	1.0	tree_trunk
353	24.0	0.6690904096331959	0.17378823152146802	8.02908491559835	shown	2.98	58.11	6	fmri	images_fmri/bison/bison_01b.jpg	57	1	135.0	2063.0	1.0	bison
354	1.0	0.3977271916768155	0.10721966342908322	4.772726300121786	shown	2.98	62.58	6	fmri	images_fmri/dice/dice_01s.jpg	201	1	487.0	7039.0	1.0	dice
355	23.0	0.7096268549620448	0.11255632660515329	8.515522259544538	shown	2.98	67.05	6	fmri	images_fmri/spinach/spinach_01b.jpg	590	1	1516.0	21432.0	1.0	spinach
356	31.0	0.5656907566343105	0.09048795417486566	6.788289079611726	shown	2.98	71.52	6	fmri	images_fmri/cherry/cherry_01b.jpg	136	1	317.0	4604.0	1.0	cherry
357	27.0	0.7326661548902309	0.08830476598769396	8.79199385868277	shown	2.98	75.99	6	fmri	images_fmri/cucumber/cucumber_01b.jpg	190	1	458.0	6622.0	1.0	cucumber
358	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	shown	2.98	80.46	6	fmri	images_fmri/magnifying_glass/magnifying_glass_01b.jpg	379	1	959.0	13662.0	1.0	magnifying_glass
359	11.0	0.616480562194556	0.18131685784925206	7.397766746334673	shown	2.98	84.92999999999999	6	fmri	images_fmri/golf_cart/golf_cart_01b.jpg	277	1	690.0	9871.0	1.0	golf_cart
360	20.0	0.398295518078083	0.1737244786754022	4.779546216936996	shown	2.98	89.39999999999999	6	fmri	images_fmri/bell/bell_01b.jpg	49	1	117.0	1781.0	1.0	bell
361	35.0	0.567080247395805	0.1424349294591416	6.80496296874966	shown	2.98	93.86999999999999	6	fmri	images_fmri/pencil/pencil_01s.jpg	456	1	1143.0	16257.0	1.0	pencil
362	34.0	0.6100562955557257	0.17150948142226538	7.320675546668708	shown	2.98	98.33999999999999	6	fmri	images_fmri/clay/clay_01b.jpg	150	1	353.0	5101.0	1.0	clay
363	46.0	0.6141835129549327	0.12123494453531562	7.370202155459192	shown	2.98	102.80999999999999	6	fmri	images_fmri/cake/cake_01b.jpg	104	1	238.0	3530.0	1.0	cake
364	15.0	0.4756080591836029	0.21515387709013029	5.707296710203234	shown	2.98	107.28	6	fmri	images_fmri/camcorder/camcorder_01b.jpg	106	1	245.0	3627.0	1.0	camcorder
365	44.0	0.6531732185779392	0.12129361588096985	7.83807862293527	shown	2.98	111.75	6	fmri	images_fmri/dragonfly/dragonfly_01b.jpg	214	1	515.0	7468.0	1.0	dragonfly
366	29.0	0.5990406369016165	0.11878755659241978	7.188487642819397	shown	2.98	116.22	6	fmri	images_fmri/seagull/seagull_01b.jpg	549	1	1396.0	19823.0	1.0	seagull
367	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	shown	2.98	120.69	6	fmri	images_fmri/bean/bean_01b.jpg	41	1	103.0	1544.0	1.0	bean
368	30.0	0.6210694346655496	0.15390106778068727	7.452833215986596	shown	2.98	125.16	6	fmri	images_fmri/chocolate/chocolate_01b.jpg	146	1	339.0	4892.0	1.0	chocolate
369	9.0	0.48582485363144756	0.15778332472270554	5.829898243577371	shown	2.98	129.63	6	fmri	images_fmri/revolver/revolver_01s.jpg	520	1	1305.0	18574.0	1.0	revolver
370	12.0	0.5734993653912625	0.16560554956662904	6.88199238469515	shown	2.98	134.1	6	fmri	images_fmri/kimono/kimono_01b.jpg	345	1	874.0	12507.0	1.0	kimono
371	18.0	0.49565157467350907	0.16673925406555712	5.947818896082109	shown	2.98	138.57	6	fmri	images_fmri/graffiti/graffiti_01b.jpg	279	1	698.0	9989.0	1.0	graffiti
372	50.0	0.48017442367059254	0.07929858244516198	5.762093084047111	shown	2.98	143.04	6	fmri	images_fmri/chest2/chest2_01b.jpg	139	1	321.0	4655.0	1.0	chest2
373	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	shown	2.98	147.51	6	fmri	images_fmri/hedgehog/hedgehog_01b.jpg	311	1	775.0	11084.0	1.0	hedgehog
374	6.0	0.5019481023563057	0.159047445198165	6.023377228275669	shown	2.98	151.98	6	fmri	images_fmri/blimp/blimp_01b.jpg	62	1	140.0	2129.0	1.0	blimp
375	47.0	0.6716144918244505	0.09711321596284524	8.059373901893407	shown	2.98	156.45	6	fmri	images_fmri/egg_roll/egg_roll_01b.jpg	227	1	548.0	7950.0	1.0	egg_roll
376	4.0	0.7325061036154414	0.09609683104365696	8.790073243385297	shown	2.98	160.92	6	fmri	images_fmri/artichoke/artichoke_01b.jpg	18	1	40.0	553.0	1.0	artichoke
377	53.0	0.5893448066370127	0.18472143646436573	7.072137679644152	shown	2.98	165.39	6	fmri	images_fmri/crowbar/crowbar_01b.jpg	186	1	448.0	6483.0	1.0	crowbar
378	19.0	0.47530465616767087	0.1500570324572626	5.703655874012051	shown	2.98	169.85999999999999	6	fmri	images_fmri/key/key_01b.jpg	344	1	870.0	12441.0	1.0	key
379	37.0	0.4537441712745089	0.12470779550278355	5.4449300552941065	shown	2.98	174.32999999999998	6	fmri	images_fmri/footprint/footprint_01b.jpg	258	1	633.0	9128.0	1.0	footprint
380	45.0	0.5654608410806392	0.0851031898378719	6.7855300929676705	shown	2.98	178.79999999999998	6	fmri	images_fmri/pumpkin/pumpkin_01b.jpg	501	1	1254.0	17853.0	1.0	pumpkin
381	17.0	0.5625983150140085	0.23202650652351947	6.751179780168101	shown	2.98	183.26999999999998	6	fmri	images_fmri/camera2/camera2_01b.jpg	109	1	249.0	3678.0	1.0	camera2
382	42.0	0.6387487598673315	0.1274464149901487	7.664985118407978	shown	2.98	187.73999999999998	6	fmri	images_fmri/rabbit/rabbit_01b.jpg	505	1	1266.0	18037.0	1.0	rabbit
383	33.0	0.647882284576511	0.1676932632936123	7.774587414918132	shown	2.98	192.20999999999998	6	fmri	images_fmri/meatball/meatball_01b.jpg	395	1	990.0	14096.0	1.0	meatball
384	41.0	0.5316491190148812	0.11602088960211651	6.379789428178574	shown	2.98	196.67999999999998	6	fmri	images_fmri/floss/floss_01b.jpg	252	1	618.0	8913.0	1.0	floss
385	26.0	0.6546846341837957	0.09969804804403634	7.856215610205549	shown	2.98	201.14999999999998	6	fmri	images_fmri/lasagna/lasagna_01b.jpg	355	1	899.0	12865.0	1.0	lasagna
386	14.0	0.44265796072980873	0.12092289646631306	5.311895528757705	shown	2.98	205.61999999999998	6	fmri	images_fmri/bungee/bungee_01b.jpg	95	1	222.0	3317.0	1.0	bungee
387	22.0	0.3125853954785793	0.1018402863579925	3.751024745742951	shown	2.98	210.08999999999997	6	fmri	images_fmri/truck/truck_01b.jpg	669	1	1721.0	24260.0	1.0	truck
388	52.0	0.5558050656438148	0.1417745660804578	6.669660787725777	shown	2.98	214.56	6	fmri	images_fmri/football_helmet/football_helmet_01b.jpg	256	1	631.0	9100.0	1.0	football_helmet
389	16.0	0.48218456342536964	0.14018478049582234	5.786214761104436	shown	2.98	219.03	6	fmri	images_fmri/headphones/headphones_01b.jpg	309	1	767.0	10981.0	1.0	headphones
390	21.0	0.6285596051142441	0.22186248181319257	7.54271526137093	shown	2.98	223.5	6	fmri	images_fmri/man/man_01b.jpg	381	1	964.0	13738.0	1.0	man
391	49.0	0.639832557863826	0.10855396729469713	7.677990694365912	shown	2.98	227.97	6	fmri	images_fmri/hammock/hammock_01b.jpg	301	1	743.0	10643.0	1.0	hammock
392	10.0	0.442848752363489	0.11447951425452813	5.314185028361868	shown	2.98	232.44	6	fmri	images_fmri/mast/mast_01b.jpg	391	1	982.0	13992.0	1.0	mast
393	48.0	0.583108245347851	0.14627735375755926	6.9972989441742115	shown	2.98	236.91	6	fmri	images_fmri/wallet/wallet_01b.jpg	690	1	1777.0	25047.0	1.0	wallet
394	0.0	0.5049493118202912	0.19720257732690513	35.34645182742039	shown	2.98	241.38	6	fmri	images_fmri/clarinet/clarinet_01b.jpg	149	1	351.0	5075.0	1.0	clarinet
395	28.0	0.5751881494952608	0.19291312495071802	6.9022577939431295	shown	2.98	245.85	6	fmri	images_fmri/sheep/sheep_01b.jpg	553	1	1415.0	20076.0	1.0	sheep
396	3.0	0.5441728003821131	0.13979620612500576	6.530073604585358	shown	2.98	250.32	6	fmri	images_fmri/blender/blender_01b.jpg	61	1	139.0	2115.0	1.0	blender
397	13.0	0.4658185702708275	0.16373351099004615	5.58982284324993	shown	2.98	254.79	6	fmri	images_fmri/shredder/shredder_01b.jpg	562	1	1438.0	20387.0	1.0	shredder
398	8.0	0.4728314749884115	0.16645075926343308	33.57103472417722	neg	4.0	0.0	6	fmri	images_fmri/jam/jam_01b.jpg	332	1	840.0	12005.0	1.0	jam
399	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	pos	4.0	5.0	6	fmri	images_fmri/hedgehog/hedgehog_01b.jpg	311	1	775.0	11084.0	1.0	hedgehog
400	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	pos	4.0	10.0	6	fmri	images_fmri/cannon/cannon_01b.jpg	115	1	261.0	3833.0	1.0	cannon
401	6.0	0.568179933654498	0.13907939156208182	40.34077528946936	neg	4.0	15.0	6	fmri	images_fmri/acorn/acorn_01b.jpg	1	1	4.0	43.0	1.0	acorn
402	4.0	0.5758814828376426	0.1294933594927729	40.887585281472624	neg	4.0	20.0	6	fmri	images_fmri/screwdriver/screwdriver_01s.jpg	547	1	1392.0	19755.0	1.0	screwdriver
403	7.0	0.6860828072385712	0.09588129385811706	48.71187931393855	neg	4.0	25.0	6	fmri	images_fmri/pastry/pastry_01b.jpg	449	1	1125.0	16017.0	1.0	pastry
404	0.0	0.5049493118202912	0.19720257732690513	35.34645182742039	pos	4.0	30.0	6	fmri	images_fmri/clarinet/clarinet_01b.jpg	149	1	351.0	5075.0	1.0	clarinet
405	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	pos	4.0	35.0	6	fmri	images_fmri/magnifying_glass/magnifying_glass_01b.jpg	379	1	959.0	13662.0	1.0	magnifying_glass
406	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	pos	4.0	40.0	6	fmri	images_fmri/bean/bean_01b.jpg	41	1	103.0	1544.0	1.0	bean
407	1.0	0.44660411921964216	0.12547957730616027	31.708892464594594	neg	4.0	45.0	6	fmri	images_fmri/doormat/doormat_01b.jpg	212	1	512.0	7415.0	1.0	doormat
408	9.0	0.611240579613621	0.11529468522089781	7.3348869553634515	shown	2.98	0.0	7	fmri	images_fmri/earwig/earwig_01b.jpg	224	1	542.0	7864.0	1.0	earwig
409	18.0	0.3926018607554877	0.16108620649052643	4.711222329065852	shown	2.98	4.47	7	fmri	images_fmri/barrel/barrel_01b.jpg	35	1	77.0	1136.0	1.0	barrel
410	43.0	0.579680404042899	0.1396342754988504	6.956164848514788	shown	2.98	8.94	7	fmri	images_fmri/corkscrew/corkscrew_01b.jpg	171	1	412.0	5915.0	1.0	corkscrew
411	21.0	0.5281738821098857	0.11675774744379279	6.338086585318629	shown	2.98	13.41	7	fmri	images_fmri/dolly/dolly_01s.jpg	208	1	502.0	7248.0	1.0	dolly
412	41.0	0.5285828557910734	0.10996384663623454	6.342994269492881	shown	2.98	17.88	7	fmri	images_fmri/clipboard/clipboard_01b.jpg	151	1	356.0	5148.0	1.0	clipboard
413	33.0	0.5758807248306296	0.10444163643105131	6.9105686979675545	shown	2.98	22.349999999999998	7	fmri	images_fmri/mousetrap/mousetrap_01b.jpg	413	1	1030.0	14679.0	1.0	mousetrap
414	4.0	0.5758814828376426	0.1294933594927729	40.887585281472624	shown	2.98	26.82	7	fmri	images_fmri/drawer/drawer_01b.jpg	216	1	517.0	7501.0	1.0	drawer
415	45.0	0.620898314499635	0.14099342478886773	7.450779773995619	shown	2.98	31.29	7	fmri	images_fmri/earring/earring_01b.jpg	223	1	541.0	7848.0	1.0	earring
416	6.0	0.5696224189235775	0.19247622515092774	6.8354690270829295	shown	2.98	35.76	7	fmri	images_fmri/rifle/rifle_01s.jpg	525	1	1312.0	18672.0	1.0	rifle
417	39.0	0.5824165962810216	0.10454756017670853	6.988999155372259	shown	2.98	40.23	7	fmri	images_fmri/pacifier/pacifier_01s.jpg	436	1	1094.0	15573.0	1.0	pacifier
418	24.0	0.7013444810942522	0.13432277783494656	8.416133773131026	shown	2.98	44.699999999999996	7	fmri	images_fmri/papaya/papaya_01b.jpg	444	1	1112.0	15817.0	1.0	papaya
419	36.0	0.5272275144427132	0.151670652938022	6.3267301733125585	shown	2.98	49.169999999999995	7	fmri	images_fmri/plastic_film/plastic_film_01b.jpg	474	1	1197.0	17012.0	1.0	plastic_film
420	17.0	0.4032401503741634	0.1506664563549486	4.838881804489961	shown	2.98	53.64	7	fmri	images_fmri/mask/mask_01b.jpg	390	1	981.0	13977.0	1.0	mask
421	7.0	0.4070742385764385	0.14829042510088714	4.884890862917262	shown	2.98	58.11	7	fmri	images_fmri/emerald/emerald_01b.jpg	232	1	556.0	8055.0	1.0	emerald
422	0.0	0.2175162006680351	0.0934956067304974	2.392678207348386	shown	2.98	62.58	7	fmri	images_fmri/book/book_01b.jpg	71	1	166.0	2526.0	1.0	book
423	10.0	0.6727137328487008	0.1510202534202123	8.07256479418441	shown	2.98	67.05	7	fmri	images_fmri/coleslaw/coleslaw_01b.jpg	161	1	387.0	5566.0	1.0	coleslaw
424	16.0	0.38252357582598356	0.1532259482303039	4.590282909911803	shown	2.98	71.52	7	fmri	images_fmri/crank/crank_01b.jpg	178	1	433.0	6250.0	1.0	crank
425	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	shown	2.98	75.99	7	fmri	images_fmri/walrus/walrus_01b.jpg	693	1	1780.0	25090.0	1.0	walrus
426	31.0	0.4664426227972401	0.16397062808730853	5.597311473566881	shown	2.98	80.46	7	fmri	images_fmri/chess_piece/chess_piece_01b.jpg	137	1	318.0	4616.0	1.0	chess_piece
427	28.0	0.5232020961338886	0.13571208697778392	6.278425153606663	shown	2.98	84.92999999999999	7	fmri	images_fmri/wooden_leg/wooden_leg_01b.jpg	714	1	1835.0	25833.0	1.0	wooden_leg
428	46.0	0.4510595796284344	0.15829919147265853	5.412714955541213	shown	2.98	89.39999999999999	7	fmri	images_fmri/wheelchair/wheelchair_01b.jpg	704	1	1809.0	25476.0	1.0	wheelchair
429	48.0	0.6119540957304835	0.1231759754306583	7.343449148765802	shown	2.98	93.86999999999999	7	fmri	images_fmri/bamboo/bamboo_01b.jpg	29	1	63.0	932.0	1.0	bamboo
