	cluster	avg_dist	std_dist	sum_dist	condition	duration	onset	run	type	image_path	category_nr	exemplar_nr	things_category_nr	things_image_nr	things_exemplar_nr	category_name
430	35.0	0.5477727539594128	0.12682069097463475	6.573273047512954	shown	2.98	98.33999999999999	7	fmri	images_fmri/dishwasher/dishwasher_01b.jpg	204	1	492.0	7113.0	1.0	dishwasher
431	8.0	0.5074101068378091	0.14494442937535354	6.088921282053708	shown	2.98	102.80999999999999	7	fmri	images_fmri/steamroller/steamroller_01b.jpg	602	1	1546.0	21839.0	1.0	steamroller
432	30.0	0.5229441317923662	0.17662199359152397	6.2753295815083945	shown	2.98	107.28	7	fmri	images_fmri/hula_hoop/hula_hoop_01b.jpg	325	1	811.0	11594.0	1.0	hula_hoop
433	53.0	0.5668694586100088	0.14009362187419358	6.802433503320105	shown	2.98	111.75	7	fmri	images_fmri/pom-pom/pom-pom_01b.jpg	484	1	1219.0	17341.0	1.0	pom-pom
434	6.0	0.568179933654498	0.13907939156208182	40.34077528946936	shown	2.98	116.22	7	fmri	images_fmri/petal/petal_01b.jpg	460	1	1159.0	16486.0	1.0	petal
435	25.0	0.5842057946350985	0.10994685318413606	7.010469535621182	shown	2.98	120.69	7	fmri	images_fmri/mosquito/mosquito_01b.jpg	408	1	1021.0	14541.0	1.0	mosquito
436	20.0	0.5396547999811224	0.1371515392868886	6.4758575997734695	shown	2.98	125.16	7	fmri	images_fmri/pretzel/pretzel_01b.jpg	496	1	1240.0	17636.0	1.0	pretzel
437	19.0	0.4950876729076945	0.19232899895138136	5.941052074892334	shown	2.98	129.63	7	fmri	images_fmri/joystick/joystick_01b.jpg	337	1	853.0	12200.0	1.0	joystick
438	29.0	0.5994702698160822	0.2120321971504724	7.193643237792986	shown	2.98	134.1	7	fmri	images_fmri/sunroof/sunroof_01b.jpg	615	1	1587.0	22408.0	1.0	sunroof
439	5.0	0.3811600153853432	0.1107158159100541	4.573920184624119	shown	2.98	138.57	7	fmri	images_fmri/bracket/bracket_01b.jpg	81	1	190.0	2877.0	1.0	bracket
440	4.0	0.631891621581646	0.14787122994080173	7.582699458979752	shown	2.98	143.04	7	fmri	images_fmri/grape/grape_01b.jpg	283	1	703.0	10068.0	1.0	grape
441	32.0	0.5754790363465739	0.18133199887953344	6.905748436158887	shown	2.98	147.51	7	fmri	images_fmri/kangaroo/kangaroo_01b.jpg	340	1	863.0	12333.0	1.0	kangaroo
442	47.0	0.6730754720179806	0.15922183595361497	8.076905664215767	shown	2.98	151.98	7	fmri	images_fmri/pumpkin/pumpkin_01b.jpg	501	1	1254.0	17853.0	1.0	pumpkin
443	42.0	0.5422924154836354	0.13172947692997122	6.507508985803624	shown	2.98	156.45	7	fmri	images_fmri/wand/wand_01s.jpg	694	1	1781.0	25104.0	1.0	wand
444	14.0	0.491870846129219	0.1327550566709607	5.902450153550628	shown	2.98	160.92	7	fmri	images_fmri/guardrail/guardrail_01b.jpg	293	1	721.0	10336.0	1.0	guardrail
445	3.0	0.5608542579361203	0.17727997691979516	6.730251095233444	shown	2.98	165.39	7	fmri	images_fmri/coverall/coverall_01b.jpg	175	1	426.0	6136.0	1.0	coverall
446	52.0	0.5549956448380375	0.11060896237677903	6.6599477380564505	shown	2.98	169.85999999999999	7	fmri	images_fmri/vase/vase_01b.jpg	682	1	1754.0	24711.0	1.0	vase
447	50.0	0.6100116780916628	0.08292165152701553	7.320140137099953	shown	2.98	174.32999999999998	7	fmri	images_fmri/coffee_pot/coffee_pot_01s.jpg	158	1	381.0	5484.0	1.0	coffee_pot
448	12.0	0.4629987279752772	0.21055075923165817	5.555984735703326	shown	2.98	178.79999999999998	7	fmri	images_fmri/parachute/parachute_01b.jpg	447	1	1119.0	15908.0	1.0	parachute
449	15.0	0.4574388659998219	0.17875934360882031	5.489266391997863	shown	2.98	183.26999999999998	7	fmri	images_fmri/blind/blind_01b.jpg	63	1	141.0	2141.0	1.0	blind
450	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	shown	2.98	187.73999999999998	7	fmri	images_fmri/ship/ship_01b.jpg	556	1	1422.0	20167.0	1.0	ship
451	40.0	0.5981711425406968	0.15311824243078423	7.178053710488362	shown	2.98	192.20999999999998	7	fmri	images_fmri/wrench/wrench_01b.jpg	717	1	1842.0	25928.0	1.0	wrench
452	23.0	0.703513360935029	0.11804344841243841	8.442160331220348	shown	2.98	196.67999999999998	7	fmri	images_fmri/leopard/leopard_01b.jpg	363	1	918.0	13120.0	1.0	leopard
453	1.0	0.6113221146147365	0.17132682359797832	7.335865375376838	shown	2.98	201.14999999999998	7	fmri	images_fmri/guacamole/guacamole_01b.jpg	292	1	720.0	10311.0	1.0	guacamole
454	13.0	0.46840338211680993	0.17064498230324152	5.620840585401719	shown	2.98	205.61999999999998	7	fmri	images_fmri/camcorder/camcorder_01b.jpg	106	1	245.0	3627.0	1.0	camcorder
455	7.0	0.6860828072385712	0.09588129385811706	48.71187931393855	shown	2.98	210.08999999999997	7	fmri	images_fmri/tortilla/tortilla_01b.jpg	655	1	1688.0	23814.0	1.0	tortilla
456	44.0	0.5321589810875403	0.12026495243214205	6.3859077730504845	shown	2.98	214.56	7	fmri	images_fmri/rug/rug_01b.jpg	533	1	1341.0	19068.0	1.0	rug
457	49.0	0.6581438307504031	0.14915176807091918	7.897725969004837	shown	2.98	219.03	7	fmri	images_fmri/lemonade/lemonade_01b.jpg	362	1	916.0	13092.0	1.0	lemonade
458	11.0	0.72941431218899	0.09199364094057465	8.75297174626788	shown	2.98	223.5	7	fmri	images_fmri/artichoke/artichoke_01b.jpg	18	1	40.0	553.0	1.0	artichoke
459	22.0	0.6867303525249194	0.10043754182954207	8.240764230299034	shown	2.98	227.97	7	fmri	images_fmri/porcupine/porcupine_01b.jpg	488	1	1227.0	17453.0	1.0	porcupine
460	26.0	0.667812344064337	0.14778947077914503	8.013748128772043	shown	2.98	232.44	7	fmri	images_fmri/scone/scone_01b.jpg	544	1	1381.0	19609.0	1.0	scone
461	51.0	0.5306913624202235	0.07438700361069511	6.368296349042682	shown	2.98	236.91	7	fmri	images_fmri/thimble/thimble_01b.jpg	640	1	1650.0	23298.0	1.0	thimble
462	37.0	0.44502465838926747	0.11910386212089936	5.34029590067121	shown	2.98	241.38	7	fmri	images_fmri/thermometer/thermometer_01b.jpg	637	1	1647.0	23253.0	1.0	thermometer
463	27.0	0.6446808083259069	0.12712167634486177	7.736169699910883	shown	2.98	245.85	7	fmri	images_fmri/goat/goat_01b.jpg	276	1	685.0	9802.0	1.0	goat
464	2.0	0.607702763971312	0.20240563159967967	7.2924331676557435	shown	2.98	250.32	7	fmri	images_fmri/microscope/microscope_01b.jpg	398	1	1000.0	14234.0	1.0	microscope
465	38.0	0.5444734230623819	0.09963595355914737	6.533681076748582	shown	2.98	254.79	7	fmri	images_fmri/tongs/tongs_01s.jpg	651	1	1675.0	23642.0	1.0	tongs
466	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	pos	4.0	0.0	7	fmri	images_fmri/ship/ship_01b.jpg	556	1	1422.0	20167.0	1.0	ship
467	7.0	0.6860828072385712	0.09588129385811706	48.71187931393855	pos	4.0	5.0	7	fmri	images_fmri/tortilla/tortilla_01b.jpg	655	1	1688.0	23814.0	1.0	tortilla
468	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	pos	4.0	10.0	7	fmri	images_fmri/walrus/walrus_01b.jpg	693	1	1780.0	25090.0	1.0	walrus
469	0.0	0.5049493118202912	0.19720257732690513	35.34645182742039	neg	4.0	15.0	7	fmri	images_fmri/guitar/guitar_01b.jpg	295	1	724.0	10382.0	1.0	guitar
470	1.0	0.44660411921964216	0.12547957730616027	31.708892464594594	neg	4.0	20.0	7	fmri	images_fmri/squeegee/squeegee_01b.jpg	594	1	1528.0	21594.0	1.0	squeegee
471	6.0	0.568179933654498	0.13907939156208182	40.34077528946936	pos	4.0	25.0	7	fmri	images_fmri/petal/petal_01b.jpg	460	1	1159.0	16486.0	1.0	petal
472	8.0	0.4728314749884115	0.16645075926343308	33.57103472417722	neg	4.0	30.0	7	fmri	images_fmri/razor/razor_01b.jpg	515	1	1291.0	18370.0	1.0	razor
473	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	neg	4.0	35.0	7	fmri	images_fmri/blackberry/blackberry_01b.jpg	58	1	136.0	2076.0	1.0	blackberry
474	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	neg	4.0	40.0	7	fmri	images_fmri/chin/chin_01b.jpg	142	1	331.0	4782.0	1.0	chin
475	4.0	0.5758814828376426	0.1294933594927729	40.887585281472624	pos	4.0	45.0	7	fmri	images_fmri/drawer/drawer_01b.jpg	216	1	517.0	7501.0	1.0	drawer
476	34.0	0.6221635118779338	0.12241449794497584	7.465962142535206	shown	2.98	0.0	8	fmri	images_fmri/platypus/platypus_01b.jpg	476	1	1199.0	17038.0	1.0	platypus
477	43.0	0.5481630277283568	0.12948701743537738	6.577956332740282	shown	2.98	4.47	8	fmri	images_fmri/cane/cane_01s.jpg	114	1	259.0	3806.0	1.0	cane
478	25.0	0.6467765770694155	0.1665365745798596	7.7613189248329855	shown	2.98	8.94	8	fmri	images_fmri/cinnamon/cinnamon_01b.jpg	148	1	349.0	5047.0	1.0	cinnamon
479	45.0	0.6064269054144094	0.11552221810089329	7.277122864972912	shown	2.98	13.41	8	fmri	images_fmri/spatula/spatula_01b.jpg	587	1	1509.0	21337.0	1.0	spatula
480	1.0	0.44660411921964216	0.12547957730616027	31.708892464594594	shown	2.98	17.88	8	fmri	images_fmri/punching_bag/punching_bag_01b.jpg	503	1	1257.0	17902.0	1.0	punching_bag
481	29.0	0.6681725020629293	0.07616696287494337	8.018070024755152	shown	2.98	22.349999999999998	8	fmri	images_fmri/hippopotamus/hippopotamus_01b.jpg	316	1	782.0	11184.0	1.0	hippopotamus
482	26.0	0.6028215610675792	0.12636478122785988	7.233858732810951	shown	2.98	26.82	8	fmri	images_fmri/scorpion/scorpion_01b.jpg	546	1	1385.0	19664.0	1.0	scorpion
483	7.0	0.38347782104386313	0.18752657515749288	4.601733852526357	shown	2.98	31.29	8	fmri	images_fmri/television/television_01b.jpg	635	1	1642.0	23176.0	1.0	television
484	42.0	0.5967135201540916	0.11541501375933444	7.1605622418490995	shown	2.98	35.76	8	fmri	images_fmri/bed/bed_01b.jpg	44	1	109.0	1645.0	1.0	bed
485	36.0	0.574162542598542	0.1128067189492778	6.889950511182504	shown	2.98	40.23	8	fmri	images_fmri/rug/rug_01b.jpg	533	1	1341.0	19068.0	1.0	rug
486	40.0	0.46737907413375557	0.1764680680878165	5.608548889605067	shown	2.98	44.699999999999996	8	fmri	images_fmri/crank/crank_01b.jpg	178	1	433.0	6250.0	1.0	crank
487	52.0	0.5224058301510468	0.2313798009537665	6.268869961812562	shown	2.98	49.169999999999995	8	fmri	images_fmri/mosquito/mosquito_01b.jpg	408	1	1021.0	14541.0	1.0	mosquito
488	19.0	0.5676261032234559	0.2224830707383254	6.81151323868147	shown	2.98	53.64	8	fmri	images_fmri/airbag/airbag_01b.jpg	2	1	8.0	98.0	1.0	airbag
489	49.0	0.5461200740606935	0.09419375927446944	6.553440888728322	shown	2.98	58.11	8	fmri	images_fmri/cufflink/cufflink_01b.jpg	191	1	459.0	6638.0	1.0	cufflink
490	41.0	0.6157208040144253	0.15921846919829477	7.388649648173104	shown	2.98	62.58	8	fmri	images_fmri/shirt/shirt_01s.jpg	557	1	1423.0	20180.0	1.0	shirt
491	10.0	0.7300101650540087	0.1316426390433643	8.760121980648105	shown	2.98	67.05	8	fmri	images_fmri/okra/okra_01b.jpg	430	1	1075.0	15281.0	1.0	okra
492	9.0	0.6266434837013938	0.1433080755093472	7.519721804416725	shown	2.98	71.52	8	fmri	images_fmri/rat/rat_01b.jpg	513	1	1286.0	18301.0	1.0	rat
493	48.0	0.5158139584102398	0.15275933488264645	6.189767500922877	shown	2.98	75.99	8	fmri	images_fmri/chest1/chest1_01b.jpg	138	1	320.0	4641.0	1.0	chest1
494	50.0	0.5151807157041516	0.1443637299283676	6.182168588449819	shown	2.98	80.46	8	fmri	images_fmri/gravestone/gravestone_01b.jpg	288	1	711.0	10195.0	1.0	gravestone
495	0.0	0.44882985762899313	0.15519387569299253	4.937128433918924	shown	2.98	84.92999999999999	8	fmri	images_fmri/ukulele/ukulele_01b.jpg	676	1	1743.0	24562.0	1.0	ukulele
496	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	shown	2.98	89.39999999999999	8	fmri	images_fmri/mosquito_net/mosquito_net_01b.jpg	409	1	1022.0	14560.0	1.0	mosquito_net
497	33.0	0.5883003245501672	0.14434484150847562	7.059603894602007	shown	2.98	93.86999999999999	8	fmri	images_fmri/beer/beer_01s.jpg	46	1	114.0	1735.0	1.0	beer
498	31.0	0.5505877997950291	0.09164102444748429	6.607053597540349	shown	2.98	98.33999999999999	8	fmri	images_fmri/roll/roll_01b.jpg	530	1	1324.0	18834.0	1.0	roll
499	13.0	0.7042109452764339	0.1995399403674563	8.450531343317207	shown	2.98	102.80999999999999	8	fmri	images_fmri/avocado/avocado_01b.jpg	21	1	44.0	604.0	1.0	avocado
500	51.0	0.5671812511742037	0.21798459212413956	6.806175014090445	shown	2.98	107.28	8	fmri	images_fmri/credit_card/credit_card_01b.jpg	182	1	439.0	6339.0	1.0	credit_card
501	39.0	0.45678012957251973	0.14649234154476293	5.481361554870237	shown	2.98	111.75	8	fmri	images_fmri/dress/dress_01b.jpg	217	1	519.0	7527.0	1.0	dress
502	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	shown	2.98	116.22	8	fmri	images_fmri/pig/pig_01b.jpg	465	1	1171.0	16661.0	1.0	pig
503	15.0	0.5581214215616296	0.12540064477979262	6.6974570587395545	shown	2.98	120.69	8	fmri	images_fmri/stove1/stove1_01b.jpg	606	1	1564.0	22083.0	1.0	stove1
504	16.0	0.5368385163190915	0.12272805761512577	6.442062195829099	shown	2.98	125.16	8	fmri	images_fmri/forklift/forklift_01b.jpg	260	1	636.0	9167.0	1.0	forklift
505	27.0	0.652240359720141	0.13557165481835026	7.826884316641693	shown	2.98	129.63	8	fmri	images_fmri/pickle/pickle_01b.jpg	463	1	1168.0	16611.0	1.0	pickle
506	38.0	0.5763018754431465	0.19584543132919063	6.915622505317757	shown	2.98	134.1	8	fmri	images_fmri/mousse/mousse_01b.jpg	414	1	1031.0	14697.0	1.0	mousse
507	28.0	0.6461056999377612	0.11460041988277188	7.753268399253135	shown	2.98	138.57	8	fmri	images_fmri/toucan/toucan_01b.jpg	656	1	1691.0	23854.0	1.0	toucan
508	11.0	0.568669449319127	0.08772927546088578	6.8240333918295235	shown	2.98	143.04	8	fmri	images_fmri/toilet_paper/toilet_paper_01b.jpg	649	1	1672.0	23594.0	1.0	toilet_paper
509	6.0	0.42212904185814243	0.1750354688965044	5.065548502297709	shown	2.98	147.51	8	fmri	images_fmri/calculator/calculator_01b.jpg	105	1	241.0	3571.0	1.0	calculator
510	22.0	0.40725933395606756	0.1718335042348678	4.887112007472811	shown	2.98	151.98	8	fmri	images_fmri/stamp2/stamp2_01b.jpg	598	1	1537.0	21718.0	1.0	stamp2
511	32.0	0.6507673117417391	0.12714162786334224	7.8092077409008684	shown	2.98	156.45	8	fmri	images_fmri/ferret/ferret_01b.jpg	241	1	579.0	8372.0	1.0	ferret
512	2.0	0.5673972104825058	0.21036058663833748	6.80876652579007	shown	2.98	160.92	8	fmri	images_fmri/airplane/airplane_01b.jpg	4	1	11.0	150.0	1.0	airplane
513	0.0	0.5049493118202912	0.19720257732690513	35.34645182742039	shown	2.98	165.39	8	fmri	images_fmri/compass/compass_01b.jpg	163	1	393.0	5650.0	1.0	compass
514	3.0	0.2868872028790648	0.10956018427866639	3.4426464345487773	shown	2.98	169.85999999999999	8	fmri	images_fmri/anchor/anchor_01b.jpg	9	1	22.0	306.0	1.0	anchor
515	4.0	0.5887552474050949	0.15978172431484045	7.065062968861138	shown	2.98	174.32999999999998	8	fmri	images_fmri/fireworks/fireworks_01b.jpg	247	1	599.0	8650.0	1.0	fireworks
516	30.0	0.6480617385968696	0.10156689384734112	7.776740863162434	shown	2.98	178.79999999999998	8	fmri	images_fmri/grits/grits_01s.jpg	290	1	718.0	10287.0	1.0	grits
517	5.0	0.4001342475788739	0.10178905115375317	4.801610970946487	shown	2.98	183.26999999999998	8	fmri	images_fmri/face/face_01b.jpg	237	1	570.0	8244.0	1.0	face
518	23.0	0.44467675014903	0.14377741286196313	5.33612100178836	shown	2.98	187.73999999999998	8	fmri	images_fmri/chess_piece/chess_piece_01b.jpg	137	1	318.0	4616.0	1.0	chess_piece
519	37.0	0.553455600755397	0.14058574060446147	6.641467209064764	shown	2.98	192.20999999999998	8	fmri	images_fmri/bag/bag_01b.jpg	25	1	55.0	796.0	1.0	bag
520	20.0	0.5739576875098172	0.17382080293856633	6.887492250117806	shown	2.98	196.67999999999998	8	fmri	images_fmri/anklet/anklet_01b.jpg	10	1	24.0	332.0	1.0	anklet
521	44.0	0.4939572448164871	0.09028264073545983	5.927486937797846	shown	2.98	201.14999999999998	8	fmri	images_fmri/manhole/manhole_01b.jpg	385	1	968.0	13793.0	1.0	manhole
522	24.0	0.41158332168501727	0.17982000186092978	4.938999860220207	shown	2.98	205.61999999999998	8	fmri	images_fmri/canoe/canoe_01b.jpg	116	1	263.0	3861.0	1.0	canoe
523	17.0	0.6671445820314666	0.12883402562149493	8.0057349843776	shown	2.98	210.08999999999997	8	fmri	images_fmri/donut/donut_01b.jpg	211	1	506.0	7310.0	1.0	donut
524	8.0	0.5144772959801013	0.08791571047662852	6.173727551761215	shown	2.98	214.56	8	fmri	images_fmri/fig/fig_01b.jpg	243	1	582.0	8419.0	1.0	fig
525	47.0	0.3917201616422925	0.1489026764931047	4.70064193970751	shown	2.98	219.03	8	fmri	images_fmri/ladder/ladder_01b.jpg	350	1	887.0	12694.0	1.0	ladder
526	46.0	0.4926090029152162	0.11930758673406033	5.911308034982595	shown	2.98	223.5	8	fmri	images_fmri/tumbleweed/tumbleweed_01b.jpg	671	1	1728.0	24353.0	1.0	tumbleweed
527	35.0	0.5309627362412509	0.12008597902567117	6.37155283489501	shown	2.98	227.97	8	fmri	images_fmri/needle/needle_01s.jpg	421	1	1056.0	15029.0	1.0	needle
528	12.0	0.6210077360745293	0.16723892319898995	7.452092832894351	shown	2.98	232.44	8	fmri	images_fmri/telescope/telescope_01b.jpg	634	1	1641.0	23163.0	1.0	telescope
529	21.0	0.48107038411710445	0.13978946957221192	5.7728446094052535	shown	2.98	236.91	8	fmri	images_fmri/spout/spout_01b.jpg	592	1	1521.0	21498.0	1.0	spout
530	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	shown	2.98	241.38	8	fmri	images_fmri/sunroof/sunroof_01b.jpg	615	1	1587.0	22408.0	1.0	sunroof
531	18.0	0.4092343398965154	0.15731696632771774	4.910812078758185	shown	2.98	245.85	8	fmri	images_fmri/retainer/retainer_01b.jpg	519	1	1304.0	18562.0	1.0	retainer
532	1.0	0.5322152879959522	0.12906863832051413	6.386583455951426	shown	2.98	250.32	8	fmri	images_fmri/aluminum_foil/aluminum_foil_01b.jpg	8	1	18.0	250.0	1.0	aluminum_foil
533	14.0	0.6349048935245118	0.07895609994050051	7.618858722294142	shown	2.98	254.79	8	fmri	images_fmri/fern/fern_01b.jpg	240	1	578.0	8360.0	1.0	fern
534	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	neg	4.0	0.0	8	fmri	images_fmri/guardrail/guardrail_01b.jpg	293	1	721.0	10336.0	1.0	guardrail
535	4.0	0.5758814828376426	0.1294933594927729	40.887585281472624	neg	4.0	5.0	8	fmri	images_fmri/umbrella/umbrella_01b.jpg	677	1	1744.0	24577.0	1.0	umbrella
536	1.0	0.44660411921964216	0.12547957730616027	31.708892464594594	pos	4.0	10.0	8	fmri	images_fmri/punching_bag/punching_bag_01b.jpg	503	1	1257.0	17902.0	1.0	punching_bag
537	5.0	0.5605416085351339	0.14142863205329329	39.79845420599451	pos	4.0	15.0	8	fmri	images_fmri/mosquito_net/mosquito_net_01b.jpg	409	1	1022.0	14560.0	1.0	mosquito_net
538	0.0	0.5049493118202912	0.19720257732690513	35.34645182742039	pos	4.0	20.0	8	fmri	images_fmri/compass/compass_01b.jpg	163	1	393.0	5650.0	1.0	compass
539	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	pos	4.0	25.0	8	fmri	images_fmri/pig/pig_01b.jpg	465	1	1171.0	16661.0	1.0	pig
540	7.0	0.6860828072385712	0.09588129385811706	48.71187931393855	neg	4.0	30.0	8	fmri	images_fmri/pizza/pizza_01b.jpg	473	1	1193.0	16960.0	1.0	pizza
541	8.0	0.4728314749884115	0.16645075926343308	33.57103472417722	neg	4.0	35.0	8	fmri	images_fmri/speaker/speaker_01s.jpg	588	1	1510.0	21350.0	1.0	speaker
542	3.0	0.5878390442771181	0.16265642795532825	41.73657214367538	pos	4.0	40.0	8	fmri	images_fmri/sunroof/sunroof_01b.jpg	615	1	1587.0	22408.0	1.0	sunroof
543	6.0	0.568179933654498	0.13907939156208182	40.34077528946936	neg	4.0	45.0	8	fmri	images_fmri/kettle/kettle_01b.jpg	343	1	869.0	12426.0	1.0	kettle
544	6.0	0.7064732582030996	0.1406936669173169	7.771205840234096	shown	2.98	0.0	9	fmri	images_fmri/cucumber/cucumber_01b.jpg	190	1	458.0	6622.0	1.0	cucumber
545	23.0	0.49568899771923347	0.168327035266165	5.452578974911568	shown	2.98	4.47	9	fmri	images_fmri/fireworks/fireworks_01b.jpg	247	1	599.0	8650.0	1.0	fireworks
546	41.0	0.5888714373054315	0.10454617786914726	6.477585810359746	shown	2.98	8.94	9	fmri	images_fmri/cherry/cherry_01b.jpg	136	1	317.0	4604.0	1.0	cherry
547	53.0	0.5788412715290346	0.13676797443916178	6.367253986819382	shown	2.98	13.41	9	fmri	images_fmri/lightbulb/lightbulb_01b.jpg	366	1	928.0	13249.0	1.0	lightbulb
548	4.0	0.4068054778297104	0.12033736484220214	4.4748602561268145	shown	2.98	17.88	9	fmri	images_fmri/gearshift/gearshift_01b.jpg	269	1	669.0	9585.0	1.0	gearshift
549	35.0	0.5391837287747917	0.1800355432245093	5.931021016522709	shown	2.98	22.349999999999998	9	fmri	images_fmri/coat/coat_01b.jpg	154	1	370.0	5336.0	1.0	coat
550	9.0	0.6351449187249016	0.15977335919467697	45.095289229468015	shown	2.98	26.82	9	fmri	images_fmri/lime/lime_01b.jpg	367	1	931.0	13291.0	1.0	lime
551	13.0	0.67607904306006	0.2858223241431537	7.436869473660659	shown	2.98	31.29	9	fmri	images_fmri/car/car_01b.jpg	118	1	268.0	3940.0	1.0	car
552	52.0	0.6144695161224795	0.1448824914299671	6.759164677347274	shown	2.98	35.76	9	fmri	images_fmri/wire_cutters/wire_cutters_01b.jpg	711	1	1830.0	25769.0	1.0	wire_cutters
553	14.0	0.4189848739797762	0.10391232242362293	4.608833613777538	shown	2.98	40.23	9	fmri	images_fmri/thermometer/thermometer_01b.jpg	637	1	1647.0	23253.0	1.0	thermometer
554	1.0	0.38354505533928834	0.12107558653865365	4.218995608732172	shown	2.98	44.699999999999996	9	fmri	images_fmri/whip/whip_01b.jpg	705	1	1810.0	25488.0	1.0	whip
555	17.0	0.6222006938994019	0.19928085522104613	6.844207632893421	shown	2.98	49.169999999999995	9	fmri	images_fmri/eyepiece/eyepiece_01s.jpg	236	1	569.0	8232.0	1.0	eyepiece
556	29.0	0.5957238971108206	0.17639368288689444	6.552962868219026	shown	2.98	53.64	9	fmri	images_fmri/kangaroo/kangaroo_01b.jpg	340	1	863.0	12333.0	1.0	kangaroo
557	30.0	0.5321096596493402	0.1471181057208	5.853206256142742	shown	2.98	58.11	9	fmri	images_fmri/wheelbarrow/wheelbarrow_01b.jpg	703	1	1808.0	25464.0	1.0	wheelbarrow
558	9.0	0.6013742464308023	0.16580399709226462	6.615116710738825	shown	2.98	62.58	9	fmri	images_fmri/cotton_candy/cotton_candy_01b.jpg	173	1	422.0	6064.0	1.0	cotton_candy
559	7.0	0.6860828072385712	0.09588129385811706	48.71187931393855	shown	2.98	67.05	9	fmri	images_fmri/marshmallow/marshmallow_01b.jpg	388	1	978.0	13934.0	1.0	marshmallow
560	24.0	0.5129260837865858	0.17045594293138264	5.642186921652444	shown	2.98	71.52	9	fmri	images_fmri/lock/lock_01b.jpg	375	1	941.0	13430.0	1.0	lock
561	15.0	0.43932978322503663	0.14769080054428133	4.832627615475403	shown	2.98	75.99	9	fmri	images_fmri/anvil/anvil_01b.jpg	15	1	29.0	392.0	1.0	anvil
562	43.0	0.5703936304997881	0.10597923581976679	6.2743299354976685	shown	2.98	80.46	9	fmri	images_fmri/tray/tray_01s.jpg	664	1	1706.0	24060.0	1.0	tray
563	34.0	0.5852859712597908	0.06352279968258134	6.438145683857699	shown	2.98	84.92999999999999	9	fmri	images_fmri/nest/nest_01b.jpg	422	1	1057.0	15041.0	1.0	nest
564	28.0	0.5223949315509836	0.11929449715340931	5.7463442470608195	shown	2.98	89.39999999999999	9	fmri	images_fmri/racket/racket_01b.jpg	507	1	1271.0	18103.0	1.0	racket
565	55.0	0.5731008607554783	0.10153114473078953	6.304109468310261	shown	2.98	93.86999999999999	9	fmri	images_fmri/hairbrush/hairbrush_01b.jpg	297	1	735.0	10536.0	1.0	hairbrush
566	46.0	0.6688658860724569	0.060400796202760634	7.357524746797026	shown	2.98	98.33999999999999	9	fmri	images_fmri/coleslaw/coleslaw_01b.jpg	161	1	387.0	5566.0	1.0	coleslaw
567	11.0	0.4978563600615121	0.23062969093940594	5.476419960676633	shown	2.98	102.80999999999999	9	fmri	images_fmri/computer/computer_01b.jpg	164	1	395.0	5678.0	1.0	computer
568	54.0	0.527406478418299	0.09346912152324399	5.801471262601289	shown	2.98	107.28	9	fmri	images_fmri/shaving_cream/shaving_cream_01b.jpg	552	1	1411.0	20024.0	1.0	shaving_cream
569	0.0	0.6925698183804049	0.13493741549523017	6.925698183804049	shown	2.98	111.75	9	fmri	images_fmri/deer/deer_01b.jpg	197	1	477.0	6897.0	1.0	deer
570	20.0	0.5073075527409822	0.19121671934460507	5.580383080150804	shown	2.98	116.22	9	fmri	images_fmri/canoe/canoe_01b.jpg	116	1	263.0	3861.0	1.0	canoe
571	12.0	0.5234234753539028	0.1610735828074878	5.7576582288929306	shown	2.98	120.69	9	fmri	images_fmri/hay/hay_01b.jpg	307	1	762.0	10909.0	1.0	hay
572	39.0	0.5850316454248765	0.09666739836723497	6.435348099673641	shown	2.98	125.16	9	fmri	images_fmri/waffle_iron/waffle_iron_01b.jpg	687	1	1772.0	24979.0	1.0	waffle_iron
573	2.0	0.6237828543581344	0.12332715570624951	44.28858265942754	shown	2.98	129.63	9	fmri	images_fmri/tadpole/tadpole_01b.jpg	627	1	1615.0	22801.0	1.0	tadpole
574	27.0	0.6387822260888565	0.16915067194412128	7.026604486977422	shown	2.98	134.1	9	fmri	images_fmri/cat/cat_01b.jpg	124	1	285.0	4162.0	1.0	cat
575	10.0	0.4183864164820367	0.1302337276912485	4.602250581302404	shown	2.98	138.57	9	fmri	images_fmri/lectern/lectern_01b.jpg	357	1	909.0	12998.0	1.0	lectern
576	18.0	0.36546951899426117	0.06992705341715125	4.020164708936873	shown	2.98	143.04	9	fmri	images_fmri/gravestone/gravestone_01b.jpg	288	1	711.0	10195.0	1.0	gravestone
577	56.0	0.541314642930407	0.15946838774223937	5.954461072234477	shown	2.98	147.51	9	fmri	images_fmri/wallet/wallet_01b.jpg	690	1	1777.0	25047.0	1.0	wallet
