	cluster	avg_dist	std_dist	sum_dist	condition	duration	pause	onset	run	type	image_path	category_nr	exemplar_nr	things_category_nr	things_image_nr	things_exemplar_nr	category_name
0	11	0.5679593694292581	0.23335594676424995	6.247553063721839	shown	2.98	1.4899999999999998	2.98	1	fmri	images_fmri/airbag/airbag_01b.jpg	2	1	8.0	98.0	1.0	airbag
1	32	0.6665388768850645	0.1333026088837342	7.33192764573571	shown	2.98	1.4899999999999998	7.449999999999999	1	fmri	images_fmri/pie/pie_01b.jpg	464	1	1169.0	16627.0	1.0	pie
2	12	0.59002844117226	0.16234814936409286	6.490312852894861	shown	2.98	1.4899999999999998	11.92	1	fmri	images_fmri/golf_cart/golf_cart_01b.jpg	277	1	690.0	9871.0	1.0	golf_cart
3	7	0.5296157519128997	0.1377290074688759	5.825773271041896	shown	2.98	1.4899999999999998	16.39	1	fmri	images_fmri/yo-yo/yo-yo_01s.jpg	718	1	1848.0	26006.0	1.0	yo-yo
4	41	0.5292731246594209	0.18509019283271136	5.82200437125363	shown	2.98	1.4899999999999998	20.86	1	fmri	images_fmri/bolt/bolt_01b.jpg	70	1	160.0	2439.0	1.0	bolt
5	24	0.5287587749235044	0.20351205085658	5.816346524158549	shown	2.98	1.4899999999999998	25.33	1	fmri	images_fmri/blind/blind_01b.jpg	63	1	141.0	2141.0	1.0	blind
6	5	0.4339038857854423	0.11581763434517282	4.772942743639866	shown	2.98	1.4899999999999998	29.8	1	fmri	images_fmri/fence/fence_01b.jpg	239	1	576.0	8322.0	1.0	fence
7	34	0.6658187331151896	0.14326935920184303	7.324006064267085	shown	2.98	1.4899999999999998	34.269999999999996	1	fmri	images_fmri/llama/llama_01b.jpg	373	1	939.0	13405.0	1.0	llama
8	49	0.6166555722813128	0.134566102818076	6.783211295094442	shown	2.98	1.4899999999999998	38.739999999999995	1	fmri	images_fmri/cranberry/cranberry_01b.jpg	177	1	431.0	6218.0	1.0	cranberry
9	53	0.6602081591587147	0.13916149092164867	7.262289750745861	shown	2.98	1.4899999999999998	43.209999999999994	1	fmri	images_fmri/bee/bee_01b.jpg	45	1	112.0	1695.0	1.0	bee
10	4	0.5758814828376426	0.1294933594927729	40.887585281472624	shown	2.98	1.4899999999999998	47.67999999999999	1	fmri	images_fmri/paperclip/paperclip_01s.jpg	446	1	1117.0	15883.0	1.0	paperclip
11	44	0.561888727962046	0.12659810774975364	6.180776007582507	shown	2.98	1.4899999999999998	52.14999999999999	1	fmri	images_fmri/refrigerator/refrigerator_01b.jpg	518	1	1301.0	18517.0	1.0	refrigerator
12	14	0.7163666575088435	0.18989428967156421	7.880033232597279	shown	2.98	1.4899999999999998	56.62	1	fmri	images_fmri/tomato/tomato_01b.jpg	650	1	1673.0	23614.0	1.0	tomato
13	45	0.5358646914372373	0.1279843105105865	5.89451160580961	shown	2.98	1.4899999999999998	61.089999999999996	1	fmri	images_fmri/bucket/bucket_01b.jpg	90	1	210.0	3153.0	1.0	bucket
14	20	0.45156528281395636	0.12814948674523396	4.96721811095352	shown	2.98	1.4899999999999998	65.56	1	fmri	images_fmri/robot/robot_01b.jpg	528	1	1319.0	18764.0	1.0	robot
15	29	0.7047714808698472	0.14852882779311327	7.752486289568319	shown	2.98	1.4899999999999998	70.03	1	fmri	images_fmri/pineapple/pineapple_01b.jpg	469	1	1183.0	16829.0	1.0	pineapple
16	16	0.5101053647590907	0.2069858026390322	5.611159012349998	shown	2.98	1.4899999999999998	74.5	1	fmri	images_fmri/marijuana/marijuana_01b.jpg	387	1	975.0	13895.0	1.0	marijuana
