	cluster	avg_dist	std_dist	sum_dist	condition	duration	pause	onset	run	type	image_path	category_nr	exemplar_nr	things_category_nr	things_image_nr	things_exemplar_nr	category_name
0	53	0.6015837734324316	0.1432116004284998	6.617421507756748	shown	2.98	1.4899999999999998	2.98	1	fmri	images_fmri/shrimp/shrimp_10s.jpg	563	10	1439.0	20410.0	10.0	shrimp
1	6	0.5712828661365768	0.10985081634643531	6.284111527502344	shown	2.98	1.4899999999999998	7.449999999999999	1	fmri	images_fmri/waffle_iron/waffle_iron_10s.jpg	687	10	1772.0	24988.0	10.0	waffle_iron
2	13	0.3903974571914857	0.13487355822446215	4.294372029106343	shown	2.98	1.4899999999999998	11.92	1	fmri	images_fmri/bracket/bracket_10s.jpg	81	10	190.0	2886.0	10.0	bracket
3	3	0.594548606827001	0.11610883003976424	6.540034675097011	shown	2.98	1.4899999999999998	16.39	1	fmri	images_fmri/crystal1/crystal1_10s.jpg	189	10	455.0	6578.0	10.0	crystal1
4	24	0.3648614203680405	0.1351124150547979	4.0134756240484455	shown	2.98	1.4899999999999998	20.86	1	fmri	images_fmri/defibrillator/defibrillator_10s.jpg	198	10	478.0	6920.0	10.0	defibrillator
5	22	0.6216787638527005	0.17635024695239404	6.838466402379705	shown	2.98	1.4899999999999998	25.33	1	fmri	images_fmri/pencil_sharpener/pencil_sharpener_10s.jpg	457	10	1144.0	16278.0	10.0	pencil_sharpener
6	23	0.4036896587532167	0.08071199064490288	4.440586246285384	shown	2.98	1.4899999999999998	29.8	1	fmri	images_fmri/coin/coin_10s.jpg	160	10	386.0	5560.0	10.0	coin
7	26	0.5482965059424534	0.17258802407680424	6.031261565366988	shown	2.98	1.4899999999999998	34.269999999999996	1	fmri	images_fmri/bib/bib_10n.jpg	51	10	123.0	1880.0	10.0	bib
8	28	0.549580045263352	0.23015417256726403	6.045380497896872	shown	2.98	1.4899999999999998	38.739999999999995	1	fmri	images_fmri/computer_screen/computer_screen_10s.jpg	165	10	396.0	5699.0	10.0	computer_screen
9	2	0.6237828543581344	0.12332715570624951	44.28858265942754	shown	2.98	1.4899999999999998	43.209999999999994	1	fmri	images_fmri/earwig/earwig_10n.jpg	224	10	542.0	7873.0	10.0	earwig
10	2	0.4745246590071357	0.14505046614839961	5.219771249078493	shown	2.98	1.4899999999999998	47.67999999999999	1	fmri	images_fmri/sea_urchin/sea_urchin_10s.jpg	548	10	1394.0	19792.0	10.0	sea_urchin
11	39	0.44452140603983215	0.17953696493706195	4.889735466438154	shown	2.98	1.4899999999999998	52.14999999999999	1	fmri	images_fmri/squeegee/squeegee_10s.jpg	594	10	1528.0	21603.0	10.0	squeegee
12	10	0.5835546921040797	0.1070404616807648	6.4191016131448775	shown	2.98	1.4899999999999998	56.62	1	fmri	images_fmri/dishwasher/dishwasher_10n.jpg	204	10	492.0	7122.0	10.0	dishwasher
13	31	0.5400144316578069	0.15656273056514977	5.940158748235876	shown	2.98	1.4899999999999998	61.089999999999996	1	fmri	images_fmri/jack/jack_10s.jpg	331	10	836.0	11958.0	10.0	jack
14	1	0.23681403509934926	0.0694333062577901	2.604954386092842	shown	2.98	1.4899999999999998	65.56	1	fmri	images_fmri/filing_cabinet/filing_cabinet_10s.jpg	244	10	586.0	8476.0	10.0	filing_cabinet
15	27	0.423054356789378	0.10089610528118947	4.653597924683158	shown	2.98	1.4899999999999998	70.03	1	fmri	images_fmri/coffin/coffin_10s.jpg	159	10	384.0	5535.0	10.0	coffin
16	42	0.7111141552950925	0.16827972566487037	7.822255708246017	shown	2.98	1.4899999999999998	74.5	1	fmri	images_fmri/kale/kale_10s.jpg	339	10	861.0	12315.0	10.0	kale
17	51	0.7049983333406608	0.11213041072420298	7.754981666747268	shown	2.98	1.4899999999999998	78.97	1	fmri	images_fmri/peach/peach_10n.jpg	451	10	1130.0	16097.0	10.0	peach
18	37	0.5447390384693208	0.126480384534554	5.992129423162529	shown	2.98	1.4899999999999998	83.44	1	fmri	images_fmri/pocket/pocket_10s.jpg	480	10	1206.0	17140.0	10.0	pocket
19	5	0.5797785043240663	0.14636714650910848	6.377563547564729	shown	2.98	1.4899999999999998	87.91	1	fmri	images_fmri/lingerie/lingerie_10s.jpg	369	10	933.0	13329.0	10.0	lingerie
20	5	0.5605416085351339	0.14142863205329329	39.79845420599451	shown	2.98	1.4899999999999998	92.38	1	fmri	images_fmri/pinwheel/pinwheel_10s.jpg	471	10	1186.0	16875.0	10.0	pinwheel
21	36	0.5177744430498783	0.08075998203118501	5.695518873548661	shown	2.98	1.4899999999999998	96.85	1	fmri	images_fmri/paperclip/paperclip_10s.jpg	446	10	1117.0	15892.0	10.0	paperclip
22	7	0.5485139372558769	0.09264699656292802	6.033653309814646	shown	2.98	1.4899999999999998	101.32	1	fmri	images_fmri/whisk/whisk_10s.jpg	706	10	1812.0	25524.0	10.0	whisk
23	17	0.5845633886534004	0.1178447233255047	6.430197275187405	shown	2.98	1.4899999999999998	105.78999999999999	1	fmri	images_fmri/iceskate/iceskate_10s.jpg	326	10	824.0	11785.0	10.0	iceskate
24	9	0.6276220267224316	0.13369036188824995	6.903842293946748	shown	2.98	1.4899999999999998	110.26	1	fmri	images_fmri/muffin/muffin_10n.jpg	415	10	1036.0	14769.0	10.0	muffin
25	8	0.5642040779249818	0.1475381485488463	6.2062448571748	shown	2.98	1.4899999999999998	114.73	1	fmri	images_fmri/pecan/pecan_10s.jpg	454	10	1136.0	16176.0	10.0	pecan
26	49	0.7306496823421018	0.09694426432082495	8.03714650576312	shown	2.98	1.4899999999999998	119.2	1	fmri	images_fmri/asparagus/asparagus_10s.jpg	20	10	43.0	601.0	10.0	asparagus
27	19	0.4767731614359371	0.11661081372084416	5.244504775795308	shown	2.98	1.4899999999999998	123.67	1	fmri	images_fmri/nose/nose_10s.jpg	425	10	1064.0	15142.0	10.0	nose
28	11	0.5709371135495588	0.12991760651489886	6.280308249045146	shown	2.98	1.4899999999999998	128.14	1	fmri	images_fmri/hovercraft/hovercraft_10s.jpg	324	10	809.0	11572.0	10.0	hovercraft
29	50	0.5153690627694094	0.11708751353706258	5.669059690463503	shown	2.98	1.4899999999999998	132.60999999999999	1	fmri	images_fmri/boa/boa_10s.jpg	66	10	151.0	2309.0	10.0	boa
30	45	0.6309525829682946	0.06245632980804909	6.940478412651241	shown	2.98	1.4899999999999998	137.07999999999998	1	fmri	images_fmri/giraffe/giraffe_10s.jpg	271	10	676.0	9680.0	10.0	giraffe
31	7	0.6860828072385712	0.09588129385811706	48.71187931393855	shown	2.98	1.4899999999999998	141.54999999999998	1	fmri	images_fmri/oatmeal/oatmeal_10s.jpg	427	10	1070.0	15217.0	10.0	oatmeal
32	4	0.5433266510102833	0.1987955165816948	5.976593161113116	shown	2.98	1.4899999999999998	146.01999999999998	1	fmri	images_fmri/train/train_10n.jpg	661	10	1699.0	23977.0	10.0	train
