,frame_obj_1,frame_loc_1,frame_action_1,frame_obj_2,frame_loc_2,frame_action_2,frame_obj_3,frame_loc_3,frame_action_3,frame_obj_4,frame_loc_4,frame_action_4
111,140,1,9,975,1,9,140,1,True,140,2,False
112,140,1,9,975,1,9,140,2,False,140,2,False
113,140,1,9,975,2,9,140,1,False,140,2,False
114,140,1,9,975,2,9,140,2,True,140,2,False
115,140,1,9,975,1,9,973,1,True,140,2,False
116,140,1,9,975,1,9,973,2,False,140,2,False
117,140,1,9,975,2,9,973,1,False,140,2,False
118,140,1,9,975,2,9,973,2,True,140,2,False
119,140,1,9,975,1,9,974,1,True,140,2,False
120,140,1,9,975,1,9,974,2,False,140,2,False
121,140,1,9,975,2,9,974,1,False,140,2,False
122,140,1,9,975,2,9,974,2,True,140,2,False
123,140,1,9,975,1,9,975,1,True,140,2,False
124,140,1,9,975,1,9,975,2,False,140,2,False
125,140,1,9,975,2,9,975,1,False,140,2,False
126,140,1,9,975,2,9,975,2,True,140,2,False
127,140,2,9,140,2,9,140,1,False,140,1,False
128,140,2,9,140,2,9,140,2,True,140,1,False
129,140,2,9,140,1,9,973,1,True,140,1,False
130,140,2,9,140,1,9,973,2,False,140,1,False
131,140,2,9,140,2,9,973,1,False,140,1,False
132,140,2,9,140,2,9,973,2,True,140,1,False
133,140,2,9,140,1,9,974,1,True,140,1,False
134,140,2,9,140,1,9,974,2,False,140,1,False
135,140,2,9,140,2,9,974,1,False,140,1,False
136,140,2,9,140,2,9,974,2,True,140,1,False
137,140,2,9,140,1,9,975,1,True,140,1,False
138,140,2,9,140,1,9,975,2,False,140,1,False
139,140,2,9,140,2,9,975,1,False,140,1,False
140,140,2,9,140,2,9,975,2,True,140,1,False
141,140,2,9,973,1,9,140,1,True,140,1,False
142,140,2,9,973,1,9,140,2,False,140,1,False
143,140,2,9,973,2,9,140,1,False,140,1,False
144,140,2,9,973,2,9,140,2,True,140,1,False
145,140,2,9,973,1,9,973,1,True,140,1,False
146,140,2,9,973,1,9,973,2,False,140,1,False
147,140,2,9,973,2,9,973,1,False,140,1,False
148,140,2,9,973,2,9,973,2,True,140,1,False
149,140,2,9,973,1,9,974,1,True,140,1,False
150,140,2,9,973,1,9,974,2,False,140,1,False
151,140,2,9,973,2,9,974,1,False,140,1,False
152,140,2,9,973,2,9,974,2,True,140,1,False
153,140,2,9,973,1,9,975,1,True,140,1,False
154,140,2,9,973,1,9,975,2,False,140,1,False
155,140,2,9,973,2,9,975,1,False,140,1,False
156,140,2,9,973,2,9,975,2,True,140,1,False
157,140,2,9,974,1,9,140,1,True,140,1,False
158,140,2,9,974,1,9,140,2,False,140,1,False
159,140,2,9,974,2,9,140,1,False,140,1,False
160,140,2,9,974,2,9,140,2,True,140,1,False
161,140,2,9,974,1,9,973,1,True,140,1,False
162,140,2,9,974,1,9,973,2,False,140,1,False
163,140,2,9,974,2,9,973,1,False,140,1,False
164,140,2,9,974,2,9,973,2,True,140,1,False
165,140,2,9,974,1,9,974,1,True,140,1,False
166,140,2,9,974,1,9,974,2,False,140,1,False
167,140,2,9,974,2,9,974,1,False,140,1,False
168,140,2,9,974,2,9,974,2,True,140,1,False
169,140,2,9,974,1,9,975,1,True,140,1,False
170,140,2,9,974,1,9,975,2,False,140,1,False
171,140,2,9,974,2,9,975,1,False,140,1,False
172,140,2,9,974,2,9,975,2,True,140,1,False
173,140,2,9,975,1,9,140,1,True,140,1,False
174,140,2,9,975,1,9,140,2,False,140,1,False
175,140,2,9,975,2,9,140,1,False,140,1,False
176,140,2,9,975,2,9,140,2,True,140,1,False
177,140,2,9,975,1,9,973,1,True,140,1,False
178,140,2,9,975,1,9,973,2,False,140,1,False
179,140,2,9,975,2,9,973,1,False,140,1,False
180,140,2,9,975,2,9,973,2,True,140,1,False
181,140,2,9,975,1,9,974,1,True,140,1,False
182,140,2,9,975,1,9,974,2,False,140,1,False
183,140,2,9,975,2,9,974,1,False,140,1,False
184,140,2,9,975,2,9,974,2,True,140,1,False
185,140,2,9,975,1,9,975,1,True,140,1,False
186,140,2,9,975,1,9,975,2,False,140,1,False
187,140,2,9,975,2,9,975,1,False,140,1,False
188,140,2,9,975,2,9,975,2,True,140,1,False
189,140,2,9,140,2,9,140,2,True,140,2,True
190,140,2,9,140,1,9,973,1,True,140,2,True
191,140,2,9,140,1,9,973,2,False,140,2,True
192,140,2,9,140,2,9,973,1,False,140,2,True
193,140,2,9,140,2,9,973,2,True,140,2,True
194,140,2,9,140,1,9,974,1,True,140,2,True
195,140,2,9,140,1,9,974,2,False,140,2,True
196,140,2,9,140,2,9,974,1,False,140,2,True
197,140,2,9,140,2,9,974,2,True,140,2,True
198,140,2,9,140,1,9,975,1,True,140,2,True
199,140,2,9,140,1,9,975,2,False,140,2,True
200,140,2,9,140,2,9,975,1,False,140,2,True
201,140,2,9,140,2,9,975,2,True,140,2,True
202,140,2,9,973,1,9,140,1,True,140,2,True
203,140,2,9,973,1,9,140,2,False,140,2,True
204,140,2,9,973,2,9,140,1,False,140,2,True
205,140,2,9,973,2,9,140,2,True,140,2,True
206,140,2,9,973,1,9,973,1,True,140,2,True
207,140,2,9,973,1,9,973,2,False,140,2,True
208,140,2,9,973,2,9,973,1,False,140,2,True
209,140,2,9,973,2,9,973,2,True,140,2,True
210,140,2,9,973,1,9,974,1,True,140,2,True
211,140,2,9,973,1,9,974,2,False,140,2,True
212,140,2,9,973,2,9,974,1,False,140,2,True
213,140,2,9,973,2,9,974,2,True,140,2,True
214,140,2,9,973,1,9,975,1,True,140,2,True
215,140,2,9,973,1,9,975,2,False,140,2,True
216,140,2,9,973,2,9,975,1,False,140,2,True
217,140,2,9,973,2,9,975,2,True,140,2,True
218,140,2,9,974,1,9,140,1,True,140,2,True
219,140,2,9,974,1,9,140,2,False,140,2,True
220,140,2,9,974,2,9,140,1,False,140,2,True
221,140,2,9,974,2,9,140,2,True,140,2,True
222,140,2,9,974,1,9,973,1,True,140,2,True
223,140,2,9,974,1,9,973,2,False,140,2,True
224,140,2,9,974,2,9,973,1,False,140,2,True
225,140,2,9,974,2,9,973,2,True,140,2,True
226,140,2,9,974,1,9,974,1,True,140,2,True
227,140,2,9,974,1,9,974,2,False,140,2,True
228,140,2,9,974,2,9,974,1,False,140,2,True
229,140,2,9,974,2,9,974,2,True,140,2,True
230,140,2,9,974,1,9,975,1,True,140,2,True
231,140,2,9,974,1,9,975,2,False,140,2,True
232,140,2,9,974,2,9,975,1,False,140,2,True
233,140,2,9,974,2,9,975,2,True,140,2,True
234,140,2,9,975,1,9,140,1,True,140,2,True
235,140,2,9,975,1,9,140,2,False,140,2,True
236,140,2,9,975,2,9,140,1,False,140,2,True
237,140,2,9,975,2,9,140,2,True,140,2,True
238,140,2,9,975,1,9,973,1,True,140,2,True
239,140,2,9,975,1,9,973,2,False,140,2,True
240,140,2,9,975,2,9,973,1,False,140,2,True
241,140,2,9,975,2,9,973,2,True,140,2,True
242,140,2,9,975,1,9,974,1,True,140,2,True
243,140,2,9,975,1,9,974,2,False,140,2,True
244,140,2,9,975,2,9,974,1,False,140,2,True
245,140,2,9,975,2,9,974,2,True,140,2,True
246,140,2,9,975,1,9,975,1,True,140,2,True
247,140,2,9,975,1,9,975,2,False,140,2,True
248,140,2,9,975,2,9,975,1,False,140,2,True
249,140,2,9,975,2,9,975,2,True,140,2,True
250,140,1,9,140,1,9,973,1,True,973,1,True
251,140,1,9,140,1,9,973,2,False,973,1,True
252,140,1,9,140,2,9,973,1,False,973,1,True
253,140,1,9,140,2,9,973,2,True,973,1,True
254,140,1,9,140,1,9,974,1,True,973,1,True
255,140,1,9,140,1,9,974,2,False,973,1,True
256,140,1,9,140,2,9,974,1,False,973,1,True
257,140,1,9,140,2,9,974,2,True,973,1,True
258,140,1,9,140,1,9,975,1,True,973,1,True
259,140,1,9,140,1,9,975,2,False,973,1,True
260,140,1,9,140,2,9,975,1,False,973,1,True
261,140,1,9,140,2,9,975,2,True,973,1,True
262,140,1,9,973,1,9,140,1,True,973,1,True
263,140,1,9,973,1,9,140,2,False,973,1,True
264,140,1,9,973,2,9,140,1,False,973,1,True
265,140,1,9,973,2,9,140,2,True,973,1,True
266,140,1,9,973,1,9,973,1,True,973,1,True
267,140,1,9,973,1,9,973,2,False,973,1,True
268,140,1,9,973,2,9,973,1,False,973,1,True
269,140,1,9,973,2,9,973,2,True,973,1,True
270,140,1,9,973,1,9,974,1,True,973,1,True
271,140,1,9,973,1,9,974,2,False,973,1,True
272,140,1,9,973,2,9,974,1,False,973,1,True
273,140,1,9,973,2,9,974,2,True,973,1,True
274,140,1,9,973,1,9,975,1,True,973,1,True
275,140,1,9,973,1,9,975,2,False,973,1,True
276,140,1,9,973,2,9,975,1,False,973,1,True
277,140,1,9,973,2,9,975,2,True,973,1,True
278,140,1,9,974,1,9,140,1,True,973,1,True
279,140,1,9,974,1,9,140,2,False,973,1,True
280,140,1,9,974,2,9,140,1,False,973,1,True
281,140,1,9,974,2,9,140,2,True,973,1,True
282,140,1,9,974,1,9,973,1,True,973,1,True
283,140,1,9,974,1,9,973,2,False,973,1,True
284,140,1,9,974,2,9,973,1,False,973,1,True
285,140,1,9,974,2,9,973,2,True,973,1,True
286,140,1,9,974,1,9,974,1,True,973,1,True
287,140,1,9,974,1,9,974,2,False,973,1,True
288,140,1,9,974,2,9,974,1,False,973,1,True
289,140,1,9,974,2,9,974,2,True,973,1,True
290,140,1,9,974,1,9,975,1,True,973,1,True
291,140,1,9,974,1,9,975,2,False,973,1,True
292,140,1,9,974,2,9,975,1,False,973,1,True
293,140,1,9,974,2,9,975,2,True,973,1,True
294,140,1,9,975,1,9,140,1,True,973,1,True
295,140,1,9,975,1,9,140,2,False,973,1,True
296,140,1,9,975,2,9,140,1,False,973,1,True
297,140,1,9,975,2,9,140,2,True,973,1,True
298,140,1,9,975,1,9,973,1,True,973,1,True
299,140,1,9,975,1,9,973,2,False,973,1,True
300,140,1,9,975,2,9,973,1,False,973,1,True
301,140,1,9,975,2,9,973,2,True,973,1,True
302,140,1,9,975,1,9,974,1,True,973,1,True
303,140,1,9,975,1,9,974,2,False,973,1,True
304,140,1,9,975,2,9,974,1,False,973,1,True
305,140,1,9,975,2,9,974,2,True,973,1,True
306,140,1,9,975,1,9,975,1,True,973,1,True
307,140,1,9,975,1,9,975,2,False,973,1,True
308,140,1,9,975,2,9,975,1,False,973,1,True
309,140,1,9,975,2,9,975,2,True,973,1,True
310,140,1,9,140,1,9,973,2,False,973,2,False
311,140,1,9,140,2,9,973,1,False,973,2,False
312,140,1,9,140,2,9,973,2,True,973,2,False
313,140,1,9,140,1,9,974,1,True,973,2,False
314,140,1,9,140,1,9,974,2,False,973,2,False
315,140,1,9,140,2,9,974,1,False,973,2,False
316,140,1,9,140,2,9,974,2,True,973,2,False
317,140,1,9,140,1,9,975,1,True,973,2,False
318,140,1,9,140,1,9,975,2,False,973,2,False
319,140,1,9,140,2,9,975,1,False,973,2,False
320,140,1,9,140,2,9,975,2,True,973,2,False
321,140,1,9,973,1,9,140,1,True,973,2,False
322,140,1,9,973,1,9,140,2,False,973,2,False
323,140,1,9,973,2,9,140,1,False,973,2,False
324,140,1,9,973,2,9,140,2,True,973,2,False
325,140,1,9,973,1,9,973,1,True,973,2,False
326,140,1,9,973,1,9,973,2,False,973,2,False
327,140,1,9,973,2,9,973,1,False,973,2,False
328,140,1,9,973,2,9,973,2,True,973,2,False
329,140,1,9,973,1,9,974,1,True,973,2,False
330,140,1,9,973,1,9,974,2,False,973,2,False
331,140,1,9,973,2,9,974,1,False,973,2,False
332,140,1,9,973,2,9,974,2,True,973,2,False
333,140,1,9,973,1,9,975,1,True,973,2,False
334,140,1,9,973,1,9,975,2,False,973,2,False
335,140,1,9,973,2,9,975,1,False,973,2,False
336,140,1,9,973,2,9,975,2,True,973,2,False
337,140,1,9,974,1,9,140,1,True,973,2,False
338,140,1,9,974,1,9,140,2,False,973,2,False
339,140,1,9,974,2,9,140,1,False,973,2,False
340,140,1,9,974,2,9,140,2,True,973,2,False
341,140,1,9,974,1,9,973,1,True,973,2,False
342,140,1,9,974,1,9,973,2,False,973,2,False
343,140,1,9,974,2,9,973,1,False,973,2,False
344,140,1,9,974,2,9,973,2,True,973,2,False
345,140,1,9,974,1,9,974,1,True,973,2,False
346,140,1,9,974,1,9,974,2,False,973,2,False
347,140,1,9,974,2,9,974,1,False,973,2,False
348,140,1,9,974,2,9,974,2,True,973,2,False
349,140,1,9,974,1,9,975,1,True,973,2,False
350,140,1,9,974,1,9,975,2,False,973,2,False
351,140,1,9,974,2,9,975,1,False,973,2,False
352,140,1,9,974,2,9,975,2,True,973,2,False
353,140,1,9,975,1,9,140,1,True,973,2,False
354,140,1,9,975,1,9,140,2,False,973,2,False
355,140,1,9,975,2,9,140,1,False,973,2,False
356,140,1,9,975,2,9,140,2,True,973,2,False
357,140,1,9,975,1,9,973,1,True,973,2,False
358,140,1,9,975,1,9,973,2,False,973,2,False
359,140,1,9,975,2,9,973,1,False,973,2,False
360,140,1,9,975,2,9,973,2,True,973,2,False
361,140,1,9,975,1,9,974,1,True,973,2,False
362,140,1,9,975,1,9,974,2,False,973,2,False
363,140,1,9,975,2,9,974,1,False,973,2,False
364,140,1,9,975,2,9,974,2,True,973,2,False
365,140,1,9,975,1,9,975,1,True,973,2,False
366,140,1,9,975,1,9,975,2,False,973,2,False
367,140,1,9,975,2,9,975,1,False,973,2,False
368,140,1,9,975,2,9,975,2,True,973,2,False
369,140,2,9,140,2,9,973,1,False,973,1,False
370,140,2,9,140,2,9,973,2,True,973,1,False
371,140,2,9,140,1,9,974,1,True,973,1,False
372,140,2,9,140,1,9,974,2,False,973,1,False
373,140,2,9,140,2,9,974,1,False,973,1,False
374,140,2,9,140,2,9,974,2,True,973,1,False
375,140,2,9,140,1,9,975,1,True,973,1,False
376,140,2,9,140,1,9,975,2,False,973,1,False
377,140,2,9,140,2,9,975,1,False,973,1,False
378,140,2,9,140,2,9,975,2,True,973,1,False
379,140,2,9,973,1,9,140,1,True,973,1,False
380,140,2,9,973,1,9,140,2,False,973,1,False
381,140,2,9,973,2,9,140,1,False,973,1,False
382,140,2,9,973,2,9,140,2,True,973,1,False
383,140,2,9,973,1,9,973,1,True,973,1,False
384,140,2,9,973,1,9,973,2,False,973,1,False
385,140,2,9,973,2,9,973,1,False,973,1,False
386,140,2,9,973,2,9,973,2,True,973,1,False
387,140,2,9,973,1,9,974,1,True,973,1,False
388,140,2,9,973,1,9,974,2,False,973,1,False
389,140,2,9,973,2,9,974,1,False,973,1,False
390,140,2,9,973,2,9,974,2,True,973,1,False
391,140,2,9,973,1,9,975,1,True,973,1,False
392,140,2,9,973,1,9,975,2,False,973,1,False
393,140,2,9,973,2,9,975,1,False,973,1,False
394,140,2,9,973,2,9,975,2,True,973,1,False
395,140,2,9,974,1,9,140,1,True,973,1,False
396,140,2,9,974,1,9,140,2,False,973,1,False
397,140,2,9,974,2,9,140,1,False,973,1,False
398,140,2,9,974,2,9,140,2,True,973,1,False
399,140,2,9,974,1,9,973,1,True,973,1,False
400,140,2,9,974,1,9,973,2,False,973,1,False
401,140,2,9,974,2,9,973,1,False,973,1,False
402,140,2,9,974,2,9,973,2,True,973,1,False
403,140,2,9,974,1,9,974,1,True,973,1,False
404,140,2,9,974,1,9,974,2,False,973,1,False
405,140,2,9,974,2,9,974,1,False,973,1,False
406,140,2,9,974,2,9,974,2,True,973,1,False
407,140,2,9,974,1,9,975,1,True,973,1,False
408,140,2,9,974,1,9,975,2,False,973,1,False
409,140,2,9,974,2,9,975,1,False,973,1,False
410,140,2,9,974,2,9,975,2,True,973,1,False
411,140,2,9,975,1,9,140,1,True,973,1,False
412,140,2,9,975,1,9,140,2,False,973,1,False
413,140,2,9,975,2,9,140,1,False,973,1,False
414,140,2,9,975,2,9,140,2,True,973,1,False
415,140,2,9,975,1,9,973,1,True,973,1,False
416,140,2,9,975,1,9,973,2,False,973,1,False
417,140,2,9,975,2,9,973,1,False,973,1,False
418,140,2,9,975,2,9,973,2,True,973,1,False
419,140,2,9,975,1,9,974,1,True,973,1,False
420,140,2,9,975,1,9,974,2,False,973,1,False
421,140,2,9,975,2,9,974,1,False,973,1,False
422,140,2,9,975,2,9,974,2,True,973,1,False
423,140,2,9,975,1,9,975,1,True,973,1,False
424,140,2,9,975,1,9,975,2,False,973,1,False
425,140,2,9,975,2,9,975,1,False,973,1,False
426,140,2,9,975,2,9,975,2,True,973,1,False
427,140,2,9,140,2,9,973,2,True,973,2,True
428,140,2,9,140,1,9,974,1,True,973,2,True
429,140,2,9,140,1,9,974,2,False,973,2,True
430,140,2,9,140,2,9,974,1,False,973,2,True
431,140,2,9,140,2,9,974,2,True,973,2,True
432,140,2,9,140,1,9,975,1,True,973,2,True
433,140,2,9,140,1,9,975,2,False,973,2,True
434,140,2,9,140,2,9,975,1,False,973,2,True
435,140,2,9,140,2,9,975,2,True,973,2,True
436,140,2,9,973,1,9,140,1,True,973,2,True
437,140,2,9,973,1,9,140,2,False,973,2,True
438,140,2,9,973,2,9,140,1,False,973,2,True
439,140,2,9,973,2,9,140,2,True,973,2,True
440,140,2,9,973,1,9,973,1,True,973,2,True
441,140,2,9,973,1,9,973,2,False,973,2,True
442,140,2,9,973,2,9,973,1,False,973,2,True
443,140,2,9,973,2,9,973,2,True,973,2,True
444,140,2,9,973,1,9,974,1,True,973,2,True
445,140,2,9,973,1,9,974,2,False,973,2,True
446,140,2,9,973,2,9,974,1,False,973,2,True
447,140,2,9,973,2,9,974,2,True,973,2,True
448,140,2,9,973,1,9,975,1,True,973,2,True
449,140,2,9,973,1,9,975,2,False,973,2,True
450,140,2,9,973,2,9,975,1,False,973,2,True
451,140,2,9,973,2,9,975,2,True,973,2,True
452,140,2,9,974,1,9,140,1,True,973,2,True
453,140,2,9,974,1,9,140,2,False,973,2,True
454,140,2,9,974,2,9,140,1,False,973,2,True
455,140,2,9,974,2,9,140,2,True,973,2,True
456,140,2,9,974,1,9,973,1,True,973,2,True
457,140,2,9,974,1,9,973,2,False,973,2,True
458,140,2,9,974,2,9,973,1,False,973,2,True
459,140,2,9,974,2,9,973,2,True,973,2,True
460,140,2,9,974,1,9,974,1,True,973,2,True
461,140,2,9,974,1,9,974,2,False,973,2,True
462,140,2,9,974,2,9,974,1,False,973,2,True
463,140,2,9,974,2,9,974,2,True,973,2,True
464,140,2,9,974,1,9,975,1,True,973,2,True
465,140,2,9,974,1,9,975,2,False,973,2,True
466,140,2,9,974,2,9,975,1,False,973,2,True
467,140,2,9,974,2,9,975,2,True,973,2,True
468,140,2,9,975,1,9,140,1,True,973,2,True
469,140,2,9,975,1,9,140,2,False,973,2,True
470,140,2,9,975,2,9,140,1,False,973,2,True
471,140,2,9,975,2,9,140,2,True,973,2,True
472,140,2,9,975,1,9,973,1,True,973,2,True
473,140,2,9,975,1,9,973,2,False,973,2,True
474,140,2,9,975,2,9,973,1,False,973,2,True
475,140,2,9,975,2,9,973,2,True,973,2,True
476,140,2,9,975,1,9,974,1,True,973,2,True
477,140,2,9,975,1,9,974,2,False,973,2,True
478,140,2,9,975,2,9,974,1,False,973,2,True
479,140,2,9,975,2,9,974,2,True,973,2,True
480,140,2,9,975,1,9,975,1,True,973,2,True
481,140,2,9,975,1,9,975,2,False,973,2,True
482,140,2,9,975,2,9,975,1,False,973,2,True
483,140,2,9,975,2,9,975,2,True,973,2,True
484,140,1,9,140,1,9,974,1,True,974,1,True
485,140,1,9,140,1,9,974,2,False,974,1,True
486,140,1,9,140,2,9,974,1,False,974,1,True
487,140,1,9,140,2,9,974,2,True,974,1,True
488,140,1,9,140,1,9,975,1,True,974,1,True
489,140,1,9,140,1,9,975,2,False,974,1,True
490,140,1,9,140,2,9,975,1,False,974,1,True
491,140,1,9,140,2,9,975,2,True,974,1,True
492,140,1,9,973,1,9,140,1,True,974,1,True
493,140,1,9,973,1,9,140,2,False,974,1,True
494,140,1,9,973,2,9,140,1,False,974,1,True
495,140,1,9,973,2,9,140,2,True,974,1,True
496,140,1,9,973,1,9,973,1,True,974,1,True
497,140,1,9,973,1,9,973,2,False,974,1,True
498,140,1,9,973,2,9,973,1,False,974,1,True
499,140,1,9,973,2,9,973,2,True,974,1,True
500,140,1,9,973,1,9,974,1,True,974,1,True
501,140,1,9,973,1,9,974,2,False,974,1,True
502,140,1,9,973,2,9,974,1,False,974,1,True
503,140,1,9,973,2,9,974,2,True,974,1,True
504,140,1,9,973,1,9,975,1,True,974,1,True
505,140,1,9,973,1,9,975,2,False,974,1,True
506,140,1,9,973,2,9,975,1,False,974,1,True
507,140,1,9,973,2,9,975,2,True,974,1,True
508,140,1,9,974,1,9,140,1,True,974,1,True
509,140,1,9,974,1,9,140,2,False,974,1,True
510,140,1,9,974,2,9,140,1,False,974,1,True
511,140,1,9,974,2,9,140,2,True,974,1,True
512,140,1,9,974,1,9,973,1,True,974,1,True
513,140,1,9,974,1,9,973,2,False,974,1,True
514,140,1,9,974,2,9,973,1,False,974,1,True
515,140,1,9,974,2,9,973,2,True,974,1,True
516,140,1,9,974,1,9,974,1,True,974,1,True
517,140,1,9,974,1,9,974,2,False,974,1,True
518,140,1,9,974,2,9,974,1,False,974,1,True
519,140,1,9,974,2,9,974,2,True,974,1,True
520,140,1,9,974,1,9,975,1,True,974,1,True
521,140,1,9,974,1,9,975,2,False,974,1,True
522,140,1,9,974,2,9,975,1,False,974,1,True
523,140,1,9,974,2,9,975,2,True,974,1,True
524,140,1,9,975,1,9,140,1,True,974,1,True
525,140,1,9,975,1,9,140,2,False,974,1,True
526,140,1,9,975,2,9,140,1,False,974,1,True
527,140,1,9,975,2,9,140,2,True,974,1,True
528,140,1,9,975,1,9,973,1,True,974,1,True
529,140,1,9,975,1,9,973,2,False,974,1,True
530,140,1,9,975,2,9,973,1,False,974,1,True
