,stim1,loc1,objmod1,stim2,loc2,objmod2,stim3,loc3,objmod3,stim4,loc4,objmod4,action1,action2
26,3,0,7,2,0,6,2,0,2,3,0,7,True,True
20,2,0,2,4,1,4,2,0,6,4,1,0,False,False
58,7,1,3,2,0,2,6,1,2,3,0,3,False,False
30,3,0,3,6,1,6,0,0,4,6,1,6,False,False
