,stim1,loc1,objmod1,stim2,loc2,objmod2,stim3,loc3,objmod3,stim4,loc4,objmod4,action1,action2
27,3,0,7,3,0,3,3,0,3,5,1,1,True,False
16,2,0,2,0,0,0,5,1,5,4,1,0,True,False
17,2,0,2,1,0,5,3,0,3,3,0,3,False,True
38,4,1,0,6,1,2,0,0,0,2,0,6,False,False
