Groupe	category	title	path	silence_duration	total_duration	onset
U	Synthetic	Shinobi_3_Return_Of_The_Ninja_Master_OST_Japonesque_(level_1_1)_silenced.wav	data/mutemusic/stimuli/Synthetic/Shinobi_3_Return_Of_The_Ninja_Master_OST_Japonesque_(level_1_1)_silenced.wav	11	44.0	
U	Synthetic	Street_Fighter_II_Champion_Edition_Arcade_Music_Guile_Theme_(CPS_1)_silenced.wav	data/mutemusic/stimuli/Synthetic/Street_Fighter_II_Champion_Edition_Arcade_Music_Guile_Theme_(CPS_1)_silenced.wav	14	55.0	
U	Lyrics	Cant_Live_With_You_Cant_Live_Without_You_silenced.wav	data/mutemusic/stimuli/Lyrics/Cant_Live_With_You_Cant_Live_Without_You_silenced.wav	15	60.0	
F	Orchestral	Another_Brick_In_The_Wall_(Part_1)_orchestral_silenced.wav	data/mutemusic/stimuli/Orchestral/Another_Brick_In_The_Wall_(Part_1)_orchestral_silenced.wav	11	45.0	
F	Synthetic	Super_Mario_Bros_(NES)_Music_Underground_Theme_silenced.wav	data/mutemusic/stimuli/Synthetic/Super_Mario_Bros_(NES)_Music_Underground_Theme_silenced.wav	12	49.0	
F	Orchestral	Back_To_The_Future_silenced.wav	data/mutemusic/stimuli/Orchestral/Back_To_The_Future_silenced.wav	12	48.0	
U	Orchestral	Body_and_soul_silenced.wav	data/mutemusic/stimuli/Orchestral/Body_and_soul_silenced.wav	15	59.0	
F	Lyrics	Another_Brick_In_The_Wall_(Part_1)_lyrics_silenced.wav	data/mutemusic/stimuli/Lyrics/Another_Brick_In_The_Wall_(Part_1)_lyrics_silenced.wav	15	60.0	
F	Synthetic	Super_Mario_Bros_3_Athletic_Theme_silenced.wav	data/mutemusic/stimuli/Synthetic/Super_Mario_Bros_3_Athletic_Theme_silenced.wav	12	50.0	
U	Synthetic	Celeste_Original_Soundtrack_03_Resurrections_silenced.wav	data/mutemusic/stimuli/Synthetic/Celeste_Original_Soundtrack_03_Resurrections_silenced.wav	12	50.0	
