word	format	onset	duration
+		86.0	14.0
+		100.0	0.1
REE		100.1	0.45
WRO		100.55	0.45
PURROTATE		101.0	0.45
FOLTED		101.45	0.45
FREIR		101.9	0.45
GOYON		102.35	0.45
ONIET		102.8	0.45
KNUNTY		103.25	0.45
YLPHS		103.7	0.45
TROR		104.15	0.45
REE		104.6	0.45
WOOR		105.05	0.45
:		105.5	0.5
+		106.0	0.1
BOME		106.1	0.45
DEET		106.55	0.45
ONK		107.0	0.45
BELLER		107.45	0.45
FOM		107.9	0.45
SUME		108.35	0.45
WOFT		108.8	0.45
FRON		109.25	0.45
EDY		109.7	0.45
FOGE		110.15	0.45
OY		110.6	0.45
DRONNER		111.05	0.45
:		111.5	0.5
+		112.0	0.1
SOTHPROT		112.1	0.45
SOLILIR		112.55	0.45
INGUFFIPOTIONS		113.0	0.45
HABS		113.45	0.45
BOUN		113.9	0.45
MOMP		114.35	0.45
CY		114.8	0.45
PUTICOL		115.25	0.45
USCICERS		115.7	0.45
EN		116.15	0.45
UNTER		116.6	0.45
ETEOS		117.05	0.45
:		117.5	0.5
+		118.0	0.1
SOMEONE		118.1	0.45
HAD		118.55	0.45
MOVED		119.0	0.45
BEYOND		119.45	0.45
THE		119.9	0.45
RANGE		120.35	0.45
OF		120.8	0.45
THE		121.25	0.45
LIGHT		121.7	0.45
FROM		122.15	0.45
THE		122.6	0.45
WINDOW		123.05	0.45
:		123.5	0.5
+		124.0	0.1
AND		124.1	0.45
THIS		124.55	0.45
WAS		125.0	0.45
BEFORE		125.45	0.45
HE		125.9	0.45
BEGAN		126.35	0.45
TO		126.8	0.45
PLAY		127.25	0.45
HIS		127.7	0.45
STARTLINGLY		128.15	0.45
BEAUTIFUL		128.6	0.45
JAZZ		129.05	0.45
:		129.5	0.5
+		130.0	0.1
IT		130.1	0.45
APPEARED		130.55	0.45
THAT		131.0	0.45
THE		131.45	0.45
THEORY		131.9	0.45
COULD		132.35	0.45
BE		132.8	0.45
SAVED		133.25	0.45
IN		133.7	0.45
ONE		134.15	0.45
WAY		134.6	0.45
ONLY		135.05	0.45
:		135.5	0.5
+		136.0	0.1
VISS		136.1	0.45
UCIPER		136.55	0.45
OS		137.0	0.45
SETHER		137.45	0.45
OY		137.9	0.45
FOVE		138.35	0.45
CHIGSHEN		138.8	0.45
OSE		139.25	0.45
WISM		139.7	0.45
OY		140.15	0.45
O		140.6	0.45
POWRITIST		141.05	0.45
:		141.5	0.5
+		142.0	0.1
QUOTHER		142.1	0.45
OM		142.55	0.45
VOT		143.0	0.45
WANTY		143.45	0.45
LOMS		143.9	0.45
HUS		144.35	0.45
JOW		144.8	0.45
WAM		145.25	0.45
VO		145.7	0.45
CONCUCT		146.15	0.45
OY		146.6	0.45
MONE		147.05	0.45
:		147.5	0.5
+		148.0	0.1
FOM		148.1	0.45
JUMS		148.55	0.45
OP		149.0	0.45
INSTONE		149.45	0.45
HU		149.9	0.45
PROUGHT		150.35	0.45
OY		150.8	0.45
OMMODING		151.25	0.45
RO		151.7	0.45
FREM		152.15	0.45
FOM		152.6	0.45
HERF		153.05	0.45
:		153.5	0.5
+		154.0	0.1
THE		154.1	0.45
PROBLEM		154.55	0.45
OF		155.0	0.45
SOLIDARITY		155.45	0.45
AND		155.9	0.45
MORALE		156.35	0.45
AGAIN		156.8	0.45
INVOLVES		157.25	0.45
THE		157.7	0.45
CONCEPT		158.15	0.45
OF		158.6	0.45
VALUES		159.05	0.45
:		159.5	0.5
+		160.0	0.1
I		160.1	0.45
CROSSED		160.55	0.45
THE		161.0	0.45
BEAUTIFULLY		161.45	0.45
FURNISHED		161.9	0.45
LIVING		162.35	0.45
ROOM		162.8	0.45
TO		163.25	0.45
THE		163.7	0.45
PALE		164.15	0.45
YELLOW		164.6	0.45
PHONE		165.05	0.45
:		165.5	0.5
+		166.0	0.1
NO		166.1	0.45
CLIENT		166.55	0.45
WOULD		167.0	0.45
EVER		167.45	0.45
THINK		167.9	0.45
OF		168.35	0.45
ASKING		168.8	0.45
HIM		169.25	0.45
TO		169.7	0.45
DO		170.15	0.45
SUCH		170.6	0.45
THINGS		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
THEN		186.1	0.45
HE		186.55	0.45
NOTICED		187.0	0.45
THAT		187.45	0.45
THE		187.9	0.45
DRY		188.35	0.45
WOOD		188.8	0.45
OF		189.25	0.45
THE		189.7	0.45
WHEELS		190.15	0.45
HAD		190.6	0.45
SWOLLEN		191.05	0.45
:		191.5	0.5
+		192.0	0.1
THE		192.1	0.45
HULL		192.55	0.45
WAS		193.0	0.45
ALSO		193.45	0.45
A		193.9	0.45
RESULT		194.35	0.45
OF		194.8	0.45
ALMOST		195.25	0.45
A		195.7	0.45
DECADE		196.15	0.45
OF		196.6	0.45
WORK		197.05	0.45
:		197.5	0.5
+		198.0	0.1
THE		198.1	0.45
RED		198.55	0.45
GLOW		199.0	0.45
FROM		199.45	0.45
THE		199.9	0.45
COVE		200.35	0.45
HAD		200.8	0.45
DIED		201.25	0.45
OUT		201.7	0.45
OF		202.15	0.45
THE		202.6	0.45
SKY		203.05	0.45
:		203.5	0.5
+		204.0	0.1
PONENDS		204.1	0.45
ONK		204.55	0.45
UPTIN		205.0	0.45
CONGORNED		205.45	0.45
FROT		205.9	0.45
OMPREGONTIC		206.35	0.45
IDTHIOSSES		206.8	0.45
MAK		207.25	0.45
COIRE		207.7	0.45
REETH		208.15	0.45
RO		208.6	0.45
DEBEY		209.05	0.45
:		209.5	0.5
+		210.0	0.1
E		210.1	0.45
GOL		210.55	0.45
O		211.0	0.45
WHICK		211.45	0.45
LOAK		211.9	0.45
ET		212.35	0.45
FREIR		212.8	0.45
FOPES		213.25	0.45
AR		213.7	0.45
DE		214.15	0.45
WEWS		214.6	0.45
POMS		215.05	0.45
:		215.5	0.5
+		216.0	0.1
PIFFURES		216.1	0.45
CAG		216.55	0.45
NE		217.0	0.45
LOZEN		217.45	0.45
EN		217.9	0.45
REE		218.35	0.45
PEMLIC		218.8	0.45
ETEOS		219.25	0.45
OSE		219.7	0.45
QUEN		220.15	0.45
OD		220.6	0.45
TEERS		221.05	0.45
:		221.5	0.5
+		222.0	0.1
SHE		222.1	0.45
BLEW		222.55	0.45
HER		223.0	0.45
NOSE		223.45	0.45
ON		223.9	0.45
A		224.35	0.45
TISSUE		224.8	0.45
AND		225.25	0.45
OPENED		225.7	0.45
THE		226.15	0.45
COKE		226.6	0.45
BOTTLE		227.05	0.45
:		227.5	0.5
+		228.0	0.1
IT		228.1	0.45
WAS		228.55	0.45
A		229.0	0.45
SIMPLE		229.45	0.45
IVORY		229.9	0.45
CRUCIFIX		230.35	0.45
WHICH		230.8	0.45
MY		231.25	0.45
MOTHER		231.7	0.45
HAD		232.15	0.45
GIVEN		232.6	0.45
ME		233.05	0.45
:		233.5	0.5
+		234.0	0.1
THEY		234.1	0.45
ADOPTED		234.55	0.45
A		235.0	0.45
PROGRAM		235.45	0.45
BY		235.9	0.45
WHICH		236.35	0.45
LOUISIANA		236.8	0.45
WAS		237.25	0.45
DIVIDED		237.7	0.45
INTO		238.15	0.45
FIVE		238.6	0.45
DISTRICTS		239.05	0.45
:		239.5	0.5
+		240.0	0.1
BELLER		240.1	0.45
SHOB		240.55	0.45
OT		241.0	0.45
RO		241.45	0.45
LIOTA		241.9	0.45
OSE		242.35	0.45
MEE		242.8	0.45
EF		243.25	0.45
HU		243.7	0.45
HUD		244.15	0.45
OCESTED		244.6	0.45
OTUBLING		245.05	0.45
:		245.5	0.5
+		246.0	0.1
TRORE		246.1	0.45
WAM		246.55	0.45
REE		247.0	0.45
REDUCETION		247.45	0.45
EN		247.9	0.45
LIGET		248.35	0.45
WHISS		248.8	0.45
DE		249.25	0.45
STEVEPSED		249.7	0.45
DOD		250.15	0.45
VOT		250.6	0.45
ECITS		251.05	0.45
:		251.5	0.5
+		252.0	0.1
CY		252.1	0.45
REE		252.55	0.45
TICE		253.0	0.45
HU		253.45	0.45
HUD		253.9	0.45
SMOLED		254.35	0.45
SQUEE		254.8	0.45
LEGORMETTES		255.25	0.45
HU		255.7	0.45
HUD		256.15	0.45
COYERS		256.6	0.45
DOIL		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
WRO		272.1	0.45
CHIRPLY		272.55	0.45
CONWRERKING		273.0	0.45
SPOWES		273.45	0.45
DESOGGED		273.9	0.45
FOM		274.35	0.45
PEMLIC		274.8	0.45
ENHEPMENT		275.25	0.45
ONK		275.7	0.45
NOY		276.15	0.45
OD		276.6	0.45
DISTREY		277.05	0.45
:		277.5	0.5
+		278.0	0.1
WHIKE		278.1	0.45
HOULE		278.55	0.45
HOGILCOTIVE		279.0	0.45
OYERS		279.45	0.45
DERE		279.9	0.45
STULL		280.35	0.45
CONVIDOTE		280.8	0.45
REE		281.25	0.45
BIGS		281.7	0.45
WOURN		282.15	0.45
PODE		282.6	0.45
INDECT		283.05	0.45
:		283.5	0.5
+		284.0	0.1
AIRE		284.1	0.45
PUCKED		284.55	0.45
UD		285.0	0.45
REE		285.45	0.45
TIMEL		285.9	0.45
CHE		286.35	0.45
WAM		286.8	0.45
HEDDING		287.25	0.45
FOM		287.7	0.45
REE		288.15	0.45
FOBBITOL		288.6	0.45
GOULD		289.05	0.45
:		289.5	0.5
+		290.0	0.1
THE		290.1	0.45
EXUBERANCE		290.55	0.45
ON		291.0	0.45
THIS		291.45	0.45
OCCASION		291.9	0.45
SET		292.35	0.45
A		292.8	0.45
STANDARD		293.25	0.45
FOR		293.7	0.45
SUBSEQUENT		294.15	0.45
DARTMOUTH		294.6	0.45
GATHERINGS		295.05	0.45
:		295.5	0.5
+		296.0	0.1
THIS		296.1	0.45
IS		296.55	0.45
A		297.0	0.45
SIGNIFICANT		297.45	0.45
ADVANCE		297.9	0.45
BUT		298.35	0.45
ITS		298.8	0.45
IMPORTANCE		299.25	0.45
SHOULD		299.7	0.45
NOT		300.15	0.45
BE		300.6	0.45
EXAGGERATED		301.05	0.45
:		301.5	0.5
+		302.0	0.1
IN		302.1	0.45
THIS		302.55	0.45
WAY		303.0	0.45
YOU		303.45	0.45
WILL		303.9	0.45
BE		304.35	0.45
ABLE		304.8	0.45
TO		305.25	0.45
DETECT		305.7	0.45
ANY		306.15	0.45
OBVIOUS		306.6	0.45
MISTAKES		307.05	0.45
:		307.5	0.5
+		308.0	0.1
WHOLE		308.1	0.45
FAMILIES		308.55	0.45
ARE		309.0	0.45
MOVING		309.45	0.45
AND		309.9	0.45
REMOVAL		310.35	0.45
FIRMS		310.8	0.45
ARE		311.25	0.45
BOOKED		311.7	0.45
FOR		312.15	0.45
MONTHS		312.6	0.45
AHEAD		313.05	0.45
:		313.5	0.5
+		314.0	0.1
THE		314.1	0.45
CONTINUING		314.55	0.45
MODERNIZATION		315.0	0.45
OF		315.45	0.45
THESE		315.9	0.45
FORCES		316.35	0.45
IS		316.8	0.45
A		317.25	0.45
COSTLY		317.7	0.45
BUT		318.15	0.45
NECESSARY		318.6	0.45
PROCESS		319.05	0.45
:		319.5	0.5
+		320.0	0.1
THE		320.1	0.45
THIN		320.55	0.45
MAN		321.0	0.45
MOVED		321.45	0.45
SWIFTLY		321.9	0.45
TO		322.35	0.45
THE		322.8	0.45
PHONE		323.25	0.45
AND		323.7	0.45
DIALED		324.15	0.45
A		324.6	0.45
NUMBER		325.05	0.45
:		325.5	0.5
+		326.0	0.1
HU		326.1	0.45
TONCED		326.55	0.45
HUS		327.0	0.45
HURTLY		327.45	0.45
FOPE		327.9	0.45
LOWOND		328.35	0.45
REE		328.8	0.45
DRE		329.25	0.45
BEP		329.7	0.45
OY		330.15	0.45
REE		330.6	0.45
RODER		331.05	0.45
:		331.5	0.5
+		332.0	0.1
E		332.1	0.45
ORGED		332.55	0.45
ONIET		333.0	0.45
REE		333.45	0.45
BOMPLE		333.9	0.45
BESHOON		334.35	0.45
LIRR		334.8	0.45
OSE		335.25	0.45
WEOTH		335.7	0.45
EN		336.15	0.45
HUS		336.6	0.45
SCOYS		337.05	0.45
:		337.5	0.5
+		338.0	0.1
E		338.1	0.45
WREW		338.55	0.45
EN		339.0	0.45
FROT		339.45	0.45
MOBONT		339.9	0.45
FROT		340.35	0.45
E		340.8	0.45
DOD		341.25	0.45
VOT		341.7	0.45
HABS		342.15	0.45
EDY		342.6	0.45
CHOND		343.05	0.45
:		343.5	0.5
+		344.0	14.0
