word	format	onset	duration
WELCOME		101.0	0.45
TO		101.45	0.45
COME		101.9	0.45
SEE		102.35	0.45
WHAT		102.8	0.45
THESE		103.25	0.45
DEDICATED		103.7	0.45
MOTHERS		104.15	0.45
CAN		104.6	0.45
DO		105.05	0.45
:		105.5	0.5
+		106.0	0.1
THE		106.1	0.45
FIRST		106.55	0.45
SATURDAY		107.0	0.45
IN		107.45	0.45
EACH		107.9	0.45
MONTH		108.35	0.45
IS		108.8	0.45
SET		109.25	0.45
ASIDE		109.7	0.45
FOR		110.15	0.45
NEW		110.6	0.45
RECORDINGS		111.05	0.45
:		111.5	0.5
+		112.0	0.1
BODY		112.1	0.45
HEAT		112.55	0.45
IN		113.0	0.45
THE		113.45	0.45
CLOSE		113.9	0.45
QUARTERS		114.35	0.45
WILL		114.8	0.45
HELP		115.25	0.45
KEEP		115.7	0.45
UP		116.15	0.45
THE		116.6	0.45
TEMPERATURE		117.05	0.45
:		117.5	0.5
+		118.0	0.1
AULER		118.1	0.45
FROT		118.55	0.45
QUEY		119.0	0.45
HUD		119.45	0.45
SUT		119.9	0.45
FOM		120.35	0.45
FOVE		120.8	0.45
SONUTES		121.25	0.45
GOTHOUT		121.7	0.45
RABING		122.15	0.45
O		122.6	0.45
WOIL		123.05	0.45
:		123.5	0.5
+		124.0	0.1
MOGS		124.1	0.45
OY		124.55	0.45
UR		125.0	0.45
WOURN		125.45	0.45
NE		125.9	0.45
WORTING		126.35	0.45
RO		126.8	0.45
ODCOT		127.25	0.45
FROT		127.7	0.45
FORSOCKNESS		128.15	0.45
CONCE		128.6	0.45
HOWN		129.05	0.45
:		129.5	0.5
+		130.0	0.1
VO		130.1	0.45
OVE		130.55	0.45
SUFFISTED		131.0	0.45
FROT		131.45	0.45
REE		131.9	0.45
ENSIFOL		132.35	0.45
EFFALLS		132.8	0.45
OY		133.25	0.45
REE		133.7	0.45
ADE		134.15	0.45
DERE		134.6	0.45
OUTULEVONT		135.05	0.45
:		135.5	0.5
+		136.0	0.1
DURING		136.1	0.45
MOMENTS		136.55	0.45
OF		137.0	0.45
INTENSE		137.45	0.45
CRISIS		137.9	0.45
THE		138.35	0.45
RESPONSIBILITY		138.8	0.45
OF		139.25	0.45
POLITICAL		139.7	0.45
LEADERS		140.15	0.45
IS		140.6	0.45
OVERWHELMING		141.05	0.45
:		141.5	0.5
+		142.0	0.1
SHE		142.1	0.45
PICKED		142.55	0.45
UP		143.0	0.45
THE		143.45	0.45
BABY		143.9	0.45
AND		144.35	0.45
NUZZLED		144.8	0.45
HER		145.25	0.45
FAT		145.7	0.45
WARM		146.15	0.45
LITTLE		146.6	0.45
NECK		147.05	0.45
:		147.5	0.5
+		148.0	0.1
HE		148.1	0.45
JUMPED		148.55	0.45
UP		149.0	0.45
AND		149.45	0.45
TURNED		149.9	0.45
AROUND		150.35	0.45
TO		150.8	0.45
SEE		151.25	0.45
THE		151.7	0.45
METAL		152.15	0.45
DOOR		152.6	0.45
CLOSING		153.05	0.45
:		153.5	0.5
+		154.0	0.1
REE		154.1	0.45
OTMOKNORE		154.55	0.45
OS		155.0	0.45
FROT		155.45	0.45
OY		155.9	0.45
OP		156.35	0.45
OMSTOCTIVE		156.8	0.45
PRIVINE		157.25	0.45
BEOLS		157.7	0.45
CLIB		158.15	0.45
ET		158.6	0.45
HOTH		159.05	0.45
:		159.5	0.5
+		160.0	0.1
CHE		160.1	0.45
HUD		160.55	0.45
ONDIVED		161.0	0.45
PLIN		161.45	0.45
SERNING		161.9	0.45
OSE		162.35	0.45
COTH		162.8	0.45
STROCHES		163.25	0.45
RO		163.7	0.45
REE		164.15	0.45
ELTKISH		164.6	0.45
WORPENS		165.05	0.45
:		165.5	0.5
+		166.0	0.1
QUEN		166.1	0.45
HU		166.55	0.45
GOTS		167.0	0.45
REE		167.45	0.45
ORSHERS		167.9	0.45
RO		168.35	0.45
HUS		168.8	0.45
SNUSTIONS		169.25	0.45
HU		169.7	0.45
WIST		170.15	0.45
NE		170.6	0.45
DENCEOROGED		171.05	0.45
:		171.5	0.5
+		172.0	14.0
+		186.0	0.1
DE		186.1	0.45
MOMP		186.55	0.45
OT		187.0	0.45
BAPS		187.45	0.45
RO		187.9	0.45
REE		188.35	0.45
HONBEOR		188.8	0.45
EN		189.25	0.45
LELT		189.7	0.45
FRON		190.15	0.45
FEIR		190.6	0.45
SONUTES		191.05	0.45
:		191.5	0.5
+		192.0	0.1
TRORE		192.1	0.45
OS		192.55	0.45
O		193.0	0.45
FUNCIBLE		193.45	0.45
TEEKING		193.9	0.45
EN		194.35	0.45
REE		194.8	0.45
ORF		195.25	0.45
OY		195.7	0.45
RELORSION		196.15	0.45
LOWOND		196.6	0.45
MELITICS		197.05	0.45
:		197.5	0.5
+		198.0	0.1
FREIR		198.1	0.45
RURIES		198.55	0.45
INSPODE		199.0	0.45
ELUSEITION		199.45	0.45
OY		199.9	0.45
REE		200.35	0.45
INRONGOTION		200.8	0.45
COTTOCTED		201.25	0.45
OSE		201.7	0.45
PRODENOTION		202.15	0.45
OY		202.6	0.45
RETORCORDOTIONS		203.05	0.45
:		203.5	0.5
+		204.0	0.1
THERE		204.1	0.45
WAS		204.55	0.45
LITTLE		205.0	0.45
CHANCE		205.45	0.45
ANYONE		205.9	0.45
WOULD		206.35	0.45
ENTER		206.8	0.45
THIS		207.25	0.45
SHAFT		207.7	0.45
DURING		208.15	0.45
THE		208.6	0.45
WINTER		209.05	0.45
:		209.5	0.5
+		210.0	0.1
I		210.1	0.45
HAD		210.55	0.45
FELT		211.0	0.45
THE		211.45	0.45
DRAFT		211.9	0.45
THEY		212.35	0.45
WERE		212.8	0.45
MAKING		213.25	0.45
WHILE		213.7	0.45
MOUNTING		214.15	0.45
THE		214.6	0.45
STAIRS		215.05	0.45
:		215.5	0.5
+		216.0	0.1
HE		216.1	0.45
SENSED		216.55	0.45
RATHER		217.0	0.45
THAN		217.45	0.45
HEARD		217.9	0.45
THE		218.35	0.45
GASP		218.8	0.45
THAT		219.25	0.45
SWEPT		219.7	0.45
ACROSS		220.15	0.45
THE		220.6	0.45
AUDIENCE		221.05	0.45
:		221.5	0.5
+		222.0	0.1
GOTHIN		222.1	0.45
WRO		222.55	0.45
WOOKS		223.0	0.45
WONGEN		223.45	0.45
WAM		223.9	0.45
ROSSING		224.35	0.45
REE		224.8	0.45
BEMS		225.25	0.45
ET		225.7	0.45
REE		226.15	0.45
OGGEY		226.6	0.45
GOKE		227.05	0.45
:		227.5	0.5
+		228.0	0.1
HU		228.1	0.45
BERIEW		228.55	0.45
EN		229.0	0.45
ROXING		229.45	0.45
ENWRORING		229.9	0.45
CLOUSSES		230.35	0.45
OSE		230.8	0.45
HU		231.25	0.45
MOMP		231.7	0.45
O		232.15	0.45
CREOT		232.6	0.45
PORY		233.05	0.45
:		233.5	0.5
+		234.0	0.1
DE		234.1	0.45
BOUSED		234.55	0.45
HUS		235.0	0.45
REGONDS		235.45	0.45
OSE		235.9	0.45
PLOWLS		236.35	0.45
FREM		236.8	0.45
EN		237.25	0.45
OOR		237.7	0.45
SCHOATS		238.15	0.45
OSE		238.6	0.45
AMILERSITIES		239.05	0.45
:		239.5	0.5
+		240.0	0.1
THEY		240.1	0.45
PASSED		240.55	0.45
RANCHES		241.0	0.45
THAT		241.45	0.45
WERE		241.9	0.45
FRAMED		242.35	0.45
DARK		242.8	0.45
GRAY		243.25	0.45
AGAINST		243.7	0.45
THE		244.15	0.45
BLACK		244.6	0.45
HILLS		245.05	0.45
:		245.5	0.5
+		246.0	0.1
WHITE		246.1	0.45
PEPPER		246.55	0.45
IS		247.0	0.45
THE		247.45	0.45
GROUND		247.9	0.45
SEED		248.35	0.45
OF		248.8	0.45
THE		249.25	0.45
COMMON		249.7	0.45
BLACK		250.15	0.45
PEPPER		250.6	0.45
FRUIT		251.05	0.45
:		251.5	0.5
+		252.0	0.1
LINDA		252.1	0.45
QUIETLY		252.55	0.45
GOT		253.0	0.45
A		253.45	0.45
BROOM		253.9	0.45
AND		254.35	0.45
STARTED		254.8	0.45
TO		255.25	0.45
SWEEP		255.7	0.45
UP		256.15	0.45
THE		256.6	0.45
SUGAR		257.05	0.45
:		257.5	0.5
+		258.0	14.0
+		272.0	0.1
ON		272.1	0.45
THE		272.55	0.45
WAY		273.0	0.45
HE		273.45	0.45
STOPPED		273.9	0.45
AT		274.35	0.45
THE		274.8	0.45
DESK		275.25	0.45
TO		275.7	0.45
RECEIVE		276.15	0.45
HIS		276.6	0.45
MAIL		277.05	0.45
:		277.5	0.5
+		278.0	0.1
THIS		278.1	0.45
WAS		278.55	0.45
DONE		279.0	0.45
WITH		279.45	0.45
FULL		279.9	0.45
KNOWLEDGE		280.35	0.45
THAT		280.8	0.45
THERE		281.25	0.45
WOULD		281.7	0.45
BE		282.15	0.45
NO		282.6	0.45
EPIDEMIC		283.05	0.45
:		283.5	0.5
+		284.0	0.1
ALFRED		284.1	0.45
WALKED		284.55	0.45
PAST		285.0	0.45
HIM		285.45	0.45
WITHOUT		285.9	0.45
A		286.35	0.45
WORD		286.8	0.45
AND		287.25	0.45
GOT		287.7	0.45
INTO		288.15	0.45
THE		288.6	0.45
CAR		289.05	0.45
:		289.5	0.5
+		290.0	0.1
REE		290.1	0.45
WILLSTIELD		290.55	0.45
WROSS		291.0	0.45
OS		291.45	0.45
FLOTTERFLOOK		291.9	0.45
OSE		292.35	0.45
CLEXIDROSS		292.8	0.45
OS		293.25	0.45
URTS		293.7	0.45
EN		294.15	0.45
REE		294.6	0.45
BOGIN		295.05	0.45
:		295.5	0.5
+		296.0	0.1
STUBONT		296.1	0.45
TEORERS		296.55	0.45
BENON		297.0	0.45
CLOCUDIC		297.45	0.45
EFFONCE		297.9	0.45
RO		298.35	0.45
BEFURIOTE		298.8	0.45
CLEODRE		299.25	0.45
INCOPRITION		299.7	0.45
PITEROL		300.15	0.45
MORCED		300.6	0.45
ADA		301.05	0.45
:		301.5	0.5
+		302.0	0.1
TOOD		302.1	0.45
SOSIO		302.55	0.45
DROLI		303.0	0.45
HOR		303.45	0.45
OTS		303.9	0.45
OPE		304.35	0.45
SPEVEOL		304.8	0.45
DENENDS		305.25	0.45
FROT		305.7	0.45
COYLY		306.15	0.45
NIED		306.6	0.45
REIMPEDURANTER		307.05	0.45
:		307.5	0.5
+		308.0	0.1
REE		308.1	0.45
POGOR		308.55	0.45
OS		309.0	0.45
FONKING		309.45	0.45
OT		309.9	0.45
OMEWOCK		310.35	0.45
RO		310.8	0.45
COMPOTHS		311.25	0.45
OGIMMS		311.7	0.45
HUS		312.15	0.45
OPE		312.6	0.45
REGOND		313.05	0.45
:		313.5	0.5
+		314.0	0.1
NIR		314.1	0.45
SETHER		314.55	0.45
OLPO		315.0	0.45
WAM		315.45	0.45
O		315.9	0.45
PITSON		316.35	0.45
OY		316.8	0.45
MIMORIOR		317.25	0.45
MOND		317.7	0.45
OSE		318.15	0.45
CLOOD		318.6	0.45
UNCEREVES		319.05	0.45
:		319.5	0.5
+		320.0	0.1
REE		320.1	0.45
UNTERS		320.55	0.45
LIPETISE		321.0	0.45
HUD		321.45	0.45
HIRMEN		321.9	0.45
THULPELVES		322.35	0.45
EN		322.8	0.45
REE		323.25	0.45
GROMP		323.7	0.45
OSE		324.15	0.45
REE		324.6	0.45
BRUBS		325.05	0.45
:		325.5	0.5
+		326.0	0.1
IT		326.1	0.45
WAS		326.55	0.45
THE		327.0	0.45
NIGHT		327.45	0.45
CLAYTON		327.9	0.45
HAD		328.35	0.45
TRICKED		328.8	0.45
THEM		329.25	0.45
IN		329.7	0.45
THE		330.15	0.45
POKER		330.6	0.45
GAME		331.05	0.45
:		331.5	0.5
+		332.0	0.1
SHE		332.1	0.45
WAS		332.55	0.45
FOUND		333.0	0.45
THE		333.45	0.45
DAY		333.9	0.45
AFTER		334.35	0.45
AT		334.8	0.45
THE		335.25	0.45
BOTTOM		335.7	0.45
OF		336.15	0.45
THE		336.6	0.45
CLIFF		337.05	0.45
:		337.5	0.5
+		338.0	0.1
WIDE		338.1	0.45
WINDOWS		338.55	0.45
WITH		339.0	0.45
MANY		339.45	0.45
SMALL		339.9	0.45
LEADED		340.35	0.45
PANES		340.8	0.45
SWEPT		341.25	0.45
ACROSS		341.7	0.45
THE		342.15	0.45
UPPER		342.6	0.45
STORIES		343.05	0.45
:		343.5	0.5
+		344.0	14.0
