Groupe category title path silence_duration total_duration onset
U Synthetic Sonic_The_Hedgehog_OST_Green_Hill_Zone_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Sonic_The_Hedgehog_OST_Green_Hill_Zone_silenced.wav 13 52.0 
U Synthetic Shinobi_3_Return_Of_The_Ninja_Master_OST_Shinobi_Walk_(level_4_2)_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Shinobi_3_Return_Of_The_Ninja_Master_OST_Shinobi_Walk_(level_4_2)_silenced.wav 13 52.0 
U Lyrics Living_Together_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Lyrics/Living_Together_silenced.wav 18 71.0 
F Orchestral Body_and_soul_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Orchestral/Body_and_soul_silenced.wav 15 59.0 
F Synthetic Super_Mario_Bros_(NES)_Music_Underground_Theme_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Super_Mario_Bros_(NES)_Music_Underground_Theme_silenced.wav 12 49.0 
F Orchestral The_Imperial_March_(Darth_Vaders_Theme)_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Orchestral/The_Imperial_March_(Darth_Vaders_Theme)_silenced.wav 12 48.0 
U Orchestral Main_Title_Terminator_2_Theme_(Remastered_2017)_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Orchestral/Main_Title_Terminator_2_Theme_(Remastered_2017)_silenced.wav 14 54.0 
F Lyrics Never_Gonna_Give_You_Up_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Lyrics/Never_Gonna_Give_You_Up_silenced.wav 12 50.0 
F Synthetic Super_Mario_Bros_3_Boss_Battle_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Super_Mario_Bros_3_Boss_Battle_silenced.wav 14 57.0 
U Synthetic Original_Tetris_theme_(Tetris_Soundtrack)_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Original_Tetris_theme_(Tetris_Soundtrack)_silenced.wav 12 50.0 
