Groupe category title path silence_duration total_duration onset
F Orchestral Gnossienne_No1_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Orchestral/Gnossienne_No1_silenced.wav 16 63.0 
U Lyrics Babooshka_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Lyrics/Babooshka_silenced.wav 14 55.0 
U Lyrics Paperback_writer_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Lyrics/Paperback_writer_silenced.wav 12 46.0 
U Synthetic Shinobi_3_Return_Of_The_Ninja_Master_OST_Idaten_(level_5_1)_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Shinobi_3_Return_Of_The_Ninja_Master_OST_Idaten_(level_5_1)_silenced.wav 15 61.0 
F Lyrics Its_Raining_Men_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Lyrics/Its_Raining_Men_silenced.wav 16 62.0 
U Orchestral Another_Brick_In_The_Wall_(Part_1)_orchestral_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Orchestral/Another_Brick_In_The_Wall_(Part_1)_orchestral_silenced.wav 11 45.0 
F Orchestral Stairway_To_Heaven_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Orchestral/Stairway_To_Heaven_silenced.wav 13 52.0 
F Synthetic Super_Mario_Bros_3_Overworld_1_Theme_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Super_Mario_Bros_3_Overworld_1_Theme_silenced.wav 14 54.0 
U Lyrics Make_Em_Laugh_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Lyrics/Make_Em_Laugh_silenced.wav 16 65.0 
F Synthetic Super_Mario_Bros_3_Airship_silenced.wav /home/maellef/git/MuteMusic/data/StimuliFinal/silenced1_normalized/Synthetic/Super_Mario_Bros_3_Airship_silenced.wav 15 60.0 
