Unnamed: 0,stim1,loc1,objmod1,ctgmod1,locmod1,angmod1,objlocmod1,ref1,stim2,action2,loc2,objmod2,ctgmod2,locmod2,angmod2,objlocmod2,ref2,stim3,action3,loc3,objmod3,ctgmod3,locmod3,angmod3,objlocmod3,ref3,stim4,action4,loc4,objmod4,ctgmod4,locmod4,angmod4,objlocmod4,ref4,stim5,action5,loc5,objmod5,ctgmod5,locmod5,angmod5,objlocmod5,ref5,stim6,action6,loc6,objmod6,ctgmod6,locmod6,angmod6,objlocmod6,ref6
2,13,1,2,1,1,1,6,5,9,False,1,0,0,1,1,4,1,12,False,1,2,1,1,0,6,4,0,False,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,6,False,0,3,1,0,0,3,6
9,2,0,1,0,0,0,1,2,2,True,0,1,0,0,0,1,2,9,True,1,0,0,1,1,4,1,12,False,1,2,1,1,0,6,4,15,True,1,3,1,1,1,7,7,6,True,0,3,1,0,0,3,6
17,13,1,2,1,1,1,6,5,1,False,0,0,0,0,1,0,1,0,True,0,0,0,0,0,0,0,13,False,1,2,1,1,1,6,5,5,True,0,2,1,0,1,2,5,0,False,0,0,0,0,0,0,0
4,2,0,1,0,0,0,1,2,5,False,0,2,1,0,1,2,5,13,True,1,2,1,1,1,6,5,14,True,1,3,1,1,0,7,6,11,False,1,1,0,1,1,5,3,6,False,0,3,1,0,0,3,6
12,2,0,1,0,0,0,1,2,13,False,1,2,1,1,1,6,5,6,True,0,3,1,0,0,3,6,0,False,0,0,0,0,0,0,0,3,True,0,1,0,0,1,1,3,4,False,0,2,1,0,0,2,4
7,2,0,1,0,0,0,1,2,7,False,0,3,1,0,1,3,7,13,True,1,2,1,1,1,6,5,0,False,0,0,0,0,0,0,0,10,True,1,1,0,1,0,5,2,8,True,1,0,0,1,0,4,0
10,10,1,1,0,1,0,5,2,12,False,1,2,1,1,0,6,4,1,False,0,0,0,0,1,0,1,14,False,1,3,1,1,0,7,6,3,False,0,1,0,0,1,1,3,4,False,0,2,1,0,0,2,4
14,10,1,1,0,1,0,5,2,7,False,0,3,1,0,1,3,7,5,True,0,2,1,0,1,2,5,2,False,0,1,0,0,0,1,2,8,True,1,0,0,1,0,4,0,9,True,1,0,0,1,1,4,1
6,2,0,1,0,0,0,1,2,12,False,1,2,1,1,0,6,4,11,False,1,1,0,1,1,5,3,3,True,0,1,0,0,1,1,3,0,True,0,0,0,0,0,0,0,10,True,1,1,0,1,0,5,2
