Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
243,4,2,0,0,1,2,4,12,2,1,0,1,6,4,2,1,0,0,0,1,2,14,3,1,0,1,7,6,False,False
54,5,2,0,1,1,2,5,15,3,1,1,1,7,7,13,2,1,1,1,6,5,13,2,1,1,1,6,5,True,False
50,9,0,1,1,0,4,1,9,0,1,1,0,4,1,10,1,1,0,0,5,2,6,3,0,0,1,3,6,True,False
174,5,2,0,1,1,2,5,6,3,0,0,1,3,6,8,0,1,0,0,4,0,10,1,1,0,0,5,2,False,False
189,6,3,0,0,1,3,6,9,0,1,1,0,4,1,9,0,1,1,0,4,1,8,0,1,0,0,4,0,True,False
318,12,2,1,0,1,6,4,9,0,1,1,0,4,1,0,0,0,0,0,0,0,6,3,0,0,1,3,6,False,False
187,10,1,1,0,0,5,2,3,1,0,1,0,1,3,14,3,1,0,1,7,6,4,2,0,0,1,2,4,False,False
169,8,0,1,0,0,4,0,8,0,1,0,0,4,0,5,2,0,1,1,2,5,10,1,1,0,0,5,2,False,True
58,0,0,0,0,0,0,0,9,0,1,1,0,4,1,0,0,0,0,0,0,0,14,3,1,0,1,7,6,False,False
48,15,3,1,1,1,7,7,3,1,0,1,0,1,3,6,3,0,0,1,3,6,13,2,1,1,1,6,5,True,True
235,11,1,1,1,0,5,3,13,2,1,1,1,6,5,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,False
252,2,1,0,0,0,1,2,4,2,0,0,1,2,4,9,0,1,1,0,4,1,13,2,1,1,1,6,5,False,False
21,8,0,1,0,0,4,0,2,1,0,0,0,1,2,14,3,1,0,1,7,6,3,1,0,1,0,1,3,False,False
160,3,1,0,1,0,1,3,10,1,1,0,0,5,2,8,0,1,0,0,4,0,14,3,1,0,1,7,6,True,False
276,0,0,0,0,0,0,0,10,1,1,0,0,5,2,0,0,0,0,0,0,0,12,2,1,0,1,6,4,False,False
191,8,0,1,0,0,4,0,13,2,1,1,1,6,5,14,3,1,0,1,7,6,12,2,1,0,1,6,4,True,True
