Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
245,2,1,0,0,0,1,2,10,1,1,0,0,5,2,3,1,0,1,0,1,3,5,2,0,1,1,2,5,False,True
295,15,3,1,1,1,7,7,4,2,0,0,1,2,4,10,1,1,0,0,5,2,3,1,0,1,0,1,3,False,False
65,14,3,1,0,1,7,6,0,0,0,0,0,0,0,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,False
225,6,3,0,0,1,3,6,9,0,1,1,0,4,1,7,3,0,1,1,3,7,6,3,0,0,1,3,6,False,True
85,9,0,1,1,0,4,1,12,2,1,0,1,6,4,15,3,1,1,1,7,7,2,1,0,0,0,1,2,True,False
242,9,0,1,1,0,4,1,8,0,1,0,0,4,0,9,0,1,1,0,4,1,7,3,0,1,1,3,7,True,False
159,14,3,1,0,1,7,6,8,0,1,0,0,4,0,7,3,0,1,1,3,7,8,0,1,0,0,4,0,False,True
12,10,1,1,0,0,5,2,5,2,0,1,1,2,5,11,1,1,1,0,5,3,0,0,0,0,0,0,0,False,False
35,6,3,0,0,1,3,6,4,2,0,0,1,2,4,9,0,1,1,0,4,1,1,0,0,1,0,0,1,False,True
28,7,3,0,1,1,3,7,8,0,1,0,0,4,0,7,3,0,1,1,3,7,14,3,1,0,1,7,6,False,False
170,6,3,0,0,1,3,6,4,2,0,0,1,2,4,6,3,0,0,1,3,6,10,1,1,0,0,5,2,True,False
142,8,0,1,0,0,4,0,6,3,0,0,1,3,6,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,False
266,14,3,1,0,1,7,6,7,3,0,1,1,3,7,15,3,1,1,1,7,7,0,0,0,0,0,0,0,False,False
131,10,1,1,0,0,5,2,13,2,1,1,1,6,5,5,2,0,1,1,2,5,9,0,1,1,0,4,1,False,True
209,5,2,0,1,1,2,5,1,0,0,1,0,0,1,13,2,1,1,1,6,5,2,1,0,0,0,1,2,False,True
51,4,2,0,0,1,2,4,15,3,1,1,1,7,7,9,0,1,1,0,4,1,15,3,1,1,1,7,7,True,False
