Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
30,1,0,0,1,0,0,1,15,3,1,1,1,7,7,2,1,0,0,0,1,2,15,3,1,1,1,7,7,False,False
0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,True
22,13,2,1,1,1,6,5,8,0,1,0,0,4,0,10,1,1,0,0,5,2,8,0,1,0,0,4,0,False,False
31,3,1,0,1,0,1,3,5,2,0,1,1,2,5,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,False
18,10,1,1,0,0,5,2,15,3,1,1,1,7,7,8,0,1,0,0,4,0,2,1,0,0,0,1,2,False,True
28,5,2,0,1,1,2,5,3,1,0,1,0,1,3,4,2,0,0,1,2,4,13,2,1,1,1,6,5,False,True
10,11,1,1,1,0,5,3,2,1,0,0,0,1,2,2,1,0,0,0,1,2,0,0,0,0,0,0,0,True,False
70,5,2,0,1,1,2,5,1,0,0,1,0,0,1,8,0,1,0,0,4,0,9,0,1,1,0,4,1,True,False
4,6,3,0,0,1,3,6,6,3,0,0,1,3,6,0,0,0,0,0,0,0,3,1,0,1,0,1,3,False,False
12,5,2,0,1,1,2,5,0,0,0,0,0,0,0,7,3,0,1,1,3,7,5,2,0,1,1,2,5,False,True
49,8,0,1,0,0,4,0,8,0,1,0,0,4,0,13,2,1,1,1,6,5,11,1,1,1,0,5,3,False,False
33,9,0,1,1,0,4,1,1,0,0,1,0,0,1,7,3,0,1,1,3,7,11,1,1,1,0,5,3,False,False
67,15,3,1,1,1,7,7,8,0,1,0,0,4,0,10,1,1,0,0,5,2,12,2,1,0,1,6,4,False,False
35,15,3,1,1,1,7,7,3,1,0,1,0,1,3,4,2,0,0,1,2,4,13,2,1,1,1,6,5,False,False
68,15,3,1,1,1,7,7,2,1,0,0,0,1,2,10,1,1,0,0,5,2,2,1,0,0,0,1,2,True,False
45,7,3,0,1,1,3,7,2,1,0,0,0,1,2,2,1,0,0,0,1,2,9,0,1,1,0,4,1,True,False
