Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
26,6,0,0,1,3,0,3,6,5,0,0,1,2,1,2,5,11,1,1,0,1,1,5,3,False
313,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,False
141,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,False
227,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,15,1,1,1,3,1,7,7,False
287,6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,False
274,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,9,1,1,0,0,1,4,1,False
291,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,True
100,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
192,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,True
275,5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
103,9,1,1,0,0,1,4,1,15,1,1,1,3,1,7,7,3,0,0,0,1,1,1,3,False
171,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,True
98,8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,14,1,1,1,3,0,7,6,False
36,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,False
249,15,1,1,1,3,1,7,7,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,True
61,14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,0,0,0,0,0,0,0,0,False
150,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,10,1,1,0,1,0,5,2,False
47,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,True
229,9,1,1,0,0,1,4,1,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,False
