Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
226,6,3,0,0,1,3,6,12,2,1,0,1,6,4,9,0,1,1,0,4,1,4,2,0,0,1,2,4,True,True
177,9,0,1,1,0,4,1,3,1,0,1,0,1,3,0,0,0,0,0,0,0,14,3,1,0,1,7,6,True,True
57,4,2,0,0,1,2,4,9,0,1,1,0,4,1,12,2,1,0,1,6,4,9,0,1,1,0,4,1,True,False
94,15,3,1,1,1,7,7,15,3,1,1,1,7,7,7,3,0,1,1,3,7,7,3,0,1,1,3,7,False,False
289,6,3,0,0,1,3,6,0,0,0,0,0,0,0,15,3,1,1,1,7,7,7,3,0,1,1,3,7,False,True
45,1,0,0,1,0,0,1,15,3,1,1,1,7,7,4,2,0,0,1,2,4,2,1,0,0,0,1,2,False,True
17,5,2,0,1,1,2,5,13,2,1,1,1,6,5,15,3,1,1,1,7,7,3,1,0,1,0,1,3,True,True
185,4,2,0,0,1,2,4,10,1,1,0,0,5,2,13,2,1,1,1,6,5,8,0,1,0,0,4,0,True,False
268,11,1,1,1,0,5,3,14,3,1,0,1,7,6,9,0,1,1,0,4,1,1,0,0,1,0,0,1,True,False
60,2,1,0,0,0,1,2,3,1,0,1,0,1,3,14,3,1,0,1,7,6,12,2,1,0,1,6,4,False,False
24,4,2,0,0,1,2,4,1,0,0,1,0,0,1,2,1,0,0,0,1,2,7,3,0,1,1,3,7,True,True
114,8,0,1,0,0,4,0,10,1,1,0,0,5,2,3,1,0,1,0,1,3,6,3,0,0,1,3,6,False,False
210,12,2,1,0,1,6,4,5,2,0,1,1,2,5,2,1,0,0,0,1,2,2,1,0,0,0,1,2,True,False
148,0,0,0,0,0,0,0,14,3,1,0,1,7,6,7,3,0,1,1,3,7,12,2,1,0,1,6,4,False,False
309,2,1,0,0,0,1,2,9,0,1,1,0,4,1,5,2,0,1,1,2,5,4,2,0,0,1,2,4,False,True
258,0,0,0,0,0,0,0,6,3,0,0,1,3,6,7,3,0,1,1,3,7,0,0,0,0,0,0,0,True,True
