Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
100,10,1,1,0,0,5,2,5,2,0,1,1,2,5,2,1,0,0,0,1,2,12,2,1,0,1,6,4,True,True
192,13,2,1,1,1,6,5,10,1,1,0,0,5,2,2,1,0,0,0,1,2,8,0,1,0,0,4,0,False,True
275,2,1,0,0,0,1,2,0,0,0,0,0,0,0,11,1,1,1,0,5,3,1,0,0,1,0,0,1,False,True
103,14,3,1,0,1,7,6,11,1,1,1,0,5,3,3,1,0,1,0,1,3,2,1,0,0,0,1,2,False,False
171,11,1,1,1,0,5,3,0,0,0,0,0,0,0,13,2,1,1,1,6,5,7,3,0,1,1,3,7,False,False
98,6,3,0,0,1,3,6,4,2,0,0,1,2,4,9,0,1,1,0,4,1,4,2,0,0,1,2,4,False,True
36,10,1,1,0,0,5,2,10,1,1,0,0,5,2,15,3,1,1,1,7,7,13,2,1,1,1,6,5,True,True
249,4,2,0,0,1,2,4,1,0,0,1,0,0,1,11,1,1,1,0,5,3,9,0,1,1,0,4,1,False,False
61,7,3,0,1,1,3,7,0,0,0,0,0,0,0,9,0,1,1,0,4,1,9,0,1,1,0,4,1,False,False
150,1,0,0,1,0,0,1,10,1,1,0,0,5,2,11,1,1,1,0,5,3,8,0,1,0,0,4,0,True,False
47,1,0,0,1,0,0,1,3,1,0,1,0,1,3,5,2,0,1,1,2,5,5,2,0,1,1,2,5,True,True
229,3,1,0,1,0,1,3,10,1,1,0,0,5,2,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,True
279,10,1,1,0,0,5,2,14,3,1,0,1,7,6,3,1,0,1,0,1,3,14,3,1,0,1,7,6,False,True
11,2,1,0,0,0,1,2,6,3,0,0,1,3,6,13,2,1,1,1,6,5,2,1,0,0,0,1,2,False,True
316,2,1,0,0,0,1,2,5,2,0,1,1,2,5,0,0,0,0,0,0,0,12,2,1,0,1,6,4,True,False
200,7,3,0,1,1,3,7,12,2,1,0,1,6,4,4,2,0,0,1,2,4,2,1,0,0,0,1,2,False,True
