Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
115,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,True
163,9,1,1,0,0,1,4,1,7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,False
223,7,0,0,1,3,1,3,7,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,True
120,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
239,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,True
277,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
127,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,0,0,0,0,0,0,0,0,False
74,2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,6,0,0,1,3,0,3,6,False
29,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,False
83,5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,True
265,3,0,0,0,1,1,1,3,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,False
107,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
173,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,7,0,0,1,3,1,3,7,False
179,13,1,1,1,2,1,6,5,7,0,0,1,3,1,3,7,6,0,0,1,3,0,3,6,True
133,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,11,1,1,0,1,1,5,3,True
253,14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,False
245,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,True
295,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,12,1,1,1,2,0,6,4,False
65,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,False
225,8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
