Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
129,15,3,1,1,1,7,7,6,3,0,0,1,3,6,13,2,1,1,1,6,5,5,2,0,1,1,2,5,False,False
38,9,0,1,1,0,4,1,11,1,1,1,0,5,3,14,3,1,0,1,7,6,1,0,0,1,0,0,1,True,False
221,6,3,0,0,1,3,6,12,2,1,0,1,6,4,5,2,0,1,1,2,5,12,2,1,0,1,6,4,False,False
303,0,0,0,0,0,0,0,13,2,1,1,1,6,5,15,3,1,1,1,7,7,5,2,0,1,1,2,5,True,True
155,12,2,1,0,1,6,4,7,3,0,1,1,3,7,9,0,1,1,0,4,1,15,3,1,1,1,7,7,False,True
112,15,3,1,1,1,7,7,5,2,0,1,1,2,5,5,2,0,1,1,2,5,12,2,1,0,1,6,4,True,True
267,2,1,0,0,0,1,2,4,2,0,0,1,2,4,4,2,0,0,1,2,4,2,1,0,0,0,1,2,True,True
117,2,1,0,0,0,1,2,13,2,1,1,1,6,5,7,3,0,1,1,3,7,5,2,0,1,1,2,5,False,True
296,10,1,1,0,0,5,2,6,3,0,0,1,3,6,0,0,0,0,0,0,0,10,1,1,0,0,5,2,True,True
308,13,2,1,1,1,6,5,3,1,0,1,0,1,3,13,2,1,1,1,6,5,10,1,1,0,0,5,2,False,True
290,6,3,0,0,1,3,6,15,3,1,1,1,7,7,5,2,0,1,1,2,5,5,2,0,1,1,2,5,False,True
175,1,0,0,1,0,0,1,14,3,1,0,1,7,6,2,1,0,0,0,1,2,5,2,0,1,1,2,5,False,True
199,3,1,0,1,0,1,3,0,0,0,0,0,0,0,4,2,0,0,1,2,4,9,0,1,1,0,4,1,True,False
154,10,1,1,0,0,5,2,3,1,0,1,0,1,3,2,1,0,0,0,1,2,2,1,0,0,0,1,2,True,False
302,4,2,0,0,1,2,4,0,0,0,0,0,0,0,11,1,1,1,0,5,3,10,1,1,0,0,5,2,False,False
2,1,0,0,1,0,0,1,13,2,1,1,1,6,5,7,3,0,1,1,3,7,1,0,0,1,0,0,1,False,True
