Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
228,10,1,1,0,0,5,2,1,0,0,1,0,0,1,9,0,1,1,0,4,1,12,2,1,0,1,6,4,False,True
67,11,1,1,1,0,5,3,2,1,0,0,0,1,2,0,0,0,0,0,0,0,9,0,1,1,0,4,1,True,True
256,12,2,1,0,1,6,4,9,0,1,1,0,4,1,12,2,1,0,1,6,4,8,0,1,0,0,4,0,True,True
247,4,2,0,0,1,2,4,9,0,1,1,0,4,1,8,0,1,0,0,4,0,5,2,0,1,1,2,5,True,True
125,6,3,0,0,1,3,6,14,3,1,0,1,7,6,10,1,1,0,0,5,2,8,0,1,0,0,4,0,True,False
164,11,1,1,1,0,5,3,6,3,0,0,1,3,6,10,1,1,0,0,5,2,12,2,1,0,1,6,4,False,True
86,0,0,0,0,0,0,0,2,1,0,0,0,1,2,6,3,0,0,1,3,6,8,0,1,0,0,4,0,True,False
304,15,3,1,1,1,7,7,11,1,1,1,0,5,3,8,0,1,0,0,4,0,12,2,1,0,1,6,4,True,True
144,1,0,0,1,0,0,1,14,3,1,0,1,7,6,7,3,0,1,1,3,7,7,3,0,1,1,3,7,False,True
271,13,2,1,1,1,6,5,5,2,0,1,1,2,5,14,3,1,0,1,7,6,5,2,0,1,1,2,5,False,False
140,10,1,1,0,0,5,2,1,0,0,1,0,0,1,11,1,1,1,0,5,3,0,0,0,0,0,0,0,False,False
233,8,0,1,0,0,4,0,7,3,0,1,1,3,7,9,0,1,1,0,4,1,10,1,1,0,0,5,2,False,True
299,11,1,1,1,0,5,3,2,1,0,0,0,1,2,8,0,1,0,0,4,0,6,3,0,0,1,3,6,False,False
208,0,0,0,0,0,0,0,15,3,1,1,1,7,7,0,0,0,0,0,0,0,6,3,0,0,1,3,6,False,True
306,9,0,1,1,0,4,1,8,0,1,0,0,4,0,15,3,1,1,1,7,7,7,3,0,1,1,3,7,True,False
206,9,0,1,1,0,4,1,15,3,1,1,1,7,7,4,2,0,0,1,2,4,5,2,0,1,1,2,5,False,False
