Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
228,11,1,1,1,0,5,3,14,3,1,0,1,7,6,7,3,0,1,1,3,7,12,2,1,0,1,6,4,False,True
67,10,1,1,0,0,5,2,3,1,0,1,0,1,3,6,3,0,0,1,3,6,8,0,1,0,0,4,0,True,True
256,13,2,1,1,1,6,5,1,0,0,1,0,0,1,3,1,0,1,0,1,3,9,0,1,1,0,4,1,True,True
247,5,2,0,1,1,2,5,15,3,1,1,1,7,7,5,2,0,1,1,2,5,4,2,0,0,1,2,4,False,True
125,7,3,0,1,1,3,7,12,2,1,0,1,6,4,8,0,1,0,0,4,0,8,0,1,0,0,4,0,True,False
164,10,1,1,0,0,5,2,5,2,0,1,1,2,5,11,1,1,1,0,5,3,13,2,1,1,1,6,5,False,True
86,0,0,0,0,0,0,0,2,1,0,0,0,1,2,1,0,0,1,0,0,1,9,0,1,1,0,4,1,True,False
304,15,3,1,1,1,7,7,14,3,1,0,1,7,6,6,3,0,0,1,3,6,12,2,1,0,1,6,4,False,True
144,1,0,0,1,0,0,1,14,3,1,0,1,7,6,12,2,1,0,1,6,4,6,3,0,0,1,3,6,True,True
271,13,2,1,1,1,6,5,15,3,1,1,1,7,7,15,3,1,1,1,7,7,5,2,0,1,1,2,5,True,False
140,11,1,1,1,0,5,3,0,0,0,0,0,0,0,12,2,1,0,1,6,4,1,0,0,1,0,0,1,False,False
233,9,0,1,1,0,4,1,14,3,1,0,1,7,6,15,3,1,1,1,7,7,10,1,1,0,0,5,2,True,True
299,11,1,1,1,0,5,3,1,0,0,1,0,0,1,13,2,1,1,1,6,5,6,3,0,0,1,3,6,False,False
208,1,0,0,1,0,0,1,3,1,0,1,0,1,3,10,1,1,0,0,5,2,7,3,0,1,1,3,7,False,True
306,8,0,1,0,0,4,0,11,1,1,1,0,5,3,6,3,0,0,1,3,6,6,3,0,0,1,3,6,False,False
206,9,0,1,1,0,4,1,5,2,0,1,1,2,5,11,1,1,1,0,5,3,4,2,0,0,1,2,4,False,False
