Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
7,1,0,0,0,0,1,0,1,14,1,1,1,3,0,7,6,9,1,1,0,0,1,4,1,False
193,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
285,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
281,6,0,0,1,3,0,3,6,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
46,11,1,1,0,1,1,5,3,12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,False
3,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,14,1,1,1,3,0,7,6,True
260,1,0,0,0,0,1,0,1,9,1,1,0,0,1,4,1,8,1,1,0,0,0,4,0,True
194,1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
226,9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,False
177,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
57,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
94,7,0,0,1,3,1,3,7,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,True
289,9,1,1,0,0,1,4,1,3,0,0,0,1,1,1,3,13,1,1,1,2,1,6,5,False
45,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,4,0,0,1,2,0,2,4,False
17,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,True
185,14,1,1,1,3,0,7,6,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
268,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,True
60,14,1,1,1,3,0,7,6,9,1,1,0,0,1,4,1,14,1,1,1,3,0,7,6,False
24,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,14,1,1,1,3,0,7,6,False
114,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,11,1,1,0,1,1,5,3,False
