Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
49,8,0,1,0,0,4,0,10,1,1,0,0,5,2,7,3,0,1,1,3,7,14,3,1,0,1,7,6,False,True
80,1,0,0,1,0,0,1,11,1,1,1,0,5,3,9,0,1,1,0,4,1,7,3,0,1,1,3,7,True,True
205,3,1,0,1,0,1,3,5,2,0,1,1,2,5,0,0,0,0,0,0,0,10,1,1,0,0,5,2,True,False
34,6,3,0,0,1,3,6,5,2,0,1,1,2,5,9,0,1,1,0,4,1,5,2,0,1,1,2,5,False,True
263,2,1,0,0,0,1,2,2,1,0,0,0,1,2,4,2,0,0,1,2,4,8,0,1,0,0,4,0,True,False
91,12,2,1,0,1,6,4,8,0,1,0,0,4,0,7,3,0,1,1,3,7,15,3,1,1,1,7,7,False,True
52,13,2,1,1,1,6,5,10,1,1,0,0,5,2,13,2,1,1,1,6,5,10,1,1,0,0,5,2,True,True
264,6,3,0,0,1,3,6,7,3,0,1,1,3,7,6,3,0,0,1,3,6,2,1,0,0,0,1,2,True,True
241,8,0,1,0,0,4,0,10,1,1,0,0,5,2,1,0,0,1,0,0,1,15,3,1,1,1,7,7,False,True
13,3,1,0,1,0,1,3,9,0,1,1,0,4,1,13,2,1,1,1,6,5,11,1,1,1,0,5,3,True,False
88,4,2,0,0,1,2,4,0,0,0,0,0,0,0,8,0,1,0,0,4,0,6,3,0,0,1,3,6,False,True
273,4,2,0,0,1,2,4,13,2,1,1,1,6,5,3,1,0,1,0,1,3,2,1,0,0,0,1,2,False,True
166,8,0,1,0,0,4,0,15,3,1,1,1,7,7,11,1,1,1,0,5,3,1,0,0,1,0,0,1,True,False
314,0,0,0,0,0,0,0,15,3,1,1,1,7,7,6,3,0,0,1,3,6,14,3,1,0,1,7,6,False,False
134,4,2,0,0,1,2,4,4,2,0,0,1,2,4,8,0,1,0,0,4,0,1,0,0,1,0,0,1,False,True
307,5,2,0,1,1,2,5,15,3,1,1,1,7,7,10,1,1,0,0,5,2,14,3,1,0,1,7,6,True,False
