Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
241,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
13,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,3,0,0,0,1,1,1,3,True
88,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,True
273,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,2,0,0,0,1,0,1,2,True
166,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,False
314,15,1,1,1,3,1,7,7,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,False
134,0,0,0,0,0,0,0,0,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,True
307,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,9,1,1,0,0,1,4,1,False
243,13,1,1,1,2,1,6,5,7,0,0,1,3,1,3,7,7,0,0,1,3,1,3,7,True
54,13,1,1,1,2,1,6,5,13,1,1,1,2,1,6,5,8,1,1,0,0,0,4,0,False
50,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,8,1,1,0,0,0,4,0,False
174,10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,0,0,0,0,0,0,0,0,False
189,14,1,1,1,3,0,7,6,11,1,1,0,1,1,5,3,3,0,0,0,1,1,1,3,True
318,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,True
187,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,True
169,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,True
58,14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,6,0,0,1,3,0,3,6,True
48,13,1,1,1,2,1,6,5,1,0,0,0,0,1,0,1,4,0,0,1,2,0,2,4,False
235,11,1,1,0,1,1,5,3,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,False
252,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,10,1,1,0,1,0,5,2,True
