Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
226,7,3,0,1,1,3,7,15,3,1,1,1,7,7,10,1,1,0,0,5,2,5,2,0,1,1,2,5,True,True
177,9,0,1,1,0,4,1,1,0,0,1,0,0,1,7,3,0,1,1,3,7,15,3,1,1,1,7,7,True,True
57,5,2,0,1,1,2,5,3,1,0,1,0,1,3,11,1,1,1,0,5,3,9,0,1,1,0,4,1,False,False
94,15,3,1,1,1,7,7,2,1,0,0,0,1,2,12,2,1,0,1,6,4,6,3,0,0,1,3,6,False,False
289,7,3,0,1,1,3,7,13,2,1,1,1,6,5,10,1,1,0,0,5,2,6,3,0,0,1,3,6,True,True
45,1,0,0,1,0,0,1,2,1,0,0,0,1,2,2,1,0,0,0,1,2,2,1,0,0,0,1,2,True,True
17,5,2,0,1,1,2,5,11,1,1,1,0,5,3,5,2,0,1,1,2,5,2,1,0,0,0,1,2,False,True
185,4,2,0,0,1,2,4,14,3,1,0,1,7,6,3,1,0,1,0,1,3,8,0,1,0,0,4,0,False,False
268,10,1,1,0,0,5,2,10,1,1,0,0,5,2,13,2,1,1,1,6,5,0,0,0,0,0,0,0,True,False
60,3,1,0,1,0,1,3,6,3,0,0,1,3,6,7,3,0,1,1,3,7,13,2,1,1,1,6,5,True,False
24,5,2,0,1,1,2,5,11,1,1,1,0,5,3,1,0,0,1,0,0,1,7,3,0,1,1,3,7,False,True
114,8,0,1,0,0,4,0,10,1,1,0,0,5,2,10,1,1,0,0,5,2,7,3,0,1,1,3,7,True,False
210,12,2,1,0,1,6,4,1,0,0,1,0,0,1,4,2,0,0,1,2,4,2,1,0,0,0,1,2,True,False
148,0,0,0,0,0,0,0,8,0,1,0,0,4,0,7,3,0,1,1,3,7,13,2,1,1,1,6,5,False,False
309,2,1,0,0,0,1,2,3,1,0,1,0,1,3,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,True
258,1,0,0,1,0,0,1,7,3,0,1,1,3,7,8,0,1,0,0,4,0,0,0,0,0,0,0,0,False,True
