Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
286,14,3,1,0,1,7,6,6,3,0,0,1,3,6,8,0,1,0,0,4,0,6,3,0,0,1,3,6,False,False
27,13,2,1,1,1,6,5,8,0,1,0,0,4,0,9,0,1,1,0,4,1,15,3,1,1,1,7,7,True,True
248,14,3,1,0,1,7,6,11,1,1,1,0,5,3,5,2,0,1,1,2,5,15,3,1,1,1,7,7,False,True
4,1,0,0,1,0,0,1,8,0,1,0,0,4,0,3,1,0,1,0,1,3,10,1,1,0,0,5,2,False,False
122,0,0,0,0,0,0,0,12,2,1,0,1,6,4,0,0,0,0,0,0,0,14,3,1,0,1,7,6,False,False
32,3,1,0,1,0,1,3,13,2,1,1,1,6,5,13,2,1,1,1,6,5,14,3,1,0,1,7,6,True,False
231,14,3,1,0,1,7,6,6,3,0,0,1,3,6,6,3,0,0,1,3,6,2,1,0,0,0,1,2,True,False
162,7,3,0,1,1,3,7,5,2,0,1,1,2,5,1,0,0,1,0,0,1,5,2,0,1,1,2,5,True,True
237,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,True,True
283,13,2,1,1,1,6,5,7,3,0,1,1,3,7,10,1,1,0,0,5,2,15,3,1,1,1,7,7,False,True
138,14,3,1,0,1,7,6,10,1,1,0,0,5,2,9,0,1,1,0,4,1,1,0,0,1,0,0,1,True,False
62,13,2,1,1,1,6,5,4,2,0,0,1,2,4,1,0,0,1,0,0,1,7,3,0,1,1,3,7,True,False
215,10,1,1,0,0,5,2,13,2,1,1,1,6,5,15,3,1,1,1,7,7,15,3,1,1,1,7,7,True,True
135,3,1,0,1,0,1,3,8,0,1,0,0,4,0,13,2,1,1,1,6,5,8,0,1,0,0,4,0,True,False
298,7,3,0,1,1,3,7,10,1,1,0,0,5,2,10,1,1,0,0,5,2,10,1,1,0,0,5,2,True,False
128,12,2,1,0,1,6,4,9,0,1,1,0,4,1,14,3,1,0,1,7,6,8,0,1,0,0,4,0,True,True
