Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
220,6,3,0,0,1,3,6,2,1,0,0,0,1,2,8,0,1,0,0,4,0,14,3,1,0,1,7,6,False,False
152,5,2,0,1,1,2,5,15,3,1,1,1,7,7,5,2,0,1,1,2,5,7,3,0,1,1,3,7,False,True
72,7,3,0,1,1,3,7,9,0,1,1,0,4,1,12,2,1,0,1,6,4,3,1,0,1,0,1,3,True,True
96,3,1,0,1,0,1,3,3,1,0,1,0,1,3,2,1,0,0,0,1,2,14,3,1,0,1,7,6,True,False
15,12,2,1,0,1,6,4,8,0,1,0,0,4,0,3,1,0,1,0,1,3,4,2,0,0,1,2,4,False,False
111,0,0,0,0,0,0,0,2,1,0,0,0,1,2,4,2,0,0,1,2,4,4,2,0,0,1,2,4,True,True
10,14,3,1,0,1,7,6,12,2,1,0,1,6,4,2,1,0,0,0,1,2,1,0,0,1,0,0,1,False,False
180,13,2,1,1,1,6,5,11,1,1,1,0,5,3,14,3,1,0,1,7,6,10,1,1,0,0,5,2,True,True
69,8,0,1,0,0,4,0,13,2,1,1,1,6,5,5,2,0,1,1,2,5,8,0,1,0,0,4,0,False,True
97,7,3,0,1,1,3,7,7,3,0,1,1,3,7,11,1,1,1,0,5,3,6,3,0,0,1,3,6,False,True
301,1,0,0,1,0,0,1,8,0,1,0,0,4,0,9,0,1,1,0,4,1,3,1,0,1,0,1,3,True,True
68,0,0,0,0,0,0,0,15,3,1,1,1,7,7,12,2,1,0,1,6,4,11,1,1,1,0,5,3,True,False
255,8,0,1,0,0,4,0,14,3,1,0,1,7,6,2,1,0,0,0,1,2,12,2,1,0,1,6,4,False,True
37,3,1,0,1,0,1,3,2,1,0,0,0,1,2,1,0,0,1,0,0,1,6,3,0,0,1,3,6,True,True
126,13,2,1,1,1,6,5,9,0,1,1,0,4,1,3,1,0,1,0,1,3,7,3,0,1,1,3,7,False,False
16,1,0,0,1,0,0,1,1,0,0,1,0,0,1,2,1,0,0,0,1,2,7,3,0,1,1,3,7,True,True
