Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
72,9,0,1,1,0,4,1,4,2,0,0,1,2,4,3,1,0,1,0,1,3,13,2,1,1,1,6,5,False,False
58,10,1,1,0,0,5,2,7,3,0,1,1,3,7,8,0,1,0,0,4,0,9,0,1,1,0,4,1,False,True
46,1,0,0,1,0,0,1,3,1,0,1,0,1,3,10,1,1,0,0,5,2,14,3,1,0,1,7,6,True,False
78,9,0,1,1,0,4,1,14,3,1,0,1,7,6,4,2,0,0,1,2,4,14,3,1,0,1,7,6,True,False
15,10,1,1,0,0,5,2,9,0,1,1,0,4,1,11,1,1,1,0,5,3,4,2,0,0,1,2,4,True,False
27,10,1,1,0,0,5,2,0,0,0,0,0,0,0,12,2,1,0,1,6,4,7,3,0,1,1,3,7,False,False
41,15,3,1,1,1,7,7,3,1,0,1,0,1,3,15,3,1,1,1,7,7,15,3,1,1,1,7,7,False,True
26,3,1,0,1,0,1,3,13,2,1,1,1,6,5,9,0,1,1,0,4,1,0,0,0,0,0,0,0,False,True
48,1,0,0,1,0,0,1,3,1,0,1,0,1,3,2,1,0,0,0,1,2,1,0,0,1,0,0,1,True,True
24,0,0,0,0,0,0,0,11,1,1,1,0,5,3,3,1,0,1,0,1,3,12,2,1,0,1,6,4,True,False
43,3,1,0,1,0,1,3,8,0,1,0,0,4,0,2,1,0,0,0,1,2,15,3,1,1,1,7,7,True,False
77,14,3,1,0,1,7,6,4,2,0,0,1,2,4,0,0,0,0,0,0,0,9,0,1,1,0,4,1,False,False
57,6,3,0,0,1,3,6,6,3,0,0,1,3,6,7,3,0,1,1,3,7,7,3,0,1,1,3,7,True,True
11,3,1,0,1,0,1,3,10,1,1,0,0,5,2,4,2,0,0,1,2,4,6,3,0,0,1,3,6,False,False
32,0,0,0,0,0,0,0,15,3,1,1,1,7,7,5,2,0,1,1,2,5,8,0,1,0,0,4,0,True,True
75,2,1,0,0,0,1,2,10,1,1,0,0,5,2,0,0,0,0,0,0,0,6,3,0,0,1,3,6,True,False
