Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
315,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
108,10,1,1,0,1,0,5,2,9,1,1,0,0,1,4,1,4,0,0,1,2,0,2,4,False
269,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,9,1,1,0,0,1,4,1,False
66,1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
197,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
18,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,True
184,14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,3,0,0,0,1,1,1,3,False
113,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,11,1,1,0,1,1,5,3,True
19,5,0,0,1,2,1,2,5,7,0,0,1,3,1,3,7,4,0,0,1,2,0,2,4,False
182,12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,False
92,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,True
79,2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,False
220,6,0,0,1,3,0,3,6,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,False
152,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,9,1,1,0,0,1,4,1,True
72,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,False
96,9,1,1,0,0,1,4,1,1,0,0,0,0,1,0,1,11,1,1,0,1,1,5,3,False
15,2,0,0,0,1,0,1,2,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,True
111,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
10,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,10,1,1,0,1,0,5,2,False
180,12,1,1,1,2,0,6,4,8,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,True
