Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
241,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,True
13,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,False
88,7,0,0,1,3,1,3,7,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
273,4,0,0,1,2,0,2,4,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
166,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,True
314,14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
134,0,0,0,0,0,0,0,0,12,1,1,1,2,0,6,4,3,0,0,0,1,1,1,3,False
307,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,False
243,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
54,13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,False
50,12,1,1,1,2,0,6,4,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,True
174,10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,5,0,0,1,2,1,2,5,True
189,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
318,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,5,0,0,1,2,1,2,5,True
187,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
169,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,True
58,14,1,1,1,3,0,7,6,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,True
48,12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,True
235,10,1,1,0,1,0,5,2,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,False
252,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,13,1,1,1,2,1,6,5,False
