Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
7,1,0,0,0,0,1,0,1,15,1,1,1,3,1,7,7,4,0,0,1,2,0,2,4,True
193,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,True
285,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,True
281,7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,True
46,10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,0,0,0,0,0,0,0,0,False
3,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,10,1,1,0,1,0,5,2,False
260,0,0,0,0,0,0,0,0,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,True
194,1,0,0,0,0,1,0,1,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,False
226,8,1,1,0,0,0,4,0,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,True
177,12,1,1,1,2,0,6,4,2,0,0,0,1,0,1,2,8,1,1,0,0,0,4,0,True
57,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,1,0,0,0,0,1,0,1,True
94,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,False
289,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,7,0,0,1,3,1,3,7,False
45,10,1,1,0,1,0,5,2,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,False
17,5,0,0,1,2,1,2,5,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
185,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,11,1,1,0,1,1,5,3,True
268,3,0,0,0,1,1,1,3,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,True
60,15,1,1,1,3,1,7,7,8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,False
24,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,14,1,1,1,3,0,7,6,False
114,13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,5,0,0,1,2,1,2,5,True
