Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
202,15,3,1,1,1,7,7,13,2,1,1,1,6,5,15,3,1,1,1,7,7,0,0,0,0,0,0,0,True,False
77,3,1,0,1,0,1,3,10,1,1,0,0,5,2,0,0,0,0,0,0,0,11,1,1,1,0,5,3,False,False
55,4,2,0,0,1,2,4,1,0,0,1,0,0,1,5,2,0,1,1,2,5,4,2,0,0,1,2,4,True,True
104,10,1,1,0,0,5,2,12,2,1,0,1,6,4,15,3,1,1,1,7,7,10,1,1,0,0,5,2,True,True
203,2,1,0,0,0,1,2,4,2,0,0,1,2,4,2,1,0,0,0,1,2,2,1,0,0,0,1,2,True,True
211,2,1,0,0,0,1,2,6,3,0,0,1,3,6,7,3,0,1,1,3,7,1,0,0,1,0,0,1,True,True
198,5,2,0,1,1,2,5,3,1,0,1,0,1,3,14,3,1,0,1,7,6,0,0,0,0,0,0,0,False,True
139,3,1,0,1,0,1,3,1,0,0,1,0,0,1,15,3,1,1,1,7,7,3,1,0,1,0,1,3,False,True
42,7,3,0,1,1,3,7,13,2,1,1,1,6,5,10,1,1,0,0,5,2,10,1,1,0,0,5,2,True,False
213,9,0,1,1,0,4,1,7,3,0,1,1,3,7,5,2,0,1,1,2,5,2,1,0,0,0,1,2,True,False
297,9,0,1,1,0,4,1,12,2,1,0,1,6,4,8,0,1,0,0,4,0,11,1,1,1,0,5,3,True,True
33,6,3,0,0,1,3,6,10,1,1,0,0,5,2,11,1,1,1,0,5,3,7,3,0,1,1,3,7,True,True
73,14,3,1,0,1,7,6,4,2,0,0,1,2,4,4,2,0,0,1,2,4,10,1,1,0,0,5,2,True,True
183,4,2,0,0,1,2,4,7,3,0,1,1,3,7,5,2,0,1,1,2,5,4,2,0,0,1,2,4,True,True
75,3,1,0,1,0,1,3,13,2,1,1,1,6,5,7,3,0,1,1,3,7,2,1,0,0,0,1,2,False,True
5,8,0,1,0,0,4,0,14,3,1,0,1,7,6,8,0,1,0,0,4,0,9,0,1,1,0,4,1,True,True
