Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
115,12,1,1,1,2,0,6,4,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
163,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,1,0,0,0,0,1,0,1,False
223,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,True
120,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,True
239,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,5,0,0,1,2,1,2,5,True
277,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,True
127,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,False
74,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,True
29,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
83,4,0,0,1,2,0,2,4,7,0,0,1,3,1,3,7,11,1,1,0,1,1,5,3,False
265,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,False
107,10,1,1,0,1,0,5,2,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,True
173,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,False
179,12,1,1,1,2,0,6,4,7,0,0,1,3,1,3,7,14,1,1,1,3,0,7,6,True
133,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,False
253,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,3,0,0,0,1,1,1,3,True
245,13,1,1,1,2,1,6,5,11,1,1,0,1,1,5,3,0,0,0,0,0,0,0,0,True
295,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
65,1,0,0,0,0,1,0,1,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,True
225,8,1,1,0,0,0,4,0,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,False
