Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
93,7,0,0,1,3,1,3,7,10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,False
137,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,True
59,14,1,1,1,3,0,7,6,7,0,0,1,3,1,3,7,9,1,1,0,0,1,4,1,False
116,12,1,1,1,2,0,6,4,9,1,1,0,0,1,4,1,13,1,1,1,2,1,6,5,False
6,0,0,0,0,0,0,0,0,13,1,1,1,2,1,6,5,4,0,0,1,2,0,2,4,True
196,0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,6,0,0,1,3,0,3,6,False
30,6,0,0,1,3,0,3,6,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
22,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,False
272,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,11,1,1,0,1,1,5,3,True
288,9,1,1,0,0,1,4,1,0,0,0,0,0,0,0,0,7,0,0,1,3,1,3,7,False
56,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,12,1,1,1,2,0,6,4,False
165,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,5,0,0,1,2,1,2,5,False
118,13,1,1,1,2,1,6,5,12,1,1,1,2,0,6,4,3,0,0,0,1,1,1,3,False
204,2,0,0,0,1,0,1,2,9,1,1,0,0,1,4,1,13,1,1,1,2,1,6,5,False
81,5,0,0,1,2,1,2,5,2,0,0,0,1,0,1,2,13,1,1,1,2,1,6,5,False
145,4,0,0,1,2,0,2,4,3,0,0,0,1,1,1,3,14,1,1,1,3,0,7,6,False
39,8,1,1,0,0,0,4,0,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
219,6,0,0,1,3,0,3,6,6,0,0,1,3,0,3,6,15,1,1,1,3,1,7,7,True
147,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,2,0,0,0,1,0,1,2,False
181,13,1,1,1,2,1,6,5,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,True
