Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
26,7,0,0,1,3,1,3,7,5,0,0,1,2,1,2,5,6,0,0,1,3,0,3,6,True
313,14,1,1,1,3,0,7,6,3,0,0,0,1,1,1,3,7,0,0,1,3,1,3,7,False
141,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,2,0,0,0,1,0,1,2,True
227,8,1,1,0,0,0,4,0,6,0,0,1,3,0,3,6,12,1,1,1,2,0,6,4,True
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1,3,True
287,7,0,0,1,3,1,3,7,15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,True
274,5,0,0,1,2,1,2,5,4,0,0,1,2,0,2,4,2,0,0,0,1,0,1,2,False
291,8,1,1,0,0,0,4,0,7,0,0,1,3,1,3,7,2,0,0,0,1,0,1,2,False
100,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,3,0,0,0,1,1,1,3,True
192,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,1,1,1,3,1,7,7,False
275,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,8,1,1,0,0,0,4,0,False
103,8,1,1,0,0,0,4,0,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,True
171,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,7,0,0,1,3,1,3,7,True
98,9,1,1,0,0,1,4,1,5,0,0,1,2,1,2,5,15,1,1,1,3,1,7,7,True
36,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,True
249,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,10,1,1,0,1,0,5,2,True
61,15,1,1,1,3,1,7,7,10,1,1,0,1,0,5,2,5,0,0,1,2,1,2,5,False
150,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,True
47,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,2,0,0,0,1,0,1,2,False
229,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,15,1,1,1,3,1,7,7,False
