Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
59,10,1,1,0,0,5,2,4,2,0,0,1,2,4,15,3,1,1,1,7,7,6,3,0,0,1,3,6,True,False
63,3,1,0,1,0,1,3,4,2,0,0,1,2,4,4,2,0,0,1,2,4,5,2,0,1,1,2,5,True,False
69,12,2,1,0,1,6,4,14,3,1,0,1,7,6,9,0,1,1,0,4,1,6,3,0,0,1,3,6,False,True
37,12,2,1,0,1,6,4,6,3,0,0,1,3,6,9,0,1,1,0,4,1,14,3,1,0,1,7,6,False,True
29,6,3,0,0,1,3,6,10,1,1,0,0,5,2,7,3,0,1,1,3,7,8,0,1,0,0,4,0,False,False
1,9,0,1,1,0,4,1,14,3,1,0,1,7,6,2,1,0,0,0,1,2,11,1,1,1,0,5,3,False,True
52,14,3,1,0,1,7,6,4,2,0,0,1,2,4,1,0,0,1,0,0,1,10,1,1,0,0,5,2,False,False
21,5,2,0,1,1,2,5,9,0,1,1,0,4,1,0,0,0,0,0,0,0,7,3,0,1,1,3,7,True,True
2,10,1,1,0,0,5,2,1,0,0,1,0,0,1,9,0,1,1,0,4,1,3,1,0,1,0,1,3,True,True
23,4,2,0,0,1,2,4,15,3,1,1,1,7,7,15,3,1,1,1,7,7,10,1,1,0,0,5,2,True,False
74,10,1,1,0,0,5,2,2,1,0,0,0,1,2,6,3,0,0,1,3,6,0,0,0,0,0,0,0,False,True
20,15,3,1,1,1,7,7,4,2,0,0,1,2,4,4,2,0,0,1,2,4,10,1,1,0,0,5,2,True,False
60,4,2,0,0,1,2,4,14,3,1,0,1,7,6,10,1,1,0,0,5,2,4,2,0,0,1,2,4,False,True
71,4,2,0,0,1,2,4,12,2,1,0,1,6,4,6,3,0,0,1,3,6,3,1,0,1,0,1,3,True,False
14,0,0,0,0,0,0,0,5,2,0,1,1,2,5,10,1,1,0,0,5,2,15,3,1,1,1,7,7,False,False
51,15,3,1,1,1,7,7,15,3,1,1,1,7,7,13,2,1,1,1,6,5,13,2,1,1,1,6,5,True,True
