Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
7,5,2,0,1,1,2,5,6,3,0,0,1,3,6,12,2,1,0,1,6,4,10,1,1,0,0,5,2,True,False
50,3,1,0,1,0,1,3,1,0,0,1,0,0,1,11,1,1,1,0,5,3,2,1,0,0,0,1,2,True,True
53,4,2,0,0,1,2,4,8,0,1,0,0,4,0,6,3,0,0,1,3,6,15,3,1,1,1,7,7,False,True
19,7,3,0,1,1,3,7,7,3,0,1,1,3,7,12,2,1,0,1,6,4,12,2,1,0,1,6,4,True,True
66,3,1,0,1,0,1,3,9,0,1,1,0,4,1,14,3,1,0,1,7,6,10,1,1,0,0,5,2,False,True
25,15,3,1,1,1,7,7,6,3,0,0,1,3,6,8,0,1,0,0,4,0,15,3,1,1,1,7,7,False,True
44,13,2,1,1,1,6,5,8,0,1,0,0,4,0,5,2,0,1,1,2,5,5,2,0,1,1,2,5,False,True
13,7,3,0,1,1,3,7,2,1,0,0,0,1,2,8,0,1,0,0,4,0,1,0,0,1,0,0,1,True,False
76,4,2,0,0,1,2,4,7,3,0,1,1,3,7,14,3,1,0,1,7,6,5,2,0,1,1,2,5,True,True
3,6,3,0,0,1,3,6,7,3,0,1,1,3,7,1,0,0,1,0,0,1,12,2,1,0,1,6,4,False,True
17,0,0,0,0,0,0,0,15,3,1,1,1,7,7,10,1,1,0,0,5,2,11,1,1,1,0,5,3,False,True
38,5,2,0,1,1,2,5,10,1,1,0,0,5,2,1,0,0,1,0,0,1,1,0,0,1,0,0,1,True,False
8,0,0,0,0,0,0,0,13,2,1,1,1,6,5,9,0,1,1,0,4,1,12,2,1,0,1,6,4,False,False
65,9,0,1,1,0,4,1,4,2,0,0,1,2,4,5,2,0,1,1,2,5,10,1,1,0,0,5,2,True,True
6,13,2,1,1,1,6,5,0,0,0,0,0,0,0,12,2,1,0,1,6,4,9,0,1,1,0,4,1,False,False
36,6,3,0,0,1,3,6,15,3,1,1,1,7,7,15,3,1,1,1,7,7,10,1,1,0,0,5,2,True,False
