Unnamed: 0,stim1,loc1,objmod1,ctgmod1,locmod1,angmod1,objlocmod1,ref1,stim2,action2,loc2,objmod2,ctgmod2,locmod2,angmod2,objlocmod2,ref2,stim3,action3,loc3,objmod3,ctgmod3,locmod3,angmod3,objlocmod3,ref3,stim4,action4,loc4,objmod4,ctgmod4,locmod4,angmod4,objlocmod4,ref4,stim5,action5,loc5,objmod5,ctgmod5,locmod5,angmod5,objlocmod5,ref5,stim6,action6,loc6,objmod6,ctgmod6,locmod6,angmod6,objlocmod6,ref6
28,6,0,3,1,0,0,3,6,13,False,1,2,1,1,1,6,5,6,False,0,3,1,0,0,3,6,0,True,0,0,0,0,0,0,0,7,True,0,3,1,0,1,3,7,4,True,0,2,1,0,0,2,4
40,7,0,3,1,0,1,3,7,3,True,0,1,0,0,1,1,3,14,False,1,3,1,1,0,7,6,11,True,1,1,0,1,1,5,3,5,False,0,2,1,0,1,2,5,5,True,0,2,1,0,1,2,5
5,7,0,3,1,0,1,3,7,10,False,1,1,0,1,0,5,2,10,True,1,1,0,1,0,5,2,12,True,1,2,1,1,0,6,4,5,False,0,2,1,0,1,2,5,9,False,1,0,0,1,1,4,1
53,6,0,3,1,0,0,3,6,0,True,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,10,False,1,1,0,1,0,5,2,15,True,1,3,1,1,1,7,7,7,False,0,3,1,0,1,3,7
62,4,0,2,1,0,0,2,4,15,False,1,3,1,1,1,7,7,9,True,1,0,0,1,1,4,1,7,False,0,3,1,0,1,3,7,14,False,1,3,1,1,0,7,6,5,False,0,2,1,0,1,2,5
39,7,0,3,1,0,1,3,7,8,False,1,0,0,1,0,4,0,14,True,1,3,1,1,0,7,6,0,False,0,0,0,0,0,0,0,12,False,1,2,1,1,0,6,4,6,False,0,3,1,0,0,3,6
35,5,0,2,1,0,1,2,5,6,True,0,3,1,0,0,3,6,13,False,1,2,1,1,1,6,5,12,True,1,2,1,1,0,6,4,5,False,0,2,1,0,1,2,5,2,True,0,1,0,0,0,1,2
16,6,0,3,1,0,0,3,6,14,False,1,3,1,1,0,7,6,6,False,0,3,1,0,0,3,6,14,False,1,3,1,1,0,7,6,13,True,1,2,1,1,1,6,5,0,False,0,0,0,0,0,0,0
103,6,0,3,1,0,0,3,6,11,False,1,1,0,1,1,5,3,6,False,0,3,1,0,0,3,6,10,False,1,1,0,1,0,5,2,11,True,1,1,0,1,1,5,3,4,False,0,2,1,0,0,2,4
