Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
115,5,2,0,1,1,2,5,15,3,1,1,1,7,7,3,1,0,1,0,1,3,14,3,1,0,1,7,6,False,False
163,6,3,0,0,1,3,6,12,2,1,0,1,6,4,8,0,1,0,0,4,0,0,0,0,0,0,0,0,True,True
223,14,3,1,0,1,7,6,6,3,0,0,1,3,6,12,2,1,0,1,6,4,9,0,1,1,0,4,1,False,True
120,14,3,1,0,1,7,6,6,3,0,0,1,3,6,6,3,0,0,1,3,6,15,3,1,1,1,7,7,True,True
239,0,0,0,0,0,0,0,14,3,1,0,1,7,6,9,0,1,1,0,4,1,4,2,0,0,1,2,4,True,True
277,8,0,1,0,0,4,0,1,0,0,1,0,0,1,8,0,1,0,0,4,0,2,1,0,0,0,1,2,False,False
127,8,0,1,0,0,4,0,5,2,0,1,1,2,5,14,3,1,0,1,7,6,13,2,1,1,1,6,5,False,True
74,15,3,1,1,1,7,7,13,2,1,1,1,6,5,2,1,0,0,0,1,2,1,0,0,1,0,0,1,False,False
29,6,3,0,0,1,3,6,13,2,1,1,1,6,5,5,2,0,1,1,2,5,13,2,1,1,1,6,5,False,False
83,2,1,0,0,0,1,2,2,1,0,0,0,1,2,13,2,1,1,1,6,5,1,0,0,1,0,0,1,False,True
265,15,3,1,1,1,7,7,13,2,1,1,1,6,5,10,1,1,0,0,5,2,11,1,1,1,0,5,3,True,True
107,10,1,1,0,0,5,2,4,2,0,0,1,2,4,7,3,0,1,1,3,7,7,3,0,1,1,3,7,True,False
173,0,0,0,0,0,0,0,8,0,1,0,0,4,0,8,0,1,0,0,4,0,3,1,0,1,0,1,3,True,True
179,4,2,0,0,1,2,4,4,2,0,0,1,2,4,14,3,1,0,1,7,6,14,3,1,0,1,7,6,False,False
133,8,0,1,0,0,4,0,14,3,1,0,1,7,6,8,0,1,0,0,4,0,8,0,1,0,0,4,0,True,True
253,7,3,0,1,1,3,7,3,1,0,1,0,1,3,15,3,1,1,1,7,7,8,0,1,0,0,4,0,False,False
