Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
243,4,2,0,0,1,2,4,9,0,1,1,0,4,1,4,2,0,0,1,2,4,15,3,1,1,1,7,7,False,False
54,4,2,0,0,1,2,4,0,0,0,0,0,0,0,4,2,0,0,1,2,4,12,2,1,0,1,6,4,True,False
50,8,0,1,0,0,4,0,7,3,0,1,1,3,7,10,1,1,0,0,5,2,7,3,0,1,1,3,7,False,False
174,5,2,0,1,1,2,5,4,2,0,0,1,2,4,13,2,1,1,1,6,5,11,1,1,1,0,5,3,False,False
189,7,3,0,1,1,3,7,4,2,0,0,1,2,4,8,0,1,0,0,4,0,9,0,1,1,0,4,1,False,False
318,12,2,1,0,1,6,4,8,0,1,0,0,4,0,9,0,1,1,0,4,1,6,3,0,0,1,3,6,True,False
187,10,1,1,0,0,5,2,15,3,1,1,1,7,7,5,2,0,1,1,2,5,5,2,0,1,1,2,5,False,False
169,8,0,1,0,0,4,0,5,2,0,1,1,2,5,2,1,0,0,0,1,2,11,1,1,1,0,5,3,True,True
58,1,0,0,1,0,0,1,7,3,0,1,1,3,7,9,0,1,1,0,4,1,14,3,1,0,1,7,6,False,False
48,14,3,1,0,1,7,6,6,3,0,0,1,3,6,13,2,1,1,1,6,5,12,2,1,0,1,6,4,False,True
235,11,1,1,1,0,5,3,6,3,0,0,1,3,6,11,1,1,1,0,5,3,6,3,0,0,1,3,6,False,False
252,3,1,0,1,0,1,3,10,1,1,0,0,5,2,15,3,1,1,1,7,7,13,2,1,1,1,6,5,True,False
21,8,0,1,0,0,4,0,11,1,1,1,0,5,3,2,1,0,0,0,1,2,3,1,0,1,0,1,3,False,False
160,3,1,0,1,0,1,3,10,1,1,0,0,5,2,2,1,0,0,0,1,2,15,3,1,1,1,7,7,False,False
276,1,0,0,1,0,0,1,4,2,0,0,1,2,4,13,2,1,1,1,6,5,13,2,1,1,1,6,5,False,False
191,8,0,1,0,0,4,0,11,1,1,1,0,5,3,1,0,0,1,0,0,1,13,2,1,1,1,6,5,False,True
