Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
73,7,3,0,1,1,3,7,3,1,0,1,0,1,3,10,1,1,0,0,5,2,14,3,1,0,1,7,6,True,True
61,7,3,0,1,1,3,7,10,1,1,0,0,5,2,9,0,1,1,0,4,1,8,0,1,0,0,4,0,True,False
55,5,2,0,1,1,2,5,3,1,0,1,0,1,3,5,2,0,1,1,2,5,10,1,1,0,0,5,2,False,False
40,8,0,1,0,0,4,0,13,2,1,1,1,6,5,10,1,1,0,0,5,2,5,2,0,1,1,2,5,False,False
9,6,3,0,0,1,3,6,5,2,0,1,1,2,5,5,2,0,1,1,2,5,15,3,1,1,1,7,7,True,True
64,9,0,1,1,0,4,1,9,0,1,1,0,4,1,10,1,1,0,0,5,2,8,0,1,0,0,4,0,True,True
5,12,2,1,0,1,6,4,10,1,1,0,0,5,2,3,1,0,1,0,1,3,7,3,0,1,1,3,7,True,True
47,3,1,0,1,0,1,3,12,2,1,0,1,6,4,14,3,1,0,1,7,6,13,2,1,1,1,6,5,True,False
34,3,1,0,1,0,1,3,5,2,0,1,1,2,5,1,0,0,1,0,0,1,10,1,1,0,0,5,2,False,True
62,8,0,1,0,0,4,0,5,2,0,1,1,2,5,10,1,1,0,0,5,2,6,3,0,0,1,3,6,False,False
42,10,1,1,0,0,5,2,1,0,0,1,0,0,1,14,3,1,0,1,7,6,1,0,0,1,0,0,1,False,True
54,4,2,0,0,1,2,4,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,True,False
16,9,0,1,1,0,4,1,5,2,0,1,1,2,5,7,3,0,1,1,3,7,0,0,0,0,0,0,0,True,True
39,13,2,1,1,1,6,5,3,1,0,1,0,1,3,13,2,1,1,1,6,5,10,1,1,0,0,5,2,False,False
56,0,0,0,0,0,0,0,10,1,1,0,0,5,2,6,3,0,0,1,3,6,5,2,0,1,1,2,5,False,False
79,3,1,0,1,0,1,3,9,0,1,1,0,4,1,8,0,1,0,0,4,0,13,2,1,1,1,6,5,True,False
