Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
167,8,1,1,0,0,0,4,0,15,1,1,1,3,1,7,7,1,0,0,0,0,1,0,1,False
230,9,1,1,0,0,1,4,1,12,1,1,1,2,0,6,4,7,0,0,1,3,1,3,7,True
25,7,0,0,1,3,1,3,7,3,0,0,0,1,1,1,3,9,1,1,0,0,1,4,1,True
63,15,1,1,1,3,1,7,7,14,1,1,1,3,0,7,6,13,1,1,1,2,1,6,5,True
9,3,0,0,0,1,1,1,3,2,0,0,0,1,0,1,2,6,0,0,1,3,0,3,6,False
110,10,1,1,0,1,0,5,2,12,1,1,1,2,0,6,4,12,1,1,1,2,0,6,4,True
186,15,1,1,1,3,1,7,7,5,0,0,1,2,1,2,5,13,1,1,1,2,1,6,5,True
143,2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,0,0,0,0,0,0,0,0,False
244,12,1,1,1,2,0,6,4,9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,True
224,8,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,13,1,1,1,2,1,6,5,False
90,6,0,0,1,3,0,3,6,4,0,0,1,2,0,2,4,11,1,1,0,1,1,5,3,False
76,3,0,0,0,1,1,1,3,8,1,1,0,0,0,4,0,9,1,1,0,0,1,4,1,True
82,4,0,0,1,2,0,2,4,4,0,0,1,2,0,2,4,6,0,0,1,3,0,3,6,True
240,12,1,1,1,2,0,6,4,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,True
172,11,1,1,0,1,1,5,3,8,1,1,0,0,0,4,0,11,1,1,0,1,1,5,3,True
119,13,1,1,1,2,1,6,5,14,1,1,1,3,0,7,6,1,0,0,0,0,1,0,1,False
202,2,0,0,0,1,0,1,2,5,0,0,1,2,1,2,5,12,1,1,1,2,0,6,4,True
77,3,0,0,0,1,1,1,3,10,1,1,0,1,0,5,2,8,1,1,0,0,0,4,0,True
55,12,1,1,1,2,0,6,4,14,1,1,1,3,0,7,6,15,1,1,1,3,1,7,7,True
104,10,1,1,0,1,0,5,2,1,0,0,0,0,1,0,1,6,0,0,1,3,0,3,6,False
