Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
168,10,1,1,0,0,5,2,3,1,0,1,0,1,3,4,2,0,0,1,2,4,11,1,1,1,0,5,3,True,True
157,6,3,0,0,1,3,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,13,2,1,1,1,6,5,True,False
300,12,2,1,0,1,6,4,15,3,1,1,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
78,8,0,1,0,0,4,0,6,3,0,0,1,3,6,8,0,1,0,0,4,0,4,2,0,0,1,2,4,False,False
176,15,3,1,1,1,7,7,13,2,1,1,1,6,5,10,1,1,0,0,5,2,12,2,1,0,1,6,4,True,True
284,7,3,0,1,1,3,7,15,3,1,1,1,7,7,12,2,1,0,1,6,4,14,3,1,0,1,7,6,True,False
222,14,3,1,0,1,7,6,0,0,0,0,0,0,0,14,3,1,0,1,7,6,7,3,0,1,1,3,7,False,False
84,0,0,0,0,0,0,0,4,2,0,0,1,2,4,6,3,0,0,1,3,6,13,2,1,1,1,6,5,True,False
7,3,1,0,1,0,1,3,5,2,0,1,1,2,5,10,1,1,0,0,5,2,9,0,1,1,0,4,1,False,False
193,15,3,1,1,1,7,7,1,0,0,1,0,0,1,13,2,1,1,1,6,5,4,2,0,0,1,2,4,False,False
285,7,3,0,1,1,3,7,9,0,1,1,0,4,1,7,3,0,1,1,3,7,13,2,1,1,1,6,5,False,False
281,13,2,1,1,1,6,5,0,0,0,0,0,0,0,14,3,1,0,1,7,6,13,2,1,1,1,6,5,False,True
46,5,2,0,1,1,2,5,13,2,1,1,1,6,5,0,0,0,0,0,0,0,10,1,1,0,0,5,2,False,False
3,10,1,1,0,0,5,2,8,0,1,0,0,4,0,14,3,1,0,1,7,6,9,0,1,1,0,4,1,True,True
260,0,0,0,0,0,0,0,7,3,0,1,1,3,7,14,3,1,0,1,7,6,11,1,1,1,0,5,3,False,False
194,1,0,0,1,0,0,1,6,3,0,0,1,3,6,13,2,1,1,1,6,5,1,0,0,1,0,0,1,False,True
