Unnamed: 0,stim1,objmod1,locmod1,angmod1,ctgmod1,objlocmod1,ref1,stim2,objmod2,locmod2,angmod2,ctgmod2,objlocmod2,ref2,stim3,objmod3,locmod3,angmod3,ctgmod3,objlocmod3,ref3,stim4,objmod4,locmod4,angmod4,ctgmod4,objlocmod4,ref4,action1,action2
95,14,3,1,0,1,7,6,5,2,0,1,1,2,5,1,0,0,1,0,0,1,8,0,1,0,0,4,0,True,True
238,4,2,0,0,1,2,4,4,2,0,0,1,2,4,11,1,1,1,0,5,3,11,1,1,1,0,5,3,False,False
178,8,0,1,0,0,4,0,6,3,0,0,1,3,6,14,3,1,0,1,7,6,7,3,0,1,1,3,7,False,False
250,0,0,0,0,0,0,0,3,1,0,1,0,1,3,10,1,1,0,0,5,2,14,3,1,0,1,7,6,False,False
41,9,0,1,1,0,4,1,11,1,1,1,0,5,3,2,1,0,0,0,1,2,10,1,1,0,0,5,2,False,True
89,12,2,1,0,1,6,4,0,0,0,0,0,0,0,3,1,0,1,0,1,3,13,2,1,1,1,6,5,True,True
246,4,2,0,0,1,2,4,11,1,1,1,0,5,3,14,3,1,0,1,7,6,12,2,1,0,1,6,4,True,False
136,7,3,0,1,1,3,7,4,2,0,0,1,2,4,3,1,0,1,0,1,3,3,1,0,1,0,1,3,True,True
26,11,1,1,1,0,5,3,0,0,0,0,0,0,0,13,2,1,1,1,6,5,2,1,0,0,0,1,2,False,False
313,5,2,0,1,1,2,5,11,1,1,1,0,5,3,11,1,1,1,0,5,3,8,0,1,0,0,4,0,True,False
141,2,1,0,0,0,1,2,1,0,0,1,0,0,1,8,0,1,0,0,4,0,11,1,1,1,0,5,3,False,False
227,7,3,0,1,1,3,7,8,0,1,0,0,4,0,12,2,1,0,1,6,4,1,0,0,1,0,0,1,True,True
0,13,2,1,1,1,6,5,6,3,0,0,1,3,6,5,2,0,1,1,2,5,9,0,1,1,0,4,1,True,True
287,14,3,1,0,1,7,6,13,2,1,1,1,6,5,14,3,1,0,1,7,6,9,0,1,1,0,4,1,True,True
274,13,2,1,1,1,6,5,7,3,0,1,1,3,7,4,2,0,0,1,2,4,3,1,0,1,0,1,3,True,False
291,6,3,0,0,1,3,6,2,1,0,0,0,1,2,14,3,1,0,1,7,6,0,0,0,0,0,0,0,False,True
