Unnamed: 0,stim1,loc1,locmod1,ctgmod1,objmod1,angmod1,objlocmod1,ref1,stim2,loc2,locmod2,ctgmod2,objmod2,angmod2,objlocmod2,ref2,stim3,loc3,locmod3,ctgmod3,objmod3,angmod3,objlocmod3,ref3,action
69,0,0,0,0,0,0,0,0,10,1,1,0,1,0,5,2,14,1,1,1,3,0,7,6,False
97,8,1,1,0,0,0,4,0,3,0,0,0,1,1,1,3,5,0,0,1,2,1,2,5,False
301,10,1,1,0,1,0,5,2,11,1,1,0,1,1,5,3,10,1,1,0,1,0,5,2,True
68,0,0,0,0,0,0,0,0,9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,False
255,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,6,0,0,1,3,0,3,6,True
37,9,1,1,0,0,1,4,1,11,1,1,0,1,1,5,3,6,0,0,1,3,0,3,6,False
126,15,1,1,1,3,1,7,7,12,1,1,1,2,0,6,4,11,1,1,0,1,1,5,3,False
16,4,0,0,1,2,0,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
228,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,2,0,0,0,1,0,1,2,False
67,1,0,0,0,0,1,0,1,7,0,0,1,3,1,3,7,12,1,1,1,2,0,6,4,False
256,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,8,1,1,0,0,0,4,0,True
247,12,1,1,1,2,0,6,4,15,1,1,1,3,1,7,7,15,1,1,1,3,1,7,7,True
125,14,1,1,1,3,0,7,6,10,1,1,0,1,0,5,2,13,1,1,1,2,1,6,5,False
164,8,1,1,0,0,0,4,0,8,1,1,0,0,0,4,0,5,0,0,1,2,1,2,5,False
86,4,0,0,1,2,0,2,4,13,1,1,1,2,1,6,5,3,0,0,0,1,1,1,3,False
304,12,1,1,1,2,0,6,4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,True
144,5,0,0,1,2,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
271,2,0,0,0,1,0,1,2,14,1,1,1,3,0,7,6,6,0,0,1,3,0,3,6,True
140,3,0,0,0,1,1,1,3,9,1,1,0,0,1,4,1,9,1,1,0,0,1,4,1,True
233,11,1,1,0,1,1,5,3,2,0,0,0,1,0,1,2,12,1,1,1,2,0,6,4,False
